qstr_Received_{reg0}_dama|Recebeu {reg0} de dano.
qstr_The_slaughter_and_lo|O massacre e pilhagem do comboio de refugiados fortaleceu o inimigo ({s1} ganhou 50 força de facção).
qstr_You_did_however_defe|No entanto, você derrotou {reg18} invasores, enfraquecendo a determinação do inimigo ({s1} perdeu {reg19} de força da facção).
qstr_The_slaughter_and_loo|A matança e pilhagem do comboio de refugiados fortaleceu o inimigo ({s1} ganhou {reg20} de força de facção).
qstr_Killing_the_refugees|Matar os refugiados de {s1} e escravizar os sobreviventes desmoralizou seu povo ({s1} perdeu {reg19} de força de facção).
qstr_{reg20}_refugee_trai|{reg20} comboios de refugiados escaparam e melhoraram a moral do inimigo ({s1} ganhou {reg22} de força de facção).
qstr_You_did_however_defea|No entanto, você derrotou {reg18} trens de refugiados, enfraquecendo a determinação do inimigo ({s1} perdeu {reg19} de força da facção).
qstr_My_lord_{s12}_is_saf|Meu senhor, {s12} está seguro. Os Corsários foram derrotados.
qstr_My_lord_Esgaroth_is_|Meu senhor, Esgaroth está a salvo. Os homens de Rhûn foram derrotados.
qstr_The_surroundings_of_|Os arredores de {s12} queimam. A pilhagem foi realmente gloriosa!
qstr_The_surroundings_of_E|Os arredores de Esgaroth queimam. A pilhagem foi realmente gloriosa!
qstr_This_is_welcome_news|Esta é uma notícia realmente bem-vinda, {playername}. Estávamos mal preparados para uma ação tão ousada dos Corsários. Mas, graças a você, as velas negras foram afastadas, pelo menos por um tempo, e podemos esperar, pelo menos, que tenhamos dado um golpe nelas hoje. Você tem a nossa gratidão.
qstr__Good_work_{playerna|Bom trabalho, {playername}! Eles demonstraram mais astúcia do que acreditávamos, isso eu admito. Mas esses Orientais não lutam nem metade tão bem em seus barcos quanto em seus cavalos, ao que parece! Talvez nós também devêssemos considerar lançar uma frota própria... De qualquer forma, agradecemos a você, {playername}, em nome de Esgaroth e de todo o povo de Valle.
qstr_Even_from_here_we_co|Mesmo daqui, podíamos ver as chamas e sentir o cheiro do desespero dos nossos inimigos no vento! Você se saiu esplendidamente, {playername}. Que o terror atinja agora o coração de cada homem, mulher e criança em Gondor, pois eles sabem agora que nem mesmo suas fortalezas mais poderosas estão fora do nosso alcance!
qstr_Even_from_here_we_cou|Mesmo daqui, podíamos ver as chamas e sentir o cheiro do desespero dos nossos inimigos no vento! Você se saiu esplendidamente, {playername}. Que o terror atinja agora o coração de cada homem, mulher e criança em Valle, pois eles sabem agora que nem mesmo suas fortalezas mais poderosas estão fora do nosso alcance!
qstr_My_lord_they_fell_up|Meu senhor, eles nos atacaram com grande força. Não conseguimos repelir os Corsários.
qstr_My_lord_they_fell_upo|Meu senhor, eles nos atacaram com grande força. Não conseguimos repelir os guerreiros de Rhûn.
qstr_The_raid_on_{s12}_fa|O ataque em {s12} falhou, graças à incompetência dos nossos aliados!
qstr_This_raid_was_ill_fa|Este ataque foi um fracasso desde o início. Nunca deveríamos ter embarcado naqueles botes frágeis!
qstr_This_is_evil_news_yo|Trazem más notícias. As velas negras se tornam cada vez mais ousadas, e Belfalas inteira jaz cada vez mais sob sua sombra. Não vou culpá-lo demais, {playername}, pelo seu fracasso, mas fomos atingidos por um golpe realmente doloroso, um golpe doloroso. Vá agora. A esperança se esvai para Gondor, e precisamos lutar para manter vivo o que resta dela.
qstr_This_is_evil_news_you|Trazem más notícias. Os Orientais se tornam cada vez mais ousados, e Esgaroth arde em chamas. Não vou culpá-lo muito, {playername}, pelo seu fracasso, mas fomos atingidos por um golpe realmente duro, um golpe duro. Vá agora. A esperança do nosso reino se esvai, e precisamos lutar para manter vivo o que resta dele.
qstr_Pah!_It_seems_you_we|Pô! Parece que você não conseguiu encontrar o equilíbrio, {playername}. Agora eles se sentam, esses homens de Gondor, no alto de suas torres, vaidosos como reis, rindo enquanto as velas negras queimam! Talvez um período nos remos de uma galé seja um castigo adequado para suas tropas; uma pena que estejam sob seu comando, e não sob o meu. O Olho não ficará satisfeito. Deixe-me agora.
qstr_Have_you_nothing_bet|Você não tem nada melhor do que desculpas esfarrapadas para justificar o seu fracasso, {playername}? Talvez você não seja tão forte quanto acreditávamos. Sirva melhor à nossa causa no futuro, {playername}. Não haverá misericórdia para os fracos!
qstr_Your_mission_is_comp|Sua missão foi concluída, {s9} quer que você continue seguindo seu exército até novo aviso.
qstr_{s13}_asked_you_to_g|{s13} pediu para você reunir {reg3} unidades de {s4} e entregá-las de volta a ele.
qstr_Moreover_should_you_|Além disso, caso você se torne {s24}, será bem-vindo ao meu Conselho de Guerra, onde poderá tomar decisões que afetarão o curso da nossa campanha. Por enquanto, como {s25}, apenas nos siga e fique por perto. Em breve, partiremos.
qstr_For_the_moment_just_|Por enquanto, basta nos seguir e ficar por perto. Em breve, nos mudaremos.
qstr_{s9}_asked_you_to_sc|{s9} pediu para você explorar {s13}, {s14} e {s15} e depois reportar.
qstr_You_have_been_most_h|Você foi muito prestativo, {playername}. Muito obrigado.
qstr_You_are_a_good_serva|Você é um bom servo, {playername}. Continue.
qstr_Superb_work_{playern|Excelente trabalho, {playername}. Admiro sua atitude.
qstr_Your_efficiency_is_p|Sua eficiência é agradável, {playername}. Continue e você irá longe.
qstr_It_was_an_honour_to_|Foi uma honra servir.
qstr_Your_wish_is_my_comm|Seu desejo é uma ordem.
; qstr_Hail_{playername}_{s|Hail, {playername}, {s24}! Glad am I to behold you, alive and unbroken. Through days of shadow we have endured, and in the thunder of battle we have stood fast. Bitter were the losses laid upon us, and many sorrows have we borne.^^ Yet this hour is not given to grief. Rather it is a time of gladness, for the darkness has passed, and a new Age dawns upon the world. Be thankful, for I am thankful, that in the Last Days of the Third Age you stood beside me, faithful and undaunted.
; qstr_Through_shadow_and_s|Through shadow and strife I stood, not for glory, but for loyalty and hope unbroken. I remember the fallen and the cost that was paid. As a new Age has dawned, I pledge my strength to its keeping, in wisdom and in mercy.
; qstr_So_you_stand_before_|So you stand before me still, {playername}, {s24}. Few have endured the storm and come forth unbroken. The world has been purged by fire and iron, and many were swept away who clung to the follies of the past. Such was the price of change.^^ The Age of decay has ended, and the long dominion of chance and fading dreams is overthrown. A new Age rises—ordered, measured, and strong—shaped not by hope alone, but by the knowledge and will of your wise Master, the White Hand of Isengard! ^^Behold it, and rejoice, for you have lived to see what few dared imagine. In the Last Days of the Third Age, when the old powers failed and the world stood at the brink, you chose to stand beside me. Remember this hour, for it is the hour of victory, and from it the world shall be remade.
; qstr_Hail_to_the_White_Ha|Hail to the White Hand!
; qstr_Hear_now_the_word_of|Hear now the word of Barad-dûr, {playername}, {s24}, and give heed. The proud are fallen, the hopeful are silenced, and the counsels of the Wise have come to naught. Such was the end foreseen from the beginning. The Third Age is ended by decree of the Lord of the Dark Tower, whose will has prevailed over all resistance. What was weighed has been found wanting, and the world is now claimed under HIS dominion. ^^Let it further be proclaimed: those who stood and endured in the Last Days are numbered among the living by sufferance alone. Order is restored, fear is the law, and obedience is the measure of worth. The Red Eye watches all. Hail to the Red Eye.
; qstr_Hail_to_the_Red_Eye!|Hail to the Red Eye!
qstr_Sauron_in_Mordor_the|Sauron em Mordor, os Corsários de Umbar, os Variags de Khand e os Homens da Tribo de Harad
qstr_Saruman_in_Isengard_|Saruman em Isengard e os Homens Selvagens das Terras Pardas
qstr_Orcs_of_Moria_and_Do|Orcs de Moria e Dol Guldur
qstr_Orcs_of_Gundabad_and|Orcs de Gundabad e os Guerreiros de Rhun
qstr_Men_of_Gondor|Homens de Gondor
qstr_Riders_of_Rohan|Cavaleiros de Rohan
qstr_Elves_of_Imladris_an|Elfos de Imladris e Lothlórien
qstr_Men_of_Dale_Dwarves_|Homens de Vale, Anãos de Erebor, parentes de Beorn e os Elfos da Floresta das Trevas
qstr_Ah_{playername}_it_i|Ah, {playername}, que bom que você veio. A guerra está à nossa porta e precisamos de soldados e capitães para cumprir seus juramentos.^^Estamos em guerra com {s11}, mas precisamos reunir nossas forças e enfraquecer o inimigo antes de podermos avançar contra seus pontos fortes e fortalezas. Cada derrota de nossos inimigos nos aproximará da vitória e fortalecerá nossa determinação, então confio em você para lutar contra nosso inimigo em todas as oportunidades, seja um mero grupo de batedores ou uma tropa de guerra. Mas não se precipite para a batalha sozinho; você deve lutar ao lado de nossos bravos capitães e também de nossos aliados.
qstr_About_time_you_showe|Já era hora de você aparecer, {playername}. Estamos em guerra agora e não tolerarei nenhuma insubordinação. Estamos lutando contra {s11}, mas precisamos reunir nossas forças e derrotar o inimigo em campo antes de podermos avançar contra suas fortalezas. Cada derrota de nossos inimigos fortalecerá nossos esforços de guerra e os deixará mais perto da destruição total. Portanto, confio em você para lutar contra nosso inimigo em todas as oportunidades, seja um mero grupo de batedores ou uma tropa de guerra. Além disso, você deve apoiar nossos capitães e aliados se os vir lutar. Não os decepcione, ou eu saberei.
qstr_we_are_fighting_agai|estamos lutando contra {s13}
qstr_we_are_not_fighting_|não estamos lutando contra ninguém no momento
qstr__{s14}_gained_{reg78|{s14} ganhou {reg78} experiência.
qstr_Oh?_Let_me_see_that.|Ah? Deixe-me ver isso... Ora, ora, ora! Foi gentil da sua parte me trazer isso, {playername}. Leve meu selo como prova de que o recebi e mande lembranças a {s9} quando o vir novamente.
qstr_Give_me_that!_Hrmph!|Me dá isso! Hrmph! Que bom que você me trouxe isso, {playername}, você é um servo útil. Diga a {s9} para te empregar com mais frequência.
qstr_What?_Let_me_see_tha|quê? Deixe-me ver isso... Hmmm. Foi gentil da sua parte me trazer isso, {playername}. Agora vá embora.
qstr_Give_me_that!_Hrmph!_|Me dá isso! Hrmph! Você é um servo útil para seus mestres, {playername}, mas todos vocês estarão mortos em breve. Agora não, então, caiam fora.
qstr_My_king|Meu rei
qstr_Lord|Senhor
qstr_my_king|meu rei
qstr_lord|senhor
qstr_our|nosso
qstr_your|seu
qstr_Moria_and_Gundabad|Moria e Gundabad
qstr_Moria|Moria
; qstr_Your_enemies_in_{s3}|Your enemies in {s3} hear of your oath and rally their strength to counter the threat.
qstr_Gundabad|Gundabad
; qstr_You_swear_an_oath_of|You swear an oath of vengeance against {s3}. You must now defeat as many parties and personally kill as many orcs of Moria and Gundabad as possible in the coming days. You are keenly aware that your followers have witnessed this oath and you do not wish to become known as an oathbreaker. An orgy of bloodletting must now begin!^.
qstr_The_search_for_the_L|A busca pelas Lanças Perdidas levou você a Dorwinion, o local do antigo reino do norte do Rei Bladorthin. CONTINUA
qstr__You_need_to_be_{s24|(Você precisa ter {s24} ou mais).
qstr_You_are_not_worthy_o|Você não é digno das minhas habilidades. Prove-se primeiro e supere {s25}. {s2}
qstr_I_am_sorry._I_cannot|Sinto muito. Não posso atendê-lo como {s25}, pois há questões mais urgentes. {s2}
qstr_Yes_I_am_and_I_can_h|Sim, estou, e posso ajudar você por um preço.
qstr_You_heard_right_and_|Você ouviu direito e sim, eu posso te ajudar.
qstr__Costs_1000_Resource|(Custa 1000 de Recursos, 5 de Influência)
qstr_I_can_see_that._I_ll|Eu entendo. Vou mandar meus homens ficarem de guarda enquanto lido com você. Vai levar um tempo. {s2}
qstr_Yes_I_see_that._I_ca|Sim, eu entendo. Posso cuidar de você, sim, mas isso me afastaria de tarefas importantes. {s2}
qstr__Costs_1500_Resource|(Custa 1500 de Recursos, 10 de Influência)
qstr_I_ll_have_my_persona|Mandarei meus curandeiros particulares cuidarem de você. Eles são os melhores. Me avise quando quiser que eles venham. {s2}
qstr_I_ll_have_my_personal|Mandarei meus curandeiros cuidarem dos seus homens. Eles são os melhores no que fazem. Avise-me quando precisar deles. {s2}
qstr_I_ll_have_them_here_|Eles estarão aqui em breve.
qstr_Let_us_begin._My_hea|Vamos começar. Meus curandeiros cuidarão de você e de seus homens.
qstr_Alright!_This_is_goi|Tudo bem! Isso vai doer... muito.
qstr_Let_us_begin._It_may|Vamos começar. Pode levar algum tempo. Relaxe e deixe o resto comigo.
qstr_Impressive..._You_di|Impressionante... Você não se mexeu muito. Volte para o seu posto.
qstr_Rest_the_wounds_have|Descanse, as feridas foram tratadas.
qstr_Your_party_must_be_a|Seu grupo deve ter pelo menos 30 pessoas para começar esta missão
qstr_You_were_tasked_to_h|Você foi incumbido de caçar os bandidos que vêm causando estragos no Norte recentemente. Você pode atacá-los em seu esconderijo perto da Floresta das Trevas ou interceptá-los perto da Casa de Beorn.
qstr_Mordor_gains_Faction|Mordor ganha Força de Facção ao receber uma arma desconhecida
qstr_Beornings_gain_Facti|Os Beornings ganham Força de Facção à medida que a notícia de sua vitória se espalha.
qstr_Beornings_lose_Facti|Os Beornings perdem a força da Facção quando são atacados.
qstr__{s14}_gains_faction|{s14} ganha força de facção à medida que as notícias do Anel do Poder se espalham.
qstr_You_must_return_and_|Você deve retornar e relatar que derrotou os líderes dos Caçadores de Anéis e pegou um anel mágico.
qstr_You_must_return_and_r|Você deve retornar e relatar que derrotou o grupo dos Caçadores do Anel, mas os líderes podem ter conseguido o que estavam procurando.
qstr_Do_you_need_reinforc|Você precisa de reforços?
qstr_You_don_t_look_too_s|Você não parece muito forte, precisa de tropas?
qstr_^{s14}_is_grateful_t|^{s14} é grato a você, {playername}, {s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?Aqueles:Aquele} bravo{reg28?s soldados: soldado} certamente nos ajudará a defender nossas terras.{s32}^^[ganhou {reg14} Pontos de Recursos de {s14}]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?Aquelas:Aquela} {reg28?tropas úteis:tropa útil} nos ajudará a causar mais estragos.{s32}^^[ganhou {reg14} Pontos de Recursos de {s14}]
qstr_{s4}_^Oh_and_take_bac|{s4} ^Ah, e leve de volta aqueles soldados que não são nossos parentes, eles não são úteis para mim.
qstr_It_is_my_duty_to_hel|É meu dever ajudar nosso povo.
qstr_It_is_my_duty_to_help|É meu dever ajudar nossos aliados.
qstr_{s31}__Consumable._C|{s31} (Consumível. Pode ser recomprado)
qstr_{s31}__Can_be_reboug|{s31} (Pode ser recomprado)
qstr_I_wish_to_raze_an_en|Desejo arrasar um assentamento inimigo.
qstr_I_wish_to_lead_our_m|Desejo liderar nossos homens em um ataque a um assentamento inimigo.
qstr_More_snaga_who_will_|Mais um snaga que se lançará contra as paredes do inimigo? Ouça com atenção e posso deixar você tentar.
qstr_Indeed?_Few_men_are_|Sério? Poucos homens se voluntariam tão prontamente para morrer nas ameias. Há muita coisa que precisamos discutir antes que eu possa lhe dar permissão para ir.
