str_yes|Sim.
str_harad_rank_0|Iniciado da Tribo
str_harad_rank_1|Adulto da Tribo
str_harad_rank_2|Guerreiro da Tribo
str_harad_rank_3|Matador de Leões
str_harad_rank_4|Encantador de Serpentes
str_harad_rank_5|Cuidador de Mumakil
str_harad_rank_6|Guarda da Cobra Negra
str_harad_rank_7|Capitão de Harondor
str_harad_rank_8|General do Grande Deserto
str_harad_rank_9|A Serpente Dourada
str_rhun_rank_0|Homem das Planícies de Rhun
str_rhun_rank_1|Servo de Rhun
str_rhun_rank_2|Guerreiro de Rhun
str_rhun_rank_3|Guerreiro Touro de Rhun
str_rhun_rank_4|Portador do Escudo de Rhun
str_rhun_rank_5|Portador da Espada de Rhun
str_rhun_rank_6|Mestre dos Cavalos de Rhun
str_rhun_rank_7|Senhor da Guerra de Rhun
str_rhun_rank_8|Chefe dos Clãs das Estepes
str_rhun_rank_9|Mão Direita de Kahmûl
str_khand_rank_0|Homem das Planícies de Khand
str_khand_rank_1|Servo de Khand
str_khand_rank_2|Guerreiro de Khand
str_khand_rank_3|Guerreiro Falcão de Khand
str_khand_rank_4|Portador do Escudo de Khand
str_khand_rank_5|Portador da Espada de Khand
str_khand_rank_6|Mestre dos Cavalos de Khand
str_khand_rank_7|Senhor da Guerra dos Variags
str_khand_rank_8|Chefe dos Clãs Variag
str_khand_rank_9|Conquistador Lendário
str_umbar_rank_0|Marujo
str_umbar_rank_1|Marujo de Porto
str_umbar_rank_2|Marinheiro
str_umbar_rank_3|Arpoador
str_umbar_rank_4|Cortador de Gaganta
str_umbar_rank_5|Saqueador
str_umbar_rank_6|Mestre de Vela
str_umbar_rank_7|Capitão de Umbar
str_umbar_rank_8|Comandante de Frota
str_umbar_rank_9|Grande Almirante dos Mares
str_moria_rank_0|Verme
str_moria_rank_1|Snaga
str_moria_rank_2|Rato de Tunel
str_moria_rank_3|Caçador das Cavernas
str_moria_rank_4|Saqueador das Minas
str_moria_rank_5|Despojador dos Salões
str_moria_rank_6|Matador de Anões
str_moria_rank_7|Senhor da Guerra Goblin
str_moria_rank_8|Goblin Chefe
str_moria_rank_9|O Terror da Profundesa
str_guldur_rank_0|Minhoca
str_guldur_rank_1|Snaga
str_guldur_rank_2|Traiçoeiro de Gorgoroth
str_guldur_rank_3|Sentinela de Cirith Ungol
str_guldur_rank_4|Escravagista de Udûn
str_guldur_rank_5|Destruidor de Durthang
str_guldur_rank_6|Vigia de Morannon
str_guldur_rank_7|Capitão de Minas Morgul
str_guldur_rank_8|Comandante de Barad-dûr
str_guldur_rank_9|Flagelo dos Homens
str_gundabad_rank_0|Bosta
str_gundabad_rank_1|Snaga
str_gundabad_rank_2|Rato de Tunel
str_gundabad_rank_3|Caçador das Cavernas
str_gundabad_rank_4|Saqueador das Colinas
str_gundabad_rank_5|Destruidor das Montanhas
str_gundabad_rank_6|Matador de Anões
str_gundabad_rank_7|Senhor da Guerra Montador de Wargs
str_gundabad_rank_8|Grande Goblin
str_gundabad_rank_9|Saqueador do Norte
str_dunland_rank_0|Filhote
str_dunland_rank_1|Cão
str_dunland_rank_2|Cão de Guerra
str_dunland_rank_3|Lobo
str_dunland_rank_4|Lobo Forte
str_dunland_rank_5|Lobo Terrível
str_dunland_rank_6|Lobo Grande
str_dunland_rank_7|Líder de Alcatéia
str_dunland_rank_8|Chefe dos Clãs
str_dunland_rank_9|Vingador de Freca
str_beorn_rank_0|Filho da Floresta
str_beorn_rank_1|Rastreador da Floresta
str_beorn_rank_2|Caçador da Floresta
str_beorn_rank_3|Guardião da Floresta
str_beorn_rank_4|Portador do Escudo da Floresta
str_beorn_rank_5|Portador do Machado da Floresta
str_beorn_rank_6|Urso da Floresta
str_beorn_rank_7|Urso Gigante da Floresta
str_beorn_rank_8|Gigante da Floresta
str_beorn_rank_9|Herói das Florestas
str_tld_introduction|Introdução ao TLD: você deve ir para Edoras.
str_tld_erebor_dungeon|O cheiro da morte paira sobre este lugar. É melhor eu tomar cuidado.
str_tld_spear_hit|Ai!
str_fullname_region_unknown|uma região sem nome, em algum lugar da Terra Média
str_fullname_region_pelennor|Campos de Pelennor, as planícies ao redor de Minas Tirith, capital do Reino de Gondor
str_fullname_region_subfac_pelargir|o Feudo de Lebennin, parte do Reino de Gondor
str_fullname_region_subfac_dol_amroth|Belfalas, a região costeira no Sul de Gondor
str_fullname_region_subfac_ethring|Vale Ringló, um vale do Reino de Gondor
str_fullname_region_subfac_lossarnach|o Feudo de Lossarnach, também conhecido como Vale das Flores, parte do Reino de Gondor
str_fullname_region_subfac_pinnath_gelin|as Colinas Verdes de Pinnath Gelin, uma região no Reino de Gondor
str_fullname_region_subfac_blackroot|o Feudo de Lamedon, parte do Reino de Gondor
str_fullname_region_n_ithilien|Ithilien do Norte, província mais oriental do Reino de Gondor
str_fullname_region_c_ithilien|Emyn Arnen, uma cadeia de colinas nas regiões centrais de Ithilien, do outro lado do Grande Rio de Minas Tirith
str_fullname_region_s_ithilien|Ithilien do Sul, província mais oriental do Reino de Gondor
str_fullname_region_druadan_forest|Floresta Drúadan, a Floresta Gondor dos Drúedain
str_fullname_region_firien_wood|Bosque de Firien, o Bosque Sussurrante, uma floresta de carvalhos de Gondor
str_fullname_region_anorien|Anórien, a terra do sol, um vale entre as montanhas brancas e o rio Anduin
str_fullname_region_rohan0|o Folde, o coração de Rohan
str_fullname_region_rohan1|o Emnet Leste, uma parte de Rohan, a Marca dos Cavaleiros
str_fullname_region_rohan2|o Emnet Oeste, uma parte de Rohan, a Marca dos Cavaleiros
str_fullname_region_rohan3|o Folde Leste, uma parte de Rohan, a Marca dos Cavaleiros
str_fullname_region_rohan4|o Folde Oeste, uma parte de Rohan, a Marca dos Cavaleiros
str_fullname_region_rohan5|Abismo de Helm, um vale das Montanhas Brancas, em Rohan
str_fullname_region_the_wold|o Wold, a região à nordeste da Marca dos Cavaleiros de Rohan
str_fullname_region_gap_of_rohan|o Desfiladeiro de Rohan, a fronteira mais ocidental de Rohan, uma área disputada entre os Rohirrim e os Terra Pardenses.
str_fullname_region_entwash|as Fozes do Entágua, onde o rio de Rohan Entágua encontra o Anduin
str_fullname_region_wetwang|Nindalf, os pântanos de Wetwang
str_fullname_region_dead_marshes|o Pântano dos Mortos, o antigo campo de batalha da grande Batalha de Dagor Dagorlad, agora um lugar amaldiçoado
str_fullname_region_isengard|Nan Curunir, o vale de Isengard
str_fullname_region_fangorn|a floresta Fangorn, onde dizem que as árvores falam.
str_fullname_region_brown_lands|as Terras Pardas, cobrindo a extensão entre Emyn Muil e a Floresta das Trevas
str_fullname_region_dagorlad|o Dagorlad, a grande extensão sem árvores da Planície de Batalha, diante dos portões de Mordor
str_fullname_region_n_undeep|o Submerso Norte, o maior dos dois meandros do Anduin
str_fullname_region_s_undeep|o Submerso Sul, a menor das duas grandes curvas do Anduin
str_fullname_region_emyn_muil|leste de Emyn Muil, as colinas rochosas além de Amon Lhaw
str_fullname_region_misty_mountains|o sopé ao norte das Montanhas Sombrias
str_fullname_region_lorien|Lothlórien, a floresta dos elfos Sindar, onde crescem os Mallorns dourados
str_fullname_region_anduin_banks|o meio do Vale do Anduin, entre Carrock e Lorien
str_fullname_region_n_mirkwood|as densas florestas do norte da Floresta das Trevas, lar dos Elfos da Floresta
str_fullname_region_s_mirkwood|a densa floresta do sul da Floresta das Trevas, que dizem estar infestada por criaturas estranhas
str_fullname_region_c_mirkwood|a densa floresta do centro da Floresta Negra, habitada por Lenhadores
str_fullname_region_grey_mountains|o sopé das Montanhas Cinzentas
str_fullname_region_mordor|Mordor, o Reino sombrio de Sauron
str_fullname_region_dimrill|Vale Dimrill, aos pés das Montanhas de Moria
str_fullname_region_s_rebor|o reino de Valle, aos pés da Montanha Solitária
str_shortname_region_unknown|uma região sem nome
str_shortname_region_pelennor|Campos de Pelennor
str_shortname_region_subfac_pelargir|o Feudo de Lebennin
str_shortname_region_subfac_dol_amroth|Belfalas
str_shortname_region_subfac_ethring|Vale Ringló
str_shortname_region_subfac_lossarnach|o Feudo de Lossarnach
str_shortname_region_subfac_pinnath_gelin|a região de Pinnath Gelin
str_shortname_region_subfac_blackroot|o Feudo de Lamedon
str_shortname_region_n_ithilien|Ithilien Norte
str_shortname_region_c_ithilien|Emyn Arnen
str_shortname_region_s_ithilien|Ithilien Sul
str_shortname_region_druadan_forest|Floresta de Drúadan
str_shortname_region_firien_wood|Bosque de Firien
str_shortname_region_anorien|Anórien
str_shortname_region_rohan0|o Folde
str_shortname_region_rohan1|Emnet Leste
str_shortname_region_rohan2|Emnet Oeste
str_shortname_region_rohan3|Folde Leste
str_shortname_region_rohan4|Folde Oeste
str_shortname_region_rohan5|Abismo de Helm
str_shortname_region_the_wold|a Planície Inculta
str_shortname_region_gap_of_rohan|a Fenda de Rohan
str_shortname_region_entwash|as Fozes do Entágua
str_shortname_region_wetwang|Nindalf
str_shortname_region_dead_marshes|o Pântano dos Mortos
str_shortname_region_isengard|Nan Curunir
str_shortname_region_fangorn|Fangorn
str_shortname_region_brown_lands|as Terras Marrons
str_shortname_region_dagorlad|Dagorlad
str_shortname_region_n_undeep|o Submerso Norte
str_shortname_region_s_undeep|o Submerso Sul
str_shortname_region_emyn_muil|Emyn Muil
str_shortname_region_misty_mountains|o sopé norte das Montanhas Sombrias
str_shortname_region_lorien_|Lorien
str_shortname_region_anduin_banks_|o vale médio do Anduin
str_shortname_region_n_mirkwood_|Norte da Floresta das Trevas
str_shortname_region_s_mirkwood_|Sul da Floresta das Trevas
str_shortname_region_c_mirkwood|Meio da Floresta das Trevas
str_shortname_region_grey_mountains|o sopé das Montanhas Cinzentas
str_shortname_region_mordor|a Terra de Mordor
str_shortname_region_dimrill|Vale Dimrill
str_shortname_region_s_erebor|o reino de Valle
str_trait_title_elf_friend|Amigo dos Elfos
str_trait_desc_elf_friend|Você se tornou muito estimado pelos Elfos, que agora o consideram um aliado confiável. O custo para recrutar elfos foi reduzido.
str_trait_title_gondor_friend|Benção do Regente
str_trait_desc_gondor_friend|Você se tornou muito estimado pelo Regente Denethor e, como resultado, seu status aumentou entre os homens de Gondor. O custo de recrutamento de gondorianos foi reduzido.
str_trait_title_rohan_friend|Homem do Rei
str_trait_desc_rohan_friend|Você se tornou muito estimado pelo Rei Théoden de Rohan e, como resultado, seu status aumentou entre os homens de Rohan. O custo para recrutar homens Rohirrim foi reduzido.
str_trait_title_brigand_friend|Campeão Bárbaro
str_trait_desc_brigand_friend|Você se tornou muito estimado pelas tribos bárbaras que servem Sauron devido às suas impressionantes exibições na arena. Agora você pode recrutar bárbaros a custo reduzido.
str_trait_title_blessed|Abençoado
str_trait_desc_blessed|Você sente que foi abençoado por poderes vindos de além-mar, e talvez de ainda mais longe. Você não sabe por que isso aconteceu ou o que pode significar, mas tem certeza de que é assim.
str_trait_title_reverent|Reverente
str_trait_desc_reverent|Você adquiriu uma reputação de reverência e sabedoria. Homens e elfos são mais propensos a ouvir seus conselhos.
str_trait_title_merciful|Misericordioso
str_trait_desc_merciful|Você adquiriu a reputação de tratar com misericórdia os homens malignos que servem ao Inimigo. Muitos dos homens endurecidos que o servem ficam incomodados com seu comportamento e sofrem uma penalidade de moral. Entre os sábios, no entanto, sua misericórdia é vista como evidência de caráter elevado, e você recebe um bônus de influência.
str_trait_title_bravery|Bravura
str_trait_desc_bravery|Você adquiriu a reputação de bravura diante de grandes perigos. Sua coragem é comentada tanto nas tavernas tranquilas quanto nos salões dos sábios. Seus feitos inspiram seus homens, e eles recebem um bônus de moral semanal.
str_trait_title_oathkeeper|Guardião do Juramento
; str_trait_desc_oathkeeper|You have sworn grim oaths and lived to see them fulfilled. Subsequently you have aquired a reputation as a man of his word. Whenever you receive influence, there is a small chance for an influence bonus.
str_trait_title_oathbreaker|Quebrador de Juramento
; str_trait_desc_oathbreaker|You have sworn grim oaths and failed to see them through to their conclusion. Subsequently you have aquired a reputation as a man whose passion outstrips his prowess. Whenever you receive influence, there is a small chance for an influence malus.
str_trait_title_orc_pit_champion|Campeão do Poço dos Orcs
str_trait_desc_orc_pit_champion|Você se tornou conhecido como um guerreiro brutal, capaz de sobreviver às mais cruéis lutas entre orcs. Tal força é respeitada e temida por seus seguidores de coração negro, que agora recebem um bônus de moral semanal.
str_trait_title_despoiler|Destruidor
str_trait_desc_despoiler|Você adquiriu a reputação de deixar para trás destruição desenfreada por onde passa. Tal comportamento é valorizado pelos poderes sombrios aos quais serve, e você recebe um bônus de influência semanal.
str_trait_title_accursed|Amaldiçoado
str_trait_desc_accursed|Você sente que atraiu a ira de poderes além-mar. Seus seguidores também sentem essa desgraça e temem estar perto de você. Eles recebem uma penalidade de moral semanal.
str_trait_title_stealthy|Furtivo
str_trait_desc_stealthy|Você desenvolveu uma habilidade extraordinária na arte da infiltração furtiva. Você recebe um bônus na sua classificação de furtividade ao realizar tais missões.
str_trait_title_berserker|Berserker
str_trait_desc_berserker|Após muitas batalhas em que você evitou o uso de armaduras, sua vontade feroz tornou-se como ferro. Enquanto luta com armaduras leves, cada inimigo abatido o enche de um vigor implacável.
str_trait_title_infantry_captain|Capitão de infantaria
str_trait_desc_infantry_captain|Você desenvolveu uma habilidade extraordinária no comando de tropas de infantaria. Graças ao treinamento rigoroso e especializado, essas tropas receberão um pequeno aumento de vida, uma vez por batalha.
str_trait_title_archer_captain|Capitão dos Arqueiros
str_trait_desc_archer_captain|Você desenvolveu uma habilidade extraordinária no comando de tropas de mísseis. Graças ao treinamento rigoroso e especializado, essas tropas receberão um pequeno aumento de vida, uma vez por batalha.
str_trait_title_cavalry_captain|Capitão da Cavalaria
str_trait_desc_cavalry_captain|Você desenvolveu uma habilidade extraordinária no comando de tropas montadas. Graças ao treinamento rigoroso e especializado, essas tropas receberão um pequeno aumento de vida, uma vez por batalha.
str_trait_title_command_voice|Comando de Voz
str_trait_desc_command_voice|Sua experiência em comandar homens em campo lhe conferiu um ar de autoridade. O custo de influência para dar ordens a exércitos em campo foi reduzido.
str_trait_title_foe_hammer|Martelo Inimigo
str_trait_desc_foe_hammer|Após derrotar muitos dos grandes capitães inimigos, você descobriu que conquistou a reputação de um guerreiro temível. As tropas sob seu comando agora recebem um bônus de moral semanal. Suas experiências também aprimoraram suas habilidades em batalha.
str_trait_title_battle_scarred|Cicatrizes da Batalha
str_trait_desc_battle_scarred|Você sofreu ferimentos horríveis durante suas inúmeras campanhas, mas ainda vive para contar a história. Sua carne marcada e cheia de cicatrizes agora conspira com a experiência para aumentar sua resistência a ferimentos. Enquanto outros podem achar sua aparência um tanto chocante, seus seguidores a consideram uma confirmação de sua experiência em batalha. Eles recebem um bônus de moral semanal.
str_trait_title_fell_beast|Fera Corrompida
str_trait_desc_fell_beast|Sua pele está marcada pelas cicatrizes de incontáveis batalhas, e sua vontade maligna é igualmente dura e inflexível. Mesmo pelos padrões dos orcs, uruks e trolls, você é considerado uma fera cruel e perigosa. Aqueles que o servem gritam seu nome de alegria quando você entra em campo. Você é um avatar da própria guerra e há pouco que você tema.
