
str_yes|Tak.
str_trait_desc_blessed|Poczuł{e/a}ś, że został{e/a}ś pobłogosławion{y/a} przez siły zza morza, a może i odleglejsze. Nie wiesz dlaczego to się stało ani co właściwe oznacza.
str_trait_title_reverent|Mędrzec{/Pełna Szacunku}
str_trait_desc_reverent|Zyskał{e/a}ś szacunek i reputację mędrca. Ludzie oraz Elfy są bardziej skłonni słuchać twoich rad.
str_trait_title_merciful|Miłosiern{y/a}
str_trait_desc_merciful|Rozsławiła cię reputacja miłosier{nego/nej} wobec ludzi służących Wrogowi. Wielu weteranom to się nie podoba, na czym cierpi morale. Jednak wśród mądrych twe miłosierdzie jest dowodem twardego charakteru i dzięki czemu otrzymujesz premię do wpływów.
str_trait_title_bravery|Waleczn{y/a}
str_trait_desc_bravery|Zyskujesz reputację nieulęknione{go/j} w obliczu wielkiego niebezpieczeństwa. O twej odwadze rozprawia się w karczmach jak i salach mędrców. Twe czyny inspirują ludzi i co za tym idzie otrzymujesz cotygodniową premię do morale.
str_trait_title_oathkeeper|Dotrzymując{y/a} Przysięgi
str_trait_desc_oathkeeper|Przysiągł{e/a}ś i w pełni wypełnił{e/a}ś przysięgę. Zyskujesz reputację człowieka słownego. Otrzymujesz premię do wpływów.
str_trait_title_oathbreaker|Krzywoprzysięzca
str_trait_desc_oathbreaker|Przysiągł{e/a}ś i złamał{e/a}ś przysięgę. Zyskujesz reputację człowieka kłamliwego, na którym nie można polegać. Otrzymujesz karę do cotygodniowych wpływów.
str_trait_title_orc_pit_champion|Orkowy Mistrz Jamy
str_trait_desc_orc_pit_champion|Zyskał{e/a}ś sławę brutalne{go/j} wojowni{ka/czki}, któr{y/a} przetrwał{/a} najokrutniejsze z orkowych sprawdzianów. Twa siła budzi zarówno respekt jak i strach wśród twych zwolenników  i  co za tym idzie otrzymujesz cotygodniową premię do morale.
str_trait_title_despoiler|Grabieżca
str_trait_desc_despoiler|Gdzie tylko się pojawisz zostawiasz śmierć i zniszczenie. Takie zachowanie jest wysoko cenione przez ciemne moce, którym służysz i co za tym idzie otrzymujesz premię do cotygodniowych wpływów.
str_trait_title_accursed|Przeklęt{y/a}
str_trait_desc_accursed|Czujesz, że ściągn{ołeś/ełaś} na sibie gniew zza morza. Twoi zwolennicy również to czują i strach otacza cię wokół. Otrzymujesz karę do cotygodniowych wpływów.
str_trait_title_stealthy|Cień
str_trait_desc_stealthy|Opanowujesz sztukę infiltracji. Otrzymujesz premię do ukrycia w misjach wymagających tego typu talentów.
str_trait_title_berserker|Berserker
str_trait_desc_berserker|Po wielu walkach, w których uniknęłaś użycia zbroi, twoja okrutna wola stała się jak żelazo. Podczas walki z lekkim pancerzem, każdy zabity wróg napełnia nas ponurą wigorą.
str_trait_title_infantry_captain|Kapitan{/a} Piechoty
str_trait_desc_infantry_captain|Zyskał{e/a}ś niespotykane umiejętności w dowodzeniu piechotą. Dzięki ciężkiemu szkoleniu oddziały tego typu otrzymają, jednokrotnie w czasie bitwy, premię do zdrowia.
str_trait_title_archer_captain|Kapitan{/a} Łuczników
str_trait_desc_archer_captain|Zyskał{e/a}ś niespotykane umiejętności w dowodzeniu jednostkami strzelczymi. Dzięki ciężkiemu szkoleniu oddziały tego typu otrzymają, jednokrotnie w czasie bitwy, premię do zdrowia.
str_trait_title_cavalry_captain|Kapitan{/a} Kawalerii
str_trait_desc_cavalry_captain|Zyskał{e/a}ś niespotykane umiejętności w dowodzeniu jednostkami konnymi. Dzięki ciężkiemu szkoleniu oddziały tego typu otrzymają, jednokrotnie w czasie bitwy, premię do zdrowia.
str_trait_title_command_voice|Głos Dowódcy
str_trait_desc_command_voice|Twe doświadczenie w dowodzeniu na polu bitwy pozwoliło ci zyskać spory autorytet. Wysokość wpływów koniecznych do wydania rozkazów został zmniejszony.
str_trait_title_foe_hammer|Młot na Wroga
str_trait_desc_foe_hammer|Zabijając wielu wielkich kapitanów wroga zyskujesz sławę przerażające{go/j} wojowni{ka/czki}. Żołnierze pod twoim dowództwem otrzymują cotygodniową premię do morale. Doświadczenie pozwala również doskonalić twe umiejętności bitewne.
str_trait_title_battle_scarred|Naznaczon{y/a}
str_trait_desc_battle_scarred|Cierpisz od straszliwych ran, otrzymanych w trakcie wielu kampanii i mimo wszystko pozostając przy życiu. Twe blizny i ciężkie doświadczenia zwiększają odporność na kolejne rany. Podczas gdy inni twój wygląd uznają za szokujący, twoi zwolennicy utwierdzają się w bitewnym doświadczeniu. Otrzymują cotygodniową premię do morale.
str_trait_title_fell_beast|Dzika Bestia
str_trait_desc_fell_beast|Twa skóra poznaczona jest wieloma bliznami z niezliczonych bitew, a zło trawi cię od środka. Nawet na standardy orków, uruków oraz troli jesteś ocenian{y/a} jako dzika i niebezpieczna bestia. Którzy ci służą płaczą z zachwytu gdy stajesz w polu. Jesteś nieustraszonym wcieleniem wojny.
str_trait_title_butcher|Rzeźnik
str_trait_desc_butcher|Doświadczenie rozwinęło twoją umiejętność wydobywania większej ilości mięsa z ciała twoich wrogów. Za każdym razem, gdy zabijesz jednego z więźniów za mięso, zyskujesz dodatkowy kilogram mięsa. Po każdej bitwie dostajesz również więcej ludzkiego mięsa.
str_trait_title_well_travelled|Udana - Podróż
str_trait_desc_well_travelled|Na kamiennych, wybrukowanych drogach i mętnych ścieżkach dla zwierząt, nad najwyższymi górami i w najgłębszych dolinach, odkryłeś ukryte miejsca i zobaczyłeś dawno zapomniane cuda. Z twoich doświadczeń nauczysz się dostrzegać wrogów, zanim cię zobaczą, i najłatwiejszą trasę dla twoich oddziałów.
str_wound_head|mocne uderzenie w głowę
str_wound_chest|popękane niektóre żebra
str_wound_arm|mocno okaleczona ręka
str_wound_leg|mocno okaleczona noga
str_gondor_gift0|Świeże owoce oraz wino.
str_gondor_gift1|Wspaniale barwione płótno
str_gondor_gift2|Starożytne Księgi i Drzewa Genealogiczne 
str_gondor_gift3|Przyprawy i Kadzidło
str_gondor_gift4|Turzy Róg Wojenny
str_dwarf_gift0|Mocne Piwo i Kamienna Sól\n
str_dwarf_gift1|Utwardzone Łopaty i Topory
str_dwarf_gift2|Harfy i Flety
str_dwarf_gift3|Szaty Haftowane Złotą Nicią i Klejnotami
str_dwarf_gift4|Wspaniała biżuteria
str_rohan_gift0|Miód i Wino jabłkowe 
str_rohan_gift1|Haftowane Tuniki i Ćwiekowane Srebrem Pasy
str_rohan_gift2|Złote Torkwesty i Wyryte Rogi Do Picia
str_rohan_gift3|Dobra Końska Zbroja
str_rohan_gift4|Rohańskie konie
str_mordor_gift0|Słabe Piwo Torfowe
str_mordor_gift1|Olej Snagi
str_mordor_gift2|Larwa Mordorskej Muchy
str_mordor_gift3|Orodruiniski Obsydian
str_mordor_gift4|Zniewoleni Farmerzy
str_isengard_gift0|Wysuszone ludzkie mięso 
str_isengard_gift1|Czarne żelazne łańcuchy 
str_isengard_gift2|Narzędzia tortur 
str_isengard_gift3|Huta Szkła Alchemika
str_isengard_gift4|Ulubione pierścienie Sarumana
str_lorien_gift0|Nasiona, orzechy oraz jagody
str_lorien_gift1|Zimne Latarnie i Mocny Sznur
str_lorien_gift2|Lembas
str_lorien_gift3|Srebrny pas i broszka
str_lorien_gift4|Elficki płaszcz
str_imladris_gift0|Biały chleb oraz masło ziołowe
str_imladris_gift1|Kryształowa ceramika
str_imladris_gift2|Miruvor
str_imladris_gift3|Haftowane chorągwie i Inkrustowany Srebrem  Róg
str_imladris_gift4|Zioła lecznicze i maści
str_woodelf_gift0|Miękkie zwierzęce skóry 
str_woodelf_gift1|Groty Strzał i Lotki
str_woodelf_gift2|Włócznie myśliwskie 
str_woodelf_gift3|Wyszkolone Ptaki Myśliwskie 
str_woodelf_gift4|Kufle z czerwonego złota
str_dale_gift0|Kamienie Pół-Szlachetne i Szklane Koraliki
str_dale_gift1|Kodeksy Heroicznych Sag
str_dale_gift2|Wino z Dorwinion
str_dale_gift3|Luksusowe Futra
str_dale_gift4|Skomplikowane Zabawki i Instrumenty.
str_harad_gift0|Figi i Granaty
str_harad_gift1|Wojownicze Naszyniki
str_harad_gift2|Wyrzeźbiona Kość Słoniowa
str_harad_gift3|Wino Świętego Węża
str_harad_gift4|Statuetki Złotego Węża
str_rhun_gift0|Bukłak
str_rhun_gift1|Atrament do Tatuażu
str_rhun_gift2|Nakrycie Głowy z Rogami i Porożem
str_rhun_gift3|Bat z Końskiego Włosia
str_rhun_gift4|Mięso Końskie i Mleko
str_khand_gift0|Kolorowe Przyprawy
str_khand_gift1|Zwoje Jedwabiu
str_khand_gift2|Polujące Sokoły
str_khand_gift3|Sztabki Stali Wodnej
str_khand_gift4|Maski Świętego Wojownika
str_umbar_gift0|Ostrygi i Sól Morska
str_umbar_gift1|Grzebienie z Kości Wielorybiej i Haczyki na Ryby
str_umbar_gift2|Niewolnik od uciech cielesnych 
str_umbar_gift3|Żeglarskie Mapy Południowych Mórz
str_umbar_gift4|Tajemnicze Numenorskie Schematy
str_moria_gift0|Zgniłe Krasnoludzkie piwo
str_moria_gift1|Węgiel
str_moria_gift2|Świecące Głębinowe Robaki
str_moria_gift3|Perły Czarnej Jaskini
str_moria_gift4|Krasnoludzkie Metalowe Skrawki
str_guldur_gift0|Czarny Trunek
str_guldur_gift1|Trujące Winorośle Tortur
str_guldur_gift2|Niewolnicza Klatka na kołach
str_guldur_gift3|Jajka Gigantycznego Pająka
str_guldur_gift4|Tomy Czarnoksięstwa
str_gundabad_gift0|Kolczaste Kościane Kolczyki
str_gundabad_gift1|Ochronne Barwy Wojenne
str_gundabad_gift2|Zagotowany Krasnoludzki Smalec
str_gundabad_gift3|Posążek zmumifikowanych zwłok
str_gundabad_gift4|Czarni Wargowie
str_dunland_gift0|Śmierdzący Kozi Ser
str_dunland_gift1|Krzemienny nóż ofiarny
str_dunland_gift2|Opaski z Brązu
str_dunland_gift3|Kozy
str_dunland_gift4|Wilcze Czaszki i Pazury
str_beorn_gift0|Miodowe Ciasta i Miód Pitny
str_beorn_gift1|Pszczeli Wosk i Tkaniny Konopne
str_beorn_gift2|Ule
str_beorn_gift3|Bursztynowe Naszyjniki
str_beorn_gift4|Dobrze Wyszkolone Kucyki
str_cmenu_follow|Podążaj 
str_reset_to_default|Przywrócenie wartości domyślnej
str_done|Dobrze
str_gondor1|Gondor1
str_gondor2|Gondor2
str_gondor3|Gondor3
str_gondor4|Gondor4
str_gondor5|Gondor5
str_gondor6|Gondor6
str_gondor7|Gondor7
str_gondor8|Gondor8
str_gondor_end|Gondor1
str_gondor_intro|Gorzką myślą jest, że bohater tego wielkiego królestwa powinien umrzeć w zasięgu wzroku swojej ziemi, bez pomocy i bezradni. ^Nawiadomość o śmierci Boromir przechodziła jak szybki wiatr przez cały Gondor, nawet na równiny Pinnath Gelin i wzgórza Lamedon, nawet do brzegów Pelargiru i wybrzeży Dol Amroth. Serce wszystkich waszych ludzi jest pełne żalu i litości; a ponadto, ze strachu i przedsmaku, Gondor jest ciężko tłoczony i bolesny, otoczony przez nieprzejednanych wrogów lub niepewnych przyjaciół. ^^Cień wznosi się na Wschodzie, od dawna; ułomne Korsyry Umbaru stają się coraz śmielsze; dziki człowiek ze Wschodu i Południa może dłużej naciskać na Gondorię. ^N ich roszczenia wobec Gondoru. Zaufajcie swoim kapitanom; miecz i włócznia, które oni wręczą w waszej ręce. Gondor wygasa, ale Gondor wciąż stoi; a nawet koniec jego siły jest nadal bardzo silny. Zdecydowałeś się odegrać jaką rolę w tej zbliżającej się wojnie z sługami bezimiennych. Wiele mówi się w radach wielkich i mądrych, do których nie jesteście prywatni, ale jest jedna rzecz, o której możecie być pewni. ^^Jeśli dzielne serca Gondora zawiodą, a Minas Tirith zginie, to ostatnie światło Zachodu zgaśnie. Wszystko spadnie pod Cień.
str_dwarf_intro|Królestwo pod Górą dobrze się spisało, nie ma co do tego żadnych wątpliwości. Stary król Dáin właśnie minął dwustu pięćdziesięciu lat i w każdym razie jest bajecznie bogaty. Pod jego rządami Erebor rozkwita i zna wielkość. Drogi wodne, fontanny i baseny sąsiedniego Dale świadczą o tym, jak Twoi budowniczowie przekroczyli umiejętności nawet Twoich przodków, chociaż ich tajemnice metaloplastyki niestety zostały utracone. ^^Yet ciemność od Mordora weszła do tych sal, kiedy to zły wysłannik Saurona, z jego oddechem jak swępych węży, przyszedł nosząc złe słowa. Od tego czasu serce waszych wodzów było ciężkie, ponieważ władza, która ponownie weszła w życie w Mordorze, nie zmieniła się. Cień narasta i zbliża się - wróg już się porusza, a wojna wkrótce się rozpocznie. ^^Miałeś zaprzysiężone wziąć ramiona i stanąć z przyjaciółmi przeciwko wrogom. Będziecie się opierać, z nadzieją lub bez niej. ^^But jeśli odwaga Krasnoludków Erebu okaże się niewystarczająca, wtedy chwała ludu Duryńskiego zaniknie i zostanie zapomniana. Wszystko spadnie pod Cień.
str_rohan_intro|W dzisiejszych czasach wątpliwości wiesz, że jedna rzecz jest prawdziwa: otwarta wojna kłamie przed dumnym ludem Rohan. Nikt nie może żyć teraz tak, jak żył, a niewielu zachowa to, co nazywają własnym. Niektórzy blisko ucha królewskiego mówią niewyraźne rady, ale zdecydowaliście się pójść do niego, złożyć ponurą przysięgę służby i stanąć z takimi kapitanami i palcami, którzy będą chronić stada i stado. ^Saruman z Isengard ogłosił panowanie nad ziemiami Rohan, a gorzka jest walka z Łukami, Wolnym Orłem i złymi ludźmi. Władca Czarnego Kraju na wschodzie wysyła imprezy rajdowe, aby ukraść twoje konie, wybierając zawsze te czarne. Serce twoje źle cię zwodzi, bo wydaje ci się, że wrogowie oblegają twoich ludzi zarówno na wschodzie, jak i na zachodzie. ^^But nadal będziesz walczyć, bo jeśli coś jest powiedziane o Rohirrimie, to jest to twoja niezawodna męka w ramionach, choć wróg powinien cię uśpić, albo ogień cię otacza. Stroiki Rohan będzie postępować jak wiatr rano. A jeśli śmierć przyjdzie dla ciebie, to kopiec zostanie podniesiony, ale na razie wojna woła cię. Niech się zdusi konia, zabrzmi róg!^Yet, jeśli nawet odwaga synów i córek Eorl nie powiedzie się, to ostatnia nadzieja Rohana zniknie i umrze. Róg nie będzie już dmuchał. Wszystko spadnie pod Cień.
str_mordor_intro|Ciemna moc znów rośnie na Wschodzie. Liczby legionów Ciemnego Pana puchną - Wielkanocni ludzie przychodzą służyć i oddawać hołd, wydrążonym renegatom ze starożytnego Numenoru, pragnąc odzyskać to, co ich przodkowie stracili, wielcy mnóstwo orków i uruków niewolników myśli o wojnie i zabijaniu. Zagrody pełne są okrutnych, przerażających wypaczeń. A wysoko ponad tym, w czarnym niebie, lataj skrzydlatym Nazgûl. . . jabłkiem Wielkiego Oka, z mocą głęboko poza zasięgiem twoich błotnistych marzeń. ^^Y postanowiłeś podnieść się w szeregach w jakikolwiek sposób i zdobyć przychylność Lugbúrza. Przez dowcip, twardość i bezwzględną umiejętność walki zmiażdżysz wszystkich, którzy stanęli na twojej drodze. Zasłużysz sobie na łaskę Mrocznego Pana Mordora, Tego, który ma rządzić wszystkim po tej wojnie. . . albo umrzesz próbując. ^^Światło Zachodu zostanie zgasione. Nadszedł czas Mordora!
str_isengard_intro|Nowa moc rośnie, a Ty jesteś jej częścią. Marszujesz i walczysz pod sztandarem Białej Ręki, a twoja wierność jest zaprzysiężona w przebiegłego starego Sarumana Wielkiego, mądrego i sprytnego, który daje ci smaczne ciało człowieka i konia do jedzenia. ^Pod jego sztandarowym marszem po walczącym Uruk-hai. Są to zabójcy wielkich wojowników, zwycięzcy bitew. Ich pancerz jest gruby, a tarcze szerokie. Zrobićmiesz imię dla siebie wśród swoich bliźnich, i wyciąć wiele białychins. Nie zatrzymasz się, przez słońce lub księżyc, przez piękną pogodę lub burzę, dopóki twoi wrogowie nie będą leżeć martwy i złamany. ^^ Umiejętność Sarumana jest świetna. Dzięki niemu rzucicie moc ludzi konia i ich słabych sprzymierzeńców; tak, nawet miąższ szlachetny będzie waszą ucztą. Ich wioski i lasy będą płonąć, a także ich miasta. A potem. . . kto ma powiedzieć, czy magowie i małpy czarodziejskie Lugbúrza nie odrodzą się do potężnych prawosławnych? Silne dowodzenie. Słaby będzie służył. ^Ek mężczyzny dobiega końca. Nadszedł czas Isengarda!
str_lorien_intro|Zwyczajem waszego ludu, Galadhrim z Laurelindórenan, jest zamieszkiwanie na wierzchołkach drzew. Wielkie drzewa potężnych liści niedźwiedzia złotego i kwiatów żółtych, a przy wodach Nimrodel można znaleźć spokojny sen i zapomnienie żałoby, ale w tych ciemniejących dniach nikt nie może długo zapomnieć Cienia, który unosi się blisko, naciskając od wschodu, z ciemnej krainy Mordoru i bliżej jeszcze. ^^Przez wiele długich lat, twój krewny z Lothlorunem miał wiele. Rzeczywiście w nic nie jest moc Mrocznego Pana bardziej wyraźnie pokazane niż w wyobcowaniu, które dzieli tych, którzy nadal sprzeciwiają się mu. Jesteś jednak jednym z tych, którzy dostrzegają, że życie na wyspie, pośród wielu niebezpieczeństw, przyniesie tylko rozpacz. Niektórzy z was śpiewają, że Cień powróci, a pokój przyjdzie, i chociaż świat nigdy nie może być taki, jak był stary, to jednak weźmiesz miecz i pokłony i odegrasz swoją rolę w nadchodzącej wojnie, aby bronić nie tylko Marzeń, które kochasz, ale być może ziem poza nimi, które w przeciwnym razie popadną w zło. ^órFor więcej, jeśli stare przyjaźnie nie zostaną odnowione, a myśli się tylko o tym, aby walczyć. Wszystko spadnie pod Cień.
str_imladris_intro|^Alas, za te ostatnie dni smutnej pamięci! W Imladris, rodzinnym domu Elronda Halfelvena, można przypomnieć sobie nieco chwały i splendoru Eregionu w Starszych Dni. Ale świat nigdy więcej nie będzie taki, jak dawniej. . . Pola Eriadora, choć piękne do oglądania, nie są już kultywowane rękami Mężczyzn. Dúnedain, którego liczba znacznie się zmniejszyła po rozbiciu Arnoru, zachowują samotne czuwania na opustoszałej puszczy Północy. Dni Gil-Galada minęły bezpowrotnie, ponieważ pierworodny spadek spadł i udał się na zachód, podczas gdy krew starożytnego Númenora spada, a rasa zepsuła się na Zachód. ^^Thociaż Rivendell pozostaje miejscem świątyń, dni ciemności we wszystkich krajach wokół. ^^A ostatnie wezwanie do marszu wyszło na jaw, a wielki gospodarz od Imladrisa - być może cały świat. Jesteś częścią tego gospodarza i chociaż będziesz wykonywać swój obowiązek zgodnie z instrukcjami przez mądrych i wielkich, twoje serce nie jest bez obaw. Ani w Imladrisie, ani w Szarych Szeregach, ani nawet w Lórnie Złoty Drewno nie ma siły, by wytrzymać pełną moc wrogiego, gdyby przyszło napaść, gdy wszystko inne zostanie obalone. Jeśli stare przyjaźnie mogą zostać odnowione, a wszyscy, którzy sprzeciwiają się złu, dołączają do siły przeciwko wrogowi powszechnemu, można jeszcze trochę czasu wygrać, tak aby można było jeszcze szukać ostatecznego końca groźby Mordora. ^^But jeśli stare sojusze nie powiodą się, a starzy przyjaciele zrujnują się, to nic nie pozostanie, ale dni przedłużającej się ciemności, zanim nadejdzie prawdziwa Noc. Wszystko spadnie pod Cień.
