qstr_Received_{reg0}_dama|{reg0} 피해 입음.
qstr_As_you_command_maste|당신의 명령대로, 주인님, 헤헤, 저녁 메뉴에 고기가 돌아왔다, 얘들아!
qstr_Your_Orcs_&_Uruks_at|당신의 오르크르와 우루크들이 {reg1} 명의 인간을 먹어치웠다!
qstr_Yes_master!_As_you_c|네 주인님! 당신의 명령대로, 주인님!
qstr_Harr_harr_harr!_You_|Harr harr harr! 넌 나를 위협하지 못해! 다음에는 널 먹어치워주마!
qstr_One_{s6}_left_the_pa|하나의 {s6}이 부대를 떠났습니다.
qstr_I_understand._I_will|알아들었네. 자네와 함께 있지. 당분간은.
qstr_I_have_played_my_rol|나는 필멸자로서 대부분의 생애, 오랜 세월 동안 내 역할을 수행해왔다. 나는 서부로 떠날 것이고 몇몇은 나를 따르기로 결정할지도 모른다.
qstr_{reg1}_Veteran_Elves|{reg1} 명의 고참 요정들이 당신 부대를 떠나기로 결정했습니다.
qstr_What_an_amazing_feat|얼마나 놀라운 무예인가!
qstr_Well_done!|아주 좋아!
qstr_Nice_legwork.|발 움직임이 좋다.
qstr_Heh.|허.
qstr_Good_moves_but_you_m|움직임이 좋군, 하지만 조금 더 연습 할 필요가 있겠어.
qstr_More_than_half_of_th|상대 절반 이상이라, 나쁘지 않군.
qstr_You_ll_need_to_try_h|방금 그것보단 노력해야할거요.
qstr_Well..._better_here_|음... 실제 싸움에선 잘하겠지, 응?
qstr_We_ve_been_sent_by_{|{s3}에서 우리를 보냈다. 우리는 당신과 합류해 힘이 되고 싶다.
qstr_{s3}_has_sent_us_to_|{s4}의 함대를 공격하기 위해 {s3}이 우릴 보냈다.
qstr_Excellent_{playernam|훌륭해, {playername}! 내가 요청한 것보다 더한 것들을 그들에게 주었다고 들었다. 아주 대단한 일이다.^^여기, 여기 우리 예상을 뛰어넘은 것에 대한 추가 보상이다. ^^ 우리는 이 전쟁에서 가능한 한 빨리 승리해야한다.
qstr_Excellent_{playername|훌륭해, {playername}. 그것은 틀림 없이 그들에게 도움이 될 것이다. 우리는 가능한 한 빨리 이 전쟁에서 승리해야만해.
qstr_Reinforcing_{s1}_has|{s1}을 지원함으로써 {s2}를 강화했다. ({s2}가 {reg50} 만큼의 세력 군사력을 얻는다)
qstr_The_watchmen_in_the_|도시의 경비대가 이르기를 습격이 눈에 띄게 줄었다고 하더군. 자네의 일을 훌륭히 수행했네. 고맙네, {playername}.
qstr_Our_guards_have_seen|우리 경비병들은 그 해충들이 꼬리를 말고 달아나는 것을 보았습니다. 당신은 우리가 이 지역을 통제한다는 것을 해충들에게 잘 보여주셨다.
qstr_It_was_nothing._I_wi|아무것도 아니었다. 그들이 다시 나타난다면 나는 감시할 것이다.
qstr_Slaying_these_maggot|이 구더기를 죽이는 것은 아무것도 아니었다. 그들이 다시 대담해지면 나는 계속 지켜볼 것이다.
qstr_town|도시
qstr_village|마을
qstr_The_{s9}_of_{s13}_ha|{s13}의 {s9}은 교외의 부족 오르크들을 처리해달라고 요청했다.
qstr_{s9}_of_{s3}_asked_y|{s3}의 {s9}는 {reg6} 일 이내에 {s6} {reg5}개를 {s10}의 {s4}으로 배달해 주길 요청했습니다.
qstr_The_{s9}_of_{s4}_ask|{s4}의 {s9}이 당신에게 {reg6}일 이내로 {s3}을 최소 {reg5} 명의 병사로 지원해달라 요청했습니다. {s3}의 병영 담당자와 대화하십시오. 당신이 제공하는 부대의 질은 중요하지 않습니다.
qstr_You_have_reinforced_{|우리는 0 명의 부대로 {s3}을 지원했다.
qstr_Thank_you_for_offeri|도움을 제공해주어 감사하다, {playername}.^^^시내를 오가는 보급 수레들은 {s6}에 의해 여러 차례 공격을 받았다. 매번 기습마다 더욱 대담해지고 있으며, 점점 더 시내로 가까워지고 있다.
qstr_Good_of_you_to_ask_{|물어봐주어 고맙다, {playername}.^^{s6}은 자신이 책임자라고 생각하고 그 지역을 움직이고 있다. 아무도 이의를 제기하지 않고 있기 때문에 그들은 더 대담해지고 있고 우리의 정당한 것을 취하고 있다.
qstr_The_people_have_aske|사람들은 {reg22} 명의 {s6}을 죽이는 것을 돕고, 그들이 당분간 이 근방에 얼씬도 못하게 해주기를 요청했다.^^해줄 수 있겠나?
qstr_I_want_you_to_slay_a|나는 당신이 최소 {reg22} 명의 {s6}을 죽여 그들이 하찮은 것들이라는 것을 이 약골들에게 보여주길 원한다.^^어떻게 할건가?
qstr_We_will_get_rid_of_t|우린 이 역병 같은 놈들을 제거할 것이다.
qstr_{s9}_wants_you_to_sl|{s9}는 당신이 전투에서 {reg22} 명의 {s6}을 죽이기를 원한다.
qstr_The_{s9}_of_{s3}_ask|{s3}의 {s9}가 당신에게 {reg6}일 이내로 {reg5} 개의 식량을 가져다주길 요청했습니다.
qstr_The_{s9}_of_{s3}_aske|{s3}의 {s9}가 당신에게 {reg0}일 이내로 {reg5} 개의 {s6}을 가져다주길 요청했습니다.
qstr_Escort_the_supply_tr|{s8}까지 보급 수레를 호위하자.
qstr_The_{s9}_of_{s4}_aske|{s4}의 {s9}가 도시 부근의 골칫거리 고블린을 추적해 주길 요청했습니다.
; qstr_The_{s9}_of_{s14}_ha|The {s9} of {s14} has asked you to deal with a group of bandits making trouble in {s14}. They only come out at night, and only attack lone people on the streets.
qstr_refugees|난민
qstr_slaves|노예
qstr_{s1}_Refugees|{s1} 난민들
qstr_{s1}_Slaves|{s1} 노예들
qstr_The_{s11}_of_{s10}_a|{s10}의 {s11}은 당신에게 {s13}으로 {s12}를 바래다달라 요청했습니다.
qstr__Guards_slaughter_hi|경비! 저자를 죽여라!
qstr_Slaughter_him_for_fr|저자를 베어 신선한 인육으로 만들어라!
qstr_This_is_{s5}_Command|여기 {s5}입니다, 사령관님.
qstr_{s6}_This_place_and_|{s6} 이 장소와 주변 지역은 {s8}의 {s7}의 것이다.
qstr_Hey_scum!_I_can_fix_|이봐 얼간이! 내가 너의 주둥이를 고칠 수 있을 것 같은데.
qstr_Watch_where_you_re_g|앞 똑바로 보고 다녀, 구더기 자식!
qstr_I_don_t_like_your_fa|너 얼굴이 마음에 안 들어! 아마도 고칠 필요가 있을 것 같은데.
qstr_What_are_you_looking|뭘 그리 쳐다봐? 뭐?
qstr_the_white_hand|백색 손
qstr_the_lidless_eye|눈꺼풀 없는 눈
qstr_I_have_some_of_your_|나에게 당신 동족들이 좀 있소. 그들에게 당신에게 합류해, 당신의 일을 돕도록 해야겠소.
qstr_Some_of_your_stinky_|네 냄새나는 동족이 내게 좀 있다. 이것들은 너와 함께 가는 것이 낫겠군.
qstr_{s4}_It_is_always_go|{s4} 우리 동족들 중 하나를 보는 건 언제나 기쁘군.
qstr_a_nearby_town|마을 근처
qstr_that_town_over_there|도시가 저기에 있다
qstr_{s4}^We_are_from_{s1|{s4}^우리는 {s11}에서 왔고, {s12} 방면을 정찰 중이다.
qstr_{s4}^We_are_{reg1?fo|{s4}^우리는 {s11} 근처를 {reg1?수확하는 중:약탈하는 중}이다.
qstr_{s4}^We_are_patrolli|{s4}^우리는 {s11} 근처를 순찰 중이다.
qstr_{s4}^We_are_carrying|{s4}^우리는 {s11}의 보급품을 {s12}로 이송 중이다.
qstr_{s4}^We_are_escortin|{s4}^우리는 {s12}로 포로를 호송 중이다.
qstr_Greetings_do_you_nee|반갑소, 지원 병력이 필요하지 않으십니까?
qstr_I_will_need_your_hel|당신의 도움이 필요하다. 따라오게. [{reg1}/{reg2} 영향력 소모]
qstr_You_and_your_men_mus|너와 네 병사들은 날 따라와야 해. [{reg1}/{reg2} 영향력 소모]
qstr_It_looks_like_you_ha|보기에 당신은 이미 너무 많은 추종자를 갖고 있다.
qstr_Why_do_you_need_us?_|왜 우리가 필요한가? 너는 이미 너를 따라갈 수 있는 모든 것을 가지고 있어!
qstr_We_will_follow_you_t|우린 당신을 따라가겠지만, 너무 멀리 갈 수는 없소.
qstr_If_there_is_killing_|살육이 있다면, 우린 따라갈 것이다. 하지만 우린 멀리가지 못한다. 그랬다간 문제가 생길 것이다.
qstr_We_cannot_leave_our_|우리 기지를 떠나 당신을 따라갈 수는 없소. [영향력이 충분하지 않습니다 ({reg1} 영향력 필요)]
qstr_Who_are_you_to_comma|당신이 누군데 우리한테 명령을? [영향력이 충분하지 않습니다 ({reg1} 필요)]
qstr_Then_let_us_go._Stay|그럼 함께 가지. 바짝 붙게. 곧 그대가 필요할테니.
qstr_There_will_be_blood_|피가 흐를 것이다, 장담한다. 가까이 붙어라, 아니면 놓칠 것이다.
qstr_Goodbye_friends.|잘 가게, 친구들.
qstr_See_you_later_if_you|자네가 죽지 않는다면 다음에 보도록 하지.
; qstr_I_don_t_need_your_he|I don't need your help any longer. Go home.
; qstr_I_don_t_have_any_nee|I don't have any need for you. Get lost.
; qstr_We_will_return_to_ou|We will return to our previous task. Goodbye.
; qstr_Lads_we_re_going_hom|Lads, we're going home!
qstr__^Oh_and_take_back_t| ^음, 우리 동족들이 아닌 자들은 다시 데려가시오.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?그들:그} 용감한 {reg28?병사들:병사}는 우리의 영토를 방어하는데 확실히 도움이 될 것입니다.{s32} {s23}^^[{s14}의 자원 포인트 {reg14}만큼 획득]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?그들:그} 쓸만한 {reg28?병사들:병사}는 우리가 일삼는 파괴에 도움이 될 것이다.{s32}^{s23}^^[{s14}의 자원 포인트 {reg14}만큼 획득]
qstr_Good_luck_in_your_tr|자네의 여행에 행운이 있기를.
qstr_Try_not_getting_your|스스로 죽으려 하지 말도록 하게.
qstr_You_ready_your_weapo|당신은 당신 몸을 통해 과거 경험의 쇄도를 느끼며 무기를 준비했다. (무기 숙련도와 능력치 향상)
qstr_The_previous_battle_|이전의 전투가 당신을 따뜻하게 데워준다. 활력을 느끼고 더 많은 것을 할 준비가 되어 있다. (능력과 능력치, 무기 숙련도 향상)
qstr_You_are_tired_but_ad|피곤하지만 혈관을 통해 아드레날린이 분비되어 더 많은 것을 얻는다.(능력과 능력치, 무기 숙련도 향상)
qstr_These_are_great_weap|이것들은 위대한 무기임이 분명하다. 낯선 감촉이 든다... (능력치, 무기 숙련도 향상)
qstr_You_can_barely_raise|당신은 무기를 겨우 들 수 있을 정도지만... 당신 주변 동료들이 결의를 다지는 것을 보니 힘이 난다. (능력치, 무기 숙련도 향상)
qstr_With_Lord_Balin_s_tr|발린 경의 보물과 그의 죽음에 대한 기억으로 당신의 분노는 더욱 강렬하게 타오른다. (능력과 능력치, 무기 숙련도 향상)
qstr_We_cannot_hold..._we|우린 견딜 수 없어... 우린 끝났어...
qstr_You_do_not_know_how_|얼마나 오래 버틸 수 있는지 모르잖아...
qstr_How_long_can_we_keep|언제까지 이걸 계속 할 수 있을까? 더 이상 도끼를 잡을 수가 없어....
qstr_You_know_that_the_en|끝이 가까워왔음을 느낀다...
qstr_You...._good....dwar|너... 좋은... 난쟁이...
qstr_You_can_no_longer_ra|다시는 네 무기를 들지 못할거다...
qstr_There_are_too_many..|놈들은 너무 많다... 놈들이 너무 많다...
qstr_..........|..........
qstr_It_is_off_to_work_we|일 시간이 다 되었으니 가야겠군...
qstr_Your_mind_starts_to_|당신의 마음은 방황하기 시작한다... 금과 보물을 생각하면서...
qstr_...............|...............
qstr_Sleep_sounds_good...|잠 자는 게 좋을 것 같은데...
qstr_For_Balin!!|발린을 위하여!!
qstr_For_Balin...|발린을 위하여...
