
str_yes|예
str_rohan_rank_3|로히르, 로한의 기수
str_rohan_rank_4|실드보라, 로한의 방패 운반자
str_rohan_rank_5|스워드보라, 로한의 검 운반자
str_rohan_rank_6|프룸가르, 로한의 첫번째 창
str_rohan_rank_7|빌도레드, 로한의 고위 조언자
str_rohan_rank_8|에오를, 로한의 귀족
str_rohan_rank_9|할레스, 로한의 영웅
str_mordor_rank_0|벌레
str_mordor_rank_1|노예
str_mordor_rank_2|고스고로스의 자객
str_mordor_rank_3|키리스 웅골의 보초병
str_mordor_rank_4|우둔의 노예 지휘관
str_mordor_rank_5|두르상의 강탈자
str_mordor_rank_6|모란논의 감시자
str_mordor_rank_7|미나스 모르굴 대장
str_mordor_rank_8|바랏 두르의 지휘관
str_mordor_rank_9|전 인류의 재앙
str_isengard_rank_0|쥐
str_isengard_rank_1|노예
str_isengard_rank_2|변덕쟁이
str_isengard_rank_3|나무 태우는 자
str_isengard_rank_4|와르그 기르는 자
str_isengard_rank_5|강철제련자
str_isengard_rank_6|벼림장인
str_isengard_rank_7|오르상크 대장
str_isengard_rank_8|군단 지휘관
str_isengard_rank_9|사루만의 오른쪽 손
str_lorien_rank_0|사도르, 로리엔의 충실한 이
str_lorien_rank_1|타우론, 로리엔의 숲지기
str_lorien_rank_2|미파론, 로리엔의 회색 사냥꾼
str_lorien_rank_3|신드리스, 로리엔의 회색 경비대
str_lorien_rank_4|상길, 로리엔의 방패 운반자
str_lorien_rank_5|마글라길, 로리엔의 검 운반자
str_lorien_rank_6|티리브란논, 로리엔의 감시자
str_lorien_rank_7|글라우키르, 로리엔의 기사단장
str_lorien_rank_8|갈라디르, 로리엔의 광명의 군주
str_lorien_rank_9|탈리온, 로리엔의 영웅
str_imladris_rank_0|하노, 임라드리스의 형제
str_imladris_rank_1|마카르, 임라드리스의 전사
str_imladris_rank_2|신다콜로, 임라드리스의 회색 망토
str_imladris_rank_3|르이네콜로, 임라드리스의 푸른 망토
str_imladris_rank_4|투르마콜린도, 임라드리스의 방패 운반자
str_imladris_rank_5|랑고콜린도, 임라드리스의 검 운반자
str_imladris_rank_6|아라토, 임라드리스의 용사
str_imladris_rank_7|헤스토, 임라드리스의 대장
str_imladris_rank_8|루난도, 임라드리스의 구원자
str_imladris_rank_9|칼로, 임라드리스의 영웅
str_woodelf_rank_0|사도르, 초록숲의 충실한 이
str_woodelf_rank_1|타우론, 초록숲의 숲지기
str_woodelf_rank_2|히르파론, 초록숲의 최정예 사냥꾼
str_woodelf_rank_3|칼렌디리스, 초록숲의 초록 경비대
str_woodelf_rank_4|상길, 초록숲의 방패 운반자
str_woodelf_rank_5|마글라길, 초록숲의 검 운반자
str_woodelf_rank_6|티리브란논, 초록숲의 감시자
str_woodelf_rank_7|펭게디르, 초록숲의 활 전문가
str_woodelf_rank_8|아르마고르, 초록숲 왕실 검사
str_woodelf_rank_9|탈리온, 초록숲의 영웅
str_dale_rank_0|너른골 평민
str_dale_rank_1|너른골 자유민
str_dale_rank_2|너른골 병사
str_dale_rank_3|너른골 노 젓는 이
str_dale_rank_4|너른골 방패 운반자
str_dale_rank_5|너른골 검 운반자
str_dale_rank_6|바르드, 너른골의 궁수
str_dale_rank_7|너른골 대장
str_dale_rank_8|너른골 호수의 주인
str_dale_rank_9|너른골 영웅
str_harad_rank_0|부족 가입자
str_harad_rank_1|부족 성인
str_harad_rank_2|부족 전사
str_harad_rank_3|사자살해자
str_harad_rank_4|뱀조련자
str_harad_rank_5|무마킬 운전자
str_harad_rank_6|검은 뱀 경비대
str_harad_rank_7|하론도르 대장
str_harad_rank_8|위대한 사막의 장군
str_harad_rank_9|황금 뱀
str_rhun_rank_0|룬 평야인
str_rhun_rank_1|룬 농노
str_rhun_rank_2|룬 전사
str_rhun_rank_3|룬 황소 전사
str_rhun_rank_4|룬 방패 운반자
str_rhun_rank_5|룬 검 운반자
str_rhun_rank_6|룬 정예 기수
str_rhun_rank_7|룬 전쟁군주
str_rhun_rank_8|스텝 부족장
str_rhun_rank_9|카물의 오른손
str_khand_rank_0|칸드 평야인
str_khand_rank_1|칸드 농노
str_khand_rank_2|칸드 전사
str_khand_rank_3|칸드 매 전사
str_khand_rank_4|칸드 방패 운반자
str_khand_rank_5|칸드 방패 운반자
str_khand_rank_6|칸드 정예 기수
str_khand_rank_7|바리아그 전쟁군주
str_khand_rank_8|바리아그 부족장
str_khand_rank_9|전설의 정복자
str_umbar_rank_0|땅개
str_umbar_rank_1|갑판닦개
str_umbar_rank_2|선원
str_umbar_rank_3|작살잡이
str_umbar_rank_4|목자르는 이
str_umbar_rank_5|약탈자
str_umbar_rank_6|항해 전문가
str_umbar_rank_7|움바르의 대장
str_umbar_rank_8|함대 사령관
str_umbar_rank_9|대양의 위대한 제독
str_moria_rank_0|구더기
str_moria_rank_1|노예
str_moria_rank_2|시궁쥐
str_moria_rank_3|동굴 약탈자
str_moria_rank_4|광산의 약탈자
str_moria_rank_5|전당의 강탈자
str_moria_rank_6|난쟁이 살해자
str_moria_rank_7|고블린 전투대장
str_moria_rank_8|고블린 대장
str_moria_rank_9|심연의 재앙
str_guldur_rank_0|지렁이
str_guldur_rank_1|노예
str_guldur_rank_2|고스고로스의 자객
str_guldur_rank_3|키리스 웅골의 보초병
str_guldur_rank_4|우둔의 노예 지휘관
str_guldur_rank_5|두르상의 강탈자
str_guldur_rank_6|모란논의 감시자
str_guldur_rank_7|미나스 모르굴 대장
str_guldur_rank_8|바랏 두르의 지휘관
str_guldur_rank_9|전 인류의 재앙
str_gundabad_rank_0|더러운 놈
str_gundabad_rank_1|노예
str_gundabad_rank_2|시궁쥐
str_gundabad_rank_3|동굴 약탈자
str_gundabad_rank_4|언덕의 약탈자
str_gundabad_rank_5|산의 강탈자
str_gundabad_rank_6|난쟁이 살해자
str_gundabad_rank_7|와르그기수 전쟁군주
str_gundabad_rank_8|거대한 고블린
str_gundabad_rank_9|북부의 절도자
str_dunland_rank_0|어린 놈
str_dunland_rank_1|개
str_dunland_rank_2|군견
str_dunland_rank_3|늑대
str_dunland_rank_4|강한 늑대
str_dunland_rank_5|사나운 늑대
str_dunland_rank_6|거대한 늑대
str_dunland_rank_7|늑대 우두머리
str_dunland_rank_8|부족 대장
str_dunland_rank_9|프레가의 복수자
str_beorn_rank_0|숲의 새끼
str_beorn_rank_1|숲의 추척자
str_beorn_rank_2|숲의 사냥꾼
str_beorn_rank_3|숲의 순찰자
str_beorn_rank_4|숲 방패 운반자
str_beorn_rank_5|숲 도끼 운반자
str_beorn_rank_6|숲의 곰
str_beorn_rank_7|숲의 큰곰
str_beorn_rank_8|숲의 거인
str_beorn_rank_9|숲의 영웅
str_tld_introduction|TLD 설명 - 에도라스로 가십시오.
str_tld_erebor_dungeon|죽음의 냄새가 이 곳에 진동한다. 조심하는 것이 좋겠다.
str_tld_spear_hit|아야!
str_fullname_region_unknown|중간계 어딘가, 이름없는 지역
str_fullname_region_pelennor|펠렌노르 평원, 미나스 티리스에 펼쳐진 평야, 곤도르 왕국의 수도.
str_fullname_region_subfac_pelargir|레베닌의 봉토, 곤도르 왕국의 영토.
str_fullname_region_subfac_dol_amroth|벨팔라스, 곤도르 남부 심장부 영토
str_fullname_region_subfac_ethring|링글로 계곡, 곤도르 왕국의 골짜기
str_fullname_region_subfac_lossarnach|롯사르나흐의 봉토, 꽃의 골짜기라고 알려진, 곤도르 왕국의 영토
str_fullname_region_subfac_pinnath_gelin|피나스 겔린의 푸른 언덕, 곤도르 왕국의 영토
str_fullname_region_subfac_blackroot|라메돈의 봉토, 곤도르 왕국의 영토
str_fullname_region_n_ithilien|북부 이실리엔, 곤도르 왕국의 동쪽 끝
str_fullname_region_c_ithilien|에뮌 아르넨, 중부 이실리엔에 펼쳐진 언덕, 미나스 티리스에서 뻗어온 거대한 강을 가로지르는
str_fullname_region_s_ithilien|남부 이실리엔, 곤도르 왕국의 동쪽 끝
str_fullname_region_druadan_forest|드루아단 숲, 곤도르 드루에다인의 숲
str_fullname_region_firien_wood|피리엔 숲, 속삭이는 나무, 곤도르의 떡갈나무 숲
str_fullname_region_anorien|아노리엔, 태양의 땅, 백색 산맥과 안두인 산 사이 골짜기
str_fullname_region_rohan0|폴드, 로한의 심장
str_fullname_region_rohan1|동부 엠넷, 기수의 땅이자 로한의 영토
str_fullname_region_rohan2|서부 엠넷, 기수의 땅이자 로한의 영토
str_fullname_region_rohan3|이스트폴드, 기수의 땅이자 로한의 영토
str_fullname_region_rohan4|웨스트폴드, 기수의 땅이자 로한의 영토
str_fullname_region_rohan5|헬름 협곡, 백색 산맥의 로한 골짜기에 자리한
str_fullname_region_the_wold|울드, 로한 기수의 땅 북동부 영토
str_fullname_region_gap_of_rohan|로한의 경계, 로한 경계의 서쪽 끝, 던랜딩과 로히림의 분쟁지
str_fullname_region_entwash|엔트워시의 입구, 로한의 강 엔트워시와 안두인 강의 접경지
str_fullname_region_wetwang|닌달프, 젖은 것의 늪
str_fullname_region_dead_marshes|죽음의 늪, 고대 다고를라드 대전투의 전장이자 이제는 저주받은 곳
str_fullname_region_isengard|아이센가드 평야
str_fullname_region_fangorn|팡고른 숲, 나무들이 속삭이는
str_fullname_region_brown_lands|갈색 지대, 에뮌 무일과 어둠숲 사이의 광활한 지역을 덮고 있는
str_fullname_region_dagorlad|다고를라드, 나무 한그루 없는, 거대한 전투 평야, 모르도르 정문 앞에 펼쳐진
str_fullname_region_n_undeep|북부 얕은 강, 안두인 강의 두 곡류 사이 거대한 
str_fullname_region_s_undeep|남부 얕은 강, 안두인 강의 두 곡류 사이 좁은 곳
str_fullname_region_emyn_muil|에뮌 무일, 엔트워시의 입구 위의 바위덮인 언덕
str_fullname_region_misty_mountains|안개 산맥의 언덕
str_fullname_region_lorien|로스로리엔, 신다르 요정의 숲, 황금 말로른이 자라는 곳
str_fullname_region_anduin_banks|안두인 골짜기, 안개 산맥과 어둠숲 사이에 위치한
str_fullname_region_n_mirkwood|북부 어둠숲의 빽빽한 숲, 숲요정들의 고향
str_fullname_region_s_mirkwood|남부 어둠숲의 빽빽한 숲, 낯선 생명체들에게 오염되었다고 전해지는
str_fullname_region_above_mirkwook|북부 로바니온, 어둠숲과 북부 회색산맥 사이 지역
str_fullname_region_grey_mountains|회색 산맥의 언덕, 난쟁이들의 거주지
str_fullname_region_mordor|모르도르, 사우론의 어두운 영토
str_fullname_region_dimrill|딤릴데일, 모리아 산맥의 끝자락
str_fullname_region_s_rebor|너른골의 왕국, 외로운 산의 끝자락
str_shortname_region_unknown|이름없는 지역
str_shortname_region_pelennor|펠렌노르 평원
str_shortname_region_subfac_pelargir|레베닌의 봉토
str_shortname_region_subfac_dol_amroth|벨팔라스
str_shortname_region_subfac_ethring|링글로 계곡
str_shortname_region_subfac_lossarnach|롯사르나흐의 봉토
str_shortname_region_subfac_pinnath_gelin|피나스 겔린의 봉토
str_shortname_region_subfac_blackroot|라메돈의 봉토
str_shortname_region_n_ithilien|북부 이실리엔
str_shortname_region_c_ithilien|에뮌 아르넨
str_shortname_region_s_ithilien|남부 이실리엔
str_shortname_region_druadan_forest|드루아단 숲
str_shortname_region_firien_wood|피리엔 숲
str_shortname_region_anorien|아노리엔
str_shortname_region_rohan0|폴드
str_shortname_region_rohan1|동부 엠넷
str_shortname_region_rohan2|서부 엠넷
str_shortname_region_rohan3|이스트폴드
str_shortname_region_rohan4|웨스트폴드
str_shortname_region_rohan5|헬름협곡
str_shortname_region_the_wold|울드
str_shortname_region_gap_of_rohan|로한의 경계
str_shortname_region_entwash|엔트워시의 입구
str_shortname_region_wetwang|닌달프
str_shortname_region_dead_marshes|죽음의 늪
str_shortname_region_isengard|아이센가드 평야
str_shortname_region_fangorn|팡고른 숲
str_shortname_region_brown_lands|갈색 지대
str_shortname_region_misty_mountains|안개 산맥의 언덕
str_shortname_region_lorien_|로리엔
str_shortname_region_anduin_banks_|안두인의 골짜기
str_shortname_region_n_mirkwood_|북부 머크우드
str_shortname_region_s_mirkwood_|남부 머크우드
str_shortname_region_above_mirkwook|북부 로바니온
str_shortname_region_grey_mountains|회색산의 언덕
str_shortname_region_mordor|모르도르의 땅
str_shortname_region_dimrill|딤릴데일
str_shortname_region_s_erebor|너른골 왕국
str_trait_title_elf_friend|요정의 친구
; str_trait_desc_elf_friend|You have become highly esteemed by the Elves and they now regard you as a trusted ally. The cost to recruit elves has been reduced.
str_trait_title_gondor_friend|섭정의 축복
; str_trait_desc_gondor_friend|You have become highly esteemed by the Steward Denethor and your status has risen among the men of Gondor as a result. The cost to recruit Gondorians has been reduced.
str_trait_title_rohan_friend|왕의 남자
; str_trait_desc_rohan_friend|You have become highly esteemed by King Theoden of Rohan and your status has risen among the men of Rohan as a result. The cost to recruit Rohirrim men has been reduced..
str_trait_title_brigand_friend|바바리안 챔피언
str_trait_desc_brigand_friend|당신은 결투장에서 보인 당신의 인상적인 활약들 덕분에 사우론을 섬기는 야만 부족들에게 신뢰받게 되었다. 야만인들을 모집하는 비용이 줄어들었다.
str_trait_title_blessed|축복받은
str_trait_desc_blessed|당신은 바다 건너 아직도 존재하는 이들의 축복을 받고 있음을 느꼈다. 왜 이런 일이 일어났는지는 알 수 없고 무엇을 의미하는지도 모르지만, 당신은 확신할 수 있었다.
str_trait_title_reverent|경의
str_trait_desc_reverent|당신은 존경과 지혜로 명성을 얻었다. 인간과 요정들이 당신의 조언에 귀를 기울일 가능성이 더 높아졌다.
str_trait_title_merciful|자비로운
str_trait_desc_merciful|적을 섬기는 악자들에 대한 자비로운 대우로 명성을 얻었다. 당신을 섬기는 고지식한 자들은 당신의 행동에 갈등하고 사기가 감소한다. 그러나 현명한 사람들 사이에서는 당신의 자비가 고귀한 정신의 증거가 되었기에, 영향력 보너스를 얻게 된다.
str_trait_title_bravery|용기
str_trait_desc_bravery|당신은 큰 위험과 맞서 용감했다는 평판을 얻었다. 당신의 용맹함은 선술집과 현자들의 회랑에서도 이야깃거리가 되었다. 당신의 행동은 부하들에게 큰 영감을 주었고, 매주 사기 보너스를 얻는다.
str_trait_title_oathkeeper|서약수호자
str_trait_desc_oathkeeper|당신은 엄숙히 맹세하고 그것들을 이행하는 것을 위해 살아왔다. 당신은 약속을 지키는 사람이라는 평판을 얻었다. 매주 영향력 보너스를 얻는다.
str_trait_title_oathbreaker|서약파괴자
str_trait_desc_oathbreaker|당신은 엄숙히 맹세하지만 그것을 끝까지 이행하는 것은 실패해왔다. 당신은 능력이 열정을 뒤따라가지 못하는 사람이라는 평판을 얻었다. 당신은 매주 영향력 패널티를 받는다.
str_trait_title_orc_pit_champion|구덩이 오르크 챔피언
str_trait_desc_orc_pit_champion|당신은 가장 잔인한 오르크 전투 축제에서 살아남은 잔인한 전사로 유명해졌다. 그런 힘은 검은 마음을 가진 추종자들에게조차 경외와 동시에 두려움의 대상이 되었다. 매주 사기 보너스를 얻는다.
str_trait_title_despoiler|약탈자
str_trait_desc_despoiler|당신은 여행하는 곳마다 의미없는 파괴를 일삼는다는 명성을 얻었다. 그러한 행동은 당신이 섬기는 암흑의 세력에 의해 가치있게 여겨진다. 매주 영향력 보너스를 받는다.
