qstr_Received_{reg0}_dama|Utrpel si {reg0} poškodenia.
qstr_Slaying_these_maggot|Vraždenie tej čvargy nestojí za reč. Budem na stráži, ak by im znova narástli rohy.
qstr_town|mesto
qstr_village|dedina
qstr_The_{s9}_of_{s13}_ha|{s9} z {s13} ťa poveril, aby si pobil Kmeňových Ohyzdov v okolitej krajine.
qstr_{s9}_of_{s3}_asked_y|{s9} z {s3} ťa požiadal aby si priviezol {reg5} kusov {s6} {s10} v {s4} do {reg6} days.
qstr_The_{s9}_of_{s4}_ask|{s9} z {s4} ťa požiadal, aby si posilnil {s3} aspoň s {re5} jednotkami do {reg6} dní. Porozprávaj sa so správcom kasární v {s3}u. Na akosti jednotiek, ktoré poskytneš, nezáleží.
qstr_You_have_reinforced_{|Posilnil si {s3} s 0 jednotkami.
qstr_Thank_you_for_offeri|Ďakujem ti za pomoc, {playername}. ^^Obchodnícke konvoje mieriace do aj z mesta boli už niekoľko krát napadnuté {s6}. Každým prepadom ich odvaha narastá a trúfajú si stále bližšie k mestu.
qstr_Good_of_you_to_ask_{|Dobre že sa pýtaš, {playername}.^^V okolí sa tu potulujú {s6} mysliac si, že to tu majú pod palcom. Nikto s tým však nič nerobí a tak im narástol poriadny hrebienok a beru nám to, čo nám právom náleží.
qstr_The_people_have_aske|Ľud ťa požiadal, aby si zabil aspoň {reg22} {s6} v nádeji, že ich to na nejaký čas odstraší.^^Zvládol by si to?
qstr_I_want_you_to_slay_a|Potreboval by som, aby si pobil aspoň {reg22} {s6}. Mohlo by to stačiť na to, aby pochopili, že sú len obyčajná zberba, ktorú je treba dolapiť.^^Čo ty na to?
qstr_We_will_get_rid_of_t|Zbavím vás tej chásky hníd.
qstr_{s9}_wants_you_to_sl|{s9} ťa požiadal, aby si zabil {reg22} {s6} v boji.
qstr_The_{s9}_of_{s3}_ask|{s9} z {s3} ťa požiadal, aby si mu dodal {reg5} kusov jedla do {reg6} dní.
qstr_The_{s9}_of_{s3}_aske|{s9} z {s3} ťa požiadal, aby si mu priviezol {reg5} kusov {s6} do {reg0} dní.
qstr_Escort_the_supply_tr|Eskortuj zásobovaciu karavanu do {s8}.
qstr_The_{s9}_of_{s4}_aske|{s9} z {s4} ťa požiadal aby si našiel a zabil dobiedzavých škratov v blízkosti mesta.
; qstr_The_{s9}_of_{s14}_ha|The {s9} of {s14} has asked you to deal with a group of bandits making trouble in {s14}. They only come out at night, and only attack lone people on the streets.
qstr_refugees|utečenci
qstr_slaves|otroci
qstr_{s1}_Refugees|{s1} Utečenci
qstr_{s1}_Slaves|{s1} Otroci
qstr_The_{s11}_of_{s10}_a|{s11} z {s10} ťa poveril, aby si eskortoval nejakých {s12} do {s13}.
qstr__Guards_slaughter_hi|Stráže, zabite ho!
qstr_Slaughter_him_for_fr|Zabite ho na čerstvé ľudské mäso!
qstr_This_is_{s5}_Command|Toto je {s5}, Veliteľ.
qstr_{s6}_This_place_and_|{s6} Toto miesto a priľahlé zeme patria {s7}ovi z {s8}u.
qstr_Hey_scum!_I_can_fix_|Hej, červ! Môžem ti trochu poupraviť sánku.
qstr_Watch_where_you_re_g|Dávaj pozor kam ideš, špina!
qstr_I_don_t_like_your_fa|Nepáči sa mi tvoj ksicht! Myslím, že by sa mu hodila menšia úprava.
qstr_What_are_you_looking|Na čo čumíš! NA ČO?
qstr_the_white_hand|biela ruka
qstr_the_lidless_eye|oko bez viečka
qstr_I_have_some_of_your_|Ide so mnou niekoľko členov tvojho ľudu. Prenechám ti ich, aby som ti v tvojej veci pomohol.
qstr_Some_of_your_stinky_|Plantá sa so mnou niekoľko príslušníkov tvojho smradľavého rodu. Ale som si istý, že by sa radšej teperili s tebou.
qstr_{s4}_It_is_always_go|{s4} Stále je dobré naraziť na jedného z našich.
qstr_a_nearby_town|neďaleké mesto
qstr_that_town_over_there|tamto mesto
qstr_{s4}^We_are_from_{s1|{s4}^Sme z {s11}, skúmame oblasť smerom k {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^{reg1?Lúpime:Rabujeme} v okolí {s11}.
qstr_{s4}^We_are_patrolli|{s4}^Hliadkujeme okolo {s11}.
qstr_{s4}^We_are_carrying|{s4}^Vezieme zásoby z {s11} do {s12}.
qstr_{s4}^We_are_escortin|{s4}^Eskortujeme zajatcov do {s12}.
qstr_Greetings_do_you_nee|Zdravím, potrebujete posily?
qstr_I_will_need_your_hel|Potreboval by som tvoju pomoc. Následuj ma prosím. [Stojí {reg1}/{reg2} Bodov Vplyvu]
qstr_You_and_your_men_mus|Musíš ma so svojimi mužmi nasledovať. [Stojí {reg1}/{reg2} Bodov Vplyvu]
qstr_It_looks_like_you_ha|Vyzerá to, že máš už príliš veľa nasledovníkov.
qstr_Why_do_you_need_us?_|Nač nás potrebuješ? Veď už ťa následuje všetko, čo potrebuješ!
qstr_We_will_follow_you_t|Budeme ťa nasledovať, i keď nemôžeme zájsť príliš ďaleko.
qstr_If_there_is_killing_|Ak bude boj, následujeme ťa. Ale nemôžeme zájsť príliš ďaleko, alebo sa môžeme dostať do ťažkostí.
qstr_We_cannot_leave_our_|Nemôžeme ťa nasledovať, pretože musíme držať svoje stanovisko. [Nedostatok Bodov Vplyvu (Stojí {reg1})]
qstr_Who_are_you_to_comma|Kto si, že nám velíš? [Nedostatok Bodov Vplyvu (Stojí {reg1})] 
qstr_Then_let_us_go._Stay|V tom prípade nás nechaj ísť. Držte sa nablízku. Čoskoro vás budem potrebovať.
qstr_There_will_be_blood_|Potečie krv, to je isté. Držte sa nablízku, alebo si to nechajte ujsť.
qstr_Goodbye_friends.|Dovidenia, priatelia.
qstr_See_you_later_if_you|Tak nabudúce, pokiaľ sa nenecháš zabiť.
; qstr_I_don_t_need_your_he|I don't need your help any longer. Go home.
; qstr_I_don_t_have_any_nee|I don't have any need for you. Get lost.
; qstr_We_will_return_to_ou|We will return to our previous task. Goodbye.
; qstr_Lads_we_re_going_hom|Lads, we're going home!
qstr__^Oh_and_take_back_t|^Oh, a vráť tých, ktorí nepatria medzi tvoj ľud.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Títo:Tento} odvážni {reg28?vojaci:vojak} nám určite pomôžu chrániť naše kraje.{s32} {s23}^^[získaných {reg14} Bodov Zásob {s14}u]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Tieto:Táto} užitočné {reg28?jednotky:jednotka} sa nám zídu pri pôsobení zmätku.{s32}^{s23}^^[získaných {reg14} Bodov Zásob z {s14}]
qstr_Good_luck_in_your_tr|Veľa šťastia na cestách.
qstr_Try_not_getting_your|Nenechaj sa zabiť.
qstr_You_ready_your_weapo|Vytasíš zbrane pociťujúc vlnu skúseností prechádzajúcu tvojimi údmi. (Zručnosti so Zbraňami a Schopnosti vylepšené)
qstr_The_previous_battle_|Predošlí boj ťa zahrial. Cítiš sa živo, akoby si niečo divoké v tebe pýtalo viac. (Vlastnosti, Schopnosti a Zručnosti so Zbraňami vylepšené)
qstr_You_are_tired_but_ad|Si vyčerpaný, ale adrenalín prúdiaci tvojimi žilami ťa podnecuje k ďalším výpadom. (Vlastnosti, Schopnosti a Zručnosti so zbraňami vylepšené)
qstr_These_are_great_weap|Sú to výnimočné zbrane, veru áno. Zvláštne na dotyk... (Schopnosti a Zručnosti so Zbraňami vylepšené) 
qstr_You_can_barely_raise|Ledva zdviháš svoju zbraň k ďalšiemu úderu... ale pohľad na tvojich rodovcov navôkol povzbudí tvojho ducha i telo. (Schopnosti a Zručnosti so Zbraňami vylepšené)
qstr_With_Lord_Balin_s_tr|S pokladmi Lorda Balina venovanými tebe a čerstvou spomienkou na jeho smrť sa v tvojom vnútri rozhorí plameň zúrivosti ešte prudšie. (Vlastnosti, Schopnosti a Zručnosti so Zbraňami vylepšené)
qstr_We_cannot_hold..._we|Neudržíme ich... je s nami koniec...
qstr_You_do_not_know_how_|Nevieš, ako dlho im ešte vydržíte odolávať...
qstr_How_long_can_we_keep|Jak dlho to ešte môžeme takto zvládať? Už ani neudržím svoju sekeru...
qstr_You_know_that_the_en|Cítiš, že sa blíži koniec...
qstr_You...._good....dwar|Ty.... dobrý....trpaslík....
qstr_You_can_no_longer_ra|Už nedokážeš vzpriamiť svoju zbraň...
qstr_There_are_too_many..|Je ich mnoho... príliš mnoho....
qstr_..........|..........
qstr_It_is_off_to_work_we|Je to mimo prácu, kam mierime....
qstr_Your_mind_starts_to_|Myseľ ti blúzni... o zlate a pokladoch...
qstr_...............|...............
qstr_Sleep_sounds_good...|Spánok je dobrý nápad...
qstr_For_Balin!!|Za Balina!!
qstr_For_Balin...|Za Balina...
