qstr_Received_{reg0}_dama|{reg0} Schaden erlitten.
qstr_For_some_months_we_h|Seit einigen Monaten schon beobachten wir, wie diese abscheulichen Orks sich vermehren und unsere Wälder beschmutzen. ^^Wir werden unserer Herrin Galadriel über das Kommen Herrn Elronds berichten, obgleich ich vermute, dass sie bereits davon weiß. Und wir werden auch von Euch erzählen, und zwar all unseren Leuten. ^^Le maethor veleg a gornui! Euer Mut und Eure Taten sollen bekannt gemacht werden und Ihr stets gut versorgt, wann immer Ihr unser Tal des Singenden Goldes besucht.
qstr_Calm_yourself_friend|Beruhigt Euch, Freund.  Pedin i phith in aniron, a nin u-cheniathog. ^^Euer Mut und eure Taten sollen allen bekannt gemacht werden, und Ihr stets gut versorgt, wann immer Ihr uns besucht, um Euch am Lichte unseres Goldenen Tals zu laben.
qstr_Stars_sail_through_t|Die Sterne befahren die Meere des Himmels, Menschen dagegen wandeln auf der Erde. Wahrlich, wer vermag zu sagen, ob ihre Wege einander folgen? Wir werden all unseren Leuten von Euch berichten. Eure Taten sollen bekannt gemacht werden und Ihr gut versorgt, wann immer Ihr einen Stern hier im Goldenen Tall jagt.
qstr__RESOURCE_POINT_TUTO|(TUTORIAL RESSOURCENPUNKTE)^^Ressourcenpunkte, die du in Lorien nutzen kannst, musst du hier verdienen. Es sind nicht diejenigen, welche du in deiner Heimat verdient hast. ^^Siehe BERICHT für weitere Informationen.
qstr__RESOURCE_POINT_TUTOR|(TUTORIAL RESSOURCENPUNKTE)^^Ressourcenpunkte, die du bei den Beorningern nutzen kannst, musst du hier verdienen. Es sind nicht diejenigen, welche du in deiner Heimat verdient hast. ^^Siehe BERICHT für weitere Informationen.
qstr_I_have_long_wished_t|Ich hege schon lange den Wunsch, das Waldlandvolk zu besuchen...
qstr_What_form_shall_the_|Wie soll Lorien sich erkenntlich zeigen?
qstr_Our_bees_make_honey_|Unsere Bienen machen Honig und Wachs, unsere Herden geben uns Milch, Butter und Käse...
qstr_I_have_long_wished_to|Ich hege schon lange den Wunsch, das Waldlandvolk zu besuchen, Euer Lembas zu kosten und Euren Liedern zu lauschen! ^^Wir bringen prickelnde goldene Weine, uralte Bücher und ehrwürdige Banner mit uns, welche uns an unser Tal des rauschenden Wasser erinnern, doch bin ich neugierig welche Wunder in Laurelindorenan auf mich warten.
qstr_What_form_shall_the_f|Wie soll Lorien sich erkenntlich zeigen? ^^Gold, das sich in Blätter verwandelt, wenn der Morgen dämmert? Klarer, geschmackloser Trank und staubiges Feenbrot für meine Männer? ^^Blutroter Wein, frisches Wildbret, Waffenkammern gefüllt mit scharfen Klingen und spitzen Pfeilen! Das ist die Gastfreundschaft, die ich bevorzuge.
qstr_Our_bees_make_honey_a|Unsere Bienen machen Honig und Wachs, unsere Herden geben uns Milch, Butter und Käse.^^ Brot backen wir selbst und eine scharfe Axt kann den Zwergen abkaufen, wenn sie vorbeikommen.^^ Was sonst sollte ich brauchen als zwei starke Hände?
qstr_If_fate_wills_it_I_s|Wenn das Schicksal es so will, werde ich Euer Land wieder besuchen und Eure Geheimnisse in Erfahrung bringen.
qstr_If_I_ever_have_need_|Wenn ich solche Hilfe benötige, wie Lorien sie bieten kann, werde ich darum bitten. Für welchen Zweck auch immer.
qstr__nod_and_say_nothing|(Nicke und sage nichts)
qstr_Oh_there_are_many_an|Oh, davon gibt es viele und jedem Freund Loriens stehen diese Geschenke offen! ^^Sollten wir wieder Seite an Seite auf dem Schlachtfeld stehen, oder solltet Ihr unserer Herrin oder unseren Fürsten einen Gefallen tun, so wird unser Volk Eure Güte mit allem vergelten, was Ihr verlangt: Blanke Waffen, harte Ringhemden, weißgefiederte Pfeile und Proviant für Eure Männer. ^^Wer weiß, vielleicht werdet Ihr selbst einst {ein großer Fürst/eine große Fürstin} von Lorien, jemand, der anderen mit Rat beistehen oder sie um einen Gefallen bitten kann.
qstr_The_joys_of_the_Gold|Der Freuden des Goldenen Tals sind es viele und einem wahrer Freund von Lorien stehen sie stets offen. ^^Sollten wir wieder Seite an Seite auf dem Schlachtfeld stehen, oder solltet Ihr unserer Herrin oder unseren Fürsten einen Gefallen tun, so wird unser Volk Euren Einsatz mit allem vergelten, was Ihr benötigt: Blanke Waffen, harte RInghemden, tödliche Pfeile und nährender Proviant für Eure Männer. ^^Wer weiß, vielleicht werdet Ihr selbst einst {ein großer Fürst/eine große Fürstin} von Lorien, jemand, der seine Weisheit mit anderen teilen oder sie um einen Gefallen bitten kann.
qstr_Our_Golden_Valley_gi|Unser Goldenes Tal bietet alles im Überfluss und einem Freund von Lorien steht dies stets offen. ^^Sollten wir wieder einmal Seite an Seite auf dem Schlachtfeld stehen, oder solltet Ihr die Pläne unserer Herrin und ihrer Fürsten unterstützen, so wird unser Volk Euren Einsatz mit allem vergelten, was Ihr so fern der Heimat benötigt.
qstr_I_shall_keep_that_in|Ich will es mir merken.^^ Hantanyel, áva márië!
qstr_That_may_be_so_some_|Dies mag wohl geschehen, einige Pfade in dieser Welt verlaufen verworren.^^ Boe i 'waen!
qstr_I_seldom_wander_far_|Ich wandere nur selten fern der Heimat. Geht nun, so rasch Ihr könnt. Es könnten noch mehr Orks auf der Pirsch sein.
qstr_What_do_you_want?|Was wollt Ihr?
qstr_Greetings._What_can_|Hallo. Was kann ich für Euch tun?
qstr_Who_are_you?_A_mere_|Wer seid Ihr? Nur {s25}? Ich habe keine Zeit für solche wie Euch. Lasst mich in Ruhe! {s2}
qstr_What?_You_come_to_me|Wie? Du kommst zu mir und weißt nicht, was ich tue? Sieh dich doch um!^^Siehst du das Blut? Hörst du die Schreie? Spürst du die Schmerzen? Das ist, was ich tue! Ich zerbreche und zerschneide Dinge und mache sie dann wieder ganz. Komm zu mir, wenn du verwundet bist und Schmerzen hast, und ich kann dich wieder zusammenflicken!
qstr_I_am_a_healer._Come_|Ich bin ein Heiler. Kommt zu mir, wenn Ihr oder Eure Gefährten schwer verletzt seid, und ich werde mich so gut ich kann um Eure Wunden kümmern.
qstr_You_have_found_the_loca|Örtlichen Heiler gefunden.
qstr__Costs_500_Resource_|(Kostet 500 Ressourcenpunkte, 5 Einfluss)
qstr_Ha!_I_can_see_that!_|Ha! Das sehe ich! Ich kann mich darum kümmern, ja. Aber du wirst nicht nur in Blut zahlen müssen! {s2}
qstr_Yes_I_see_that._We_c|Ja, das sehe ich. Wir können uns um Euch kümmern, aber ich werde einige Heilmittel besorgen müssen. {s2}
qstr__Costs_1000_Resource_|(Kostet 1000 Ressourcenpunkte, 10 Einfluss)
qstr_I_ll_have_my_worms_d|Die Snagas werden sich darum kümmern. Sie taugen nicht viel, aber manchmal genügt das. Sag mir, wenn du ihre Dienste brauchst. {s2}
qstr_I_ll_have_my_assista|Meine Gehilfen werden sich um Eure Leute kümmern. Sie müssen noch viel lernen, also habt Nachsicht mit Ihnen. Sagt Bescheid, wenn Ihr ihre Dienste benötigt. {s2}
qstr_Alright!_Worms!_Get_|Gut! Kommt her, ihr Maden! Es gibt etwas für euch zu tun!
qstr_Let_us_begin._My_ass|Meine Gehilfen werden sich um Euch und Eure Männer kümmern.
qstr_All_done!_Ha!_You_di|Alles erledigt! Ha! Du hast nicht so viel geschriehen wie ich gedacht hätte, nicht übel! Jetzt ab mit dir, lass mich in Ruhe!
qstr_We_ve_done_what_We_c|Wir haben getan was wir konnten. Ihr und Eure Männer brauchen jetzt Ruhe.
qstr_Boss_the_lads_are_hu|Boss, die Jungs haben Hunger! Wir müssen die ganze Knochenarbeit machen und trotzdem hungern!
qstr_Master_the_lads_are_|Gebieter, die Jungs haben Hunger! Wir können nicht auf leerem Magen kämpfen!
qstr_Yes!_With_proper_fed|Ja! Mit vollem Bauch werden wir Euch doppelt so gut dienen!
qstr_As_you_command_maste|Wie ihr befiehlt, Gebieter. Hehe Jungs, es steht wieder Fleisch auf dem Speiseplan!
qstr_Your_Orcs_&_Uruks_at|Deine Orks und Uruks fressen {reg1} Männer!
qstr_Yes_master!_As_you_c|Ja, Gebieter! Wie Ihr wünscht, Gebieter!
qstr_Harr_harr_harr!_You_|Harr harr harr! Du machst MIR keine Angst! Nächstes bist's DU, den wir essen!
qstr_One_{s6}_left_the_pa|Ein {s6} verlässt den Trupp.
qstr_I_understand._I_will|Ich verstehe. Ich werde noch für eine Weile bei Euch bleiben.
qstr_I_have_played_my_rol|Ich leiste meinen Teil bereits seit vielen langen Jahren, seit vielen Menschenaltern gar! Dieser Krieg ist der Krieg der Menschen. Ich werde in den Westen gehen und vielleicht werden sich einige mir anschließen.
qstr_{reg1}_Veteran_Elves|{reg1} erfahrene Elben verlassen deinen Trupp.
qstr_What_an_amazing_feat|Was für erstaunliche Waffentaten!
qstr_Well_done!|Gut gemacht!
qstr_Nice_legwork.|Gute Beinarbeit.
qstr_Heh.|Heh.
qstr_Good_moves_but_you_m|Gute Bewegungen, Ihr müsst aber noch etwas an Euch arbeiten.
qstr_More_than_half_of_th|Mehr als die Hälfte der Gegner, nicht schlecht.
qstr_You_ll_need_to_try_h|Ihr werdet Euch in Zukunft mehr anstrengen müssen.
qstr_Well..._better_here_|Nun ja... besser hier als im Gefecht, nicht?
qstr_We_ve_been_sent_by_{|Wir wurden von {s3} geschickt, um Euch zu unterstützen.
qstr_{s3}_has_sent_us_to_|{s3} hat uns geschickt, um die Flotte für den Angriff auf {s4} zu verstärken.
qstr_Excellent_{playernam|Sehr gut, {playername}! Ich hörte Ihr habt sogar mehr Männer stationiert als ich gefordert habe. Gute Arbeit.^^Wir werden Euch dafür entsprechend belohnen.
qstr_Excellent_{playername|Sehr gut, {playername}. Das wird ihnen bestimmt helfen. Wir müssen diesen Krieg unbedingt gewinnen.
qstr_Reinforcing_{s1}_has|Die Verstärkung für {s1} sorgt für neuen Mut in {s2}. ({s2} erhält {reg50} Fraktionsstärke).
qstr_The_watchmen_in_the_|Die Wachleute melden einen starken Rückgang der Hinterhalte. Gute Arbeit! Danke, {playername}.
qstr_Our_guards_have_seen|Unsere Wachen haben diesen Abschaum abhauen gesehen, mit eingezogenen Schwänzen. Gut gemacht! Du hast diesem Geschmeiß gezeigt, dass wir hier die Herren sind.
qstr_It_was_nothing._I_wi|Es war eine Kleinigkeit. Ich werde zur Stelle sein, falls sie wieder auftauchen sollten.
qstr_Slaying_these_maggot|Es mir ein Leichtes, diese Maden abzuschlachten. Ich werde zur Stelle sein, falls sie sich wieder aus ihren Löchern heraus wagen.
qstr_town|Stadt
qstr_village|Dorf
qstr_The_{s9}_of_{s13}_ha|Der {s9} von {s13} bat dich, dich um die Stammesorks in der Umgebung zu kümmern.
qstr_{s9}_of_{s3}_asked_y|{s9} von {s3} beauftragte dich, in {reg6} Tagen {reg5} Einheiten {s6} zum {s10} in {s4} zu liefern.
qstr_The_{s9}_of_{s4}_ask|Der {s9} von {s4} hat dich beauftragt, die Besatzung von {s3} innerhalb von {reg6} Tagen mit mindestens {reg5} Truppen zu verstärken. Sprich mit dem Kasernenvorsteher von {s3}. Die Qualität der Truppen ist nicht von Belang.
qstr_You_have_reinforced_{|Du hast {s3} mit 0 Truppen verstärkt.
qstr_Thank_you_for_offeri|Danke, dass Ihr Hilfe anbietet, {playername}.^^Die Versorgungszüge, die sich der Stadt nähern oder diese verlassen, wurden in letzter Zeit mehrmals von {s6} angegriffen. Sie werden mit jedem Hinterhalt kühner und nähern sich immer weiter der Stadt.
qstr_Good_of_you_to_ask_{|Gut dass du fragst, {playername}.^^In der Gegend treiben sich einige {s6} herum, die denken, sie hätten hier das Sagen. Niemand macht was dagegen und deshalb werden sie immer frecher und nehmen sich, was sie wollen.
qstr_The_people_have_aske|Ihr müsstet mindestens {reg22} {s6} töten, damit die anderen das Weite suchen.^^Könntet Ihr das tun?
qstr_I_want_you_to_slay_a|Ich will, dass du mindestens {reg22} {s6} tötest, um diesen Schwächlingen zu zeigen, dass sie für uns bedeutungslos sind.^^Was sagst du?
qstr_We_will_get_rid_of_t|Wir werden diese Plage beseitigen.
qstr_{s9}_wants_you_to_sl|{s9} will, dass du {reg22}{s6} in der Schlacht tötest.
qstr_The_{s9}_of_{s3}_ask|Der {s9} von {s3} bat dich, ihm in {reg6} Tagen {reg5} Einheiten Nahrung zu liefern.
qstr_The_{s9}_of_{s3}_aske|Der {s9} von {s3} bat dich, ihm in {reg0} Tagen {reg5} Einheiten {reg6} zu liefern.
qstr_Escort_the_supply_tr|Beschütze die Nachschublieferung nach {s8}.
qstr_The_{s9}_of_{s4}_aske|Der {s9} von {s4} bat dich, die lästigen Orks in der Nähe der Stadt zu jagen.
qstr_The_{s9}_of_{s14}_ha|Der {s9} von {s14} beauftragte dich, dich um eine Gruppe Banditen zu kümmern, die in {s14} ihr Unwesen treibt. Sie kommen nur nachts heraus und greifen nur einzelne Leute auf den Straßen an.
qstr_refugees|Flüchtlinge
qstr_slaves|Sklaven
qstr_{s1}_Refugees|{s1} Flüchtlinge
qstr_{s1}_Slaves|{s1} Sklaven
qstr_The_{s11}_of_{s10}_a|Der {s11} von {s10} beauftrage dich, einige {s12} nach {s13} zu eskortieren.
qstr__Guards_slaughter_hi|Wachen, schlachtet ihn ab!
qstr_Slaughter_him_for_fr|Schlachte ihn für frisches Menschenfleisch!
qstr_This_is_{s5}_Command|Das ist {s5}, Befehlshaber.
qstr_{s6}_This_place_and_|{s6} Dieser Ort und die umliegenden Lande gehören {s7} von {s8}.
qstr_Hey_scum!_I_can_fix_|Hey, Abschaum. Ich kann deinen Kiefer richten.
qstr_Watch_where_you_re_g|Pass auf, wo du hintrittst, Made!
qstr_I_don_t_like_your_fa|Ich mag deine Fresse nicht! Ich glaube, sie muss mal gerichtet werden.
qstr_What_are_you_looking|Was guckst du? WAS?
qstr_the_white_hand|die Weiße Hand
qstr_the_lidless_eye|das Lidlose Auge
qstr_I_have_some_of_your_|Ich habe einige Eurer Leute dabei. Ich überlasse sie Euch, um Eurer Sache zu dienen.
qstr_Some_of_your_stinky_|Ich hab einige Eurer stinkenden Rasse dabei. Mir wär's lieber, wenn sie mit Euch gingen.
qstr_{s4}_It_is_always_go|{s4} Es ist immer gut, einen von uns zu sehen.
qstr_a_nearby_town|eine nahe Stadt
qstr_that_town_over_there|die Stadt dort drüben
qstr_{s4}^We_are_from_{s1|{s4}^Wir sind aus {s11} und spähen in Richtung {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^Wir {reg1?suchen Vorräte:plündern} in der Gegend um {s11}.
qstr_{s4}^We_are_patrolli|{s4}^Wir patrouillieren in der Gegend um {s11}.
qstr_{s4}^We_are_carrying|{s4}^Wir bringen Vorräte von {s11} nach {s12}.
qstr_{s4}^We_are_escortin|{s4}^Wir bringen Gefangene nach {s12}.
qstr_Greetings_do_you_nee|Seid gegrüßt, benötigt Ihr Verstärkungen?
qstr_I_will_need_your_hel|Ich benötige Eure Hilfe. Folgt mir! [Kostet {reg1}/{reg2} Einfluss]
qstr_You_and_your_men_mus|Du und deine Männer, ihr folgt mir, sofort!  [Kostet {reg1}/{reg2} Einfluss]
qstr_It_looks_like_you_ha|Es sieht so aus, als folgten Euch bereits zu viele Trupps.
qstr_Why_do_you_need_us?_|Warum brauchst du uns? Dir folgen bereits jetzt mehr Trupps als nötig!
qstr_We_will_follow_you_t|Wir werden Euch begleiten, aber wir dürfen unser Land nicht verlassen.
qstr_If_there_is_killing_|Wenn es um einen guten Kampf geht, dann werden wir dich begleiten. Aber wir dürfen dieses Kriegsgebiet nicht verlassen, oder man wird uns anzeigen.
qstr_We_cannot_leave_our_|Wir können unseren Posten im Moment nicht verlassen.  [Nicht genug Einfluss (benötigt {reg1})]
qstr_Who_are_you_to_comma|Wer bist du, dass du uns Befehle erteilen willst?  [Nicht genug Einfluss (benötigt {reg1})]
qstr_Then_let_us_go._Stay|Dann lasst uns aufbrechen. Bleibt in der Nähe, Ihr werdet bald gebraucht.
qstr_There_will_be_blood_|Es wird Blut fließen, das ist sicher. Bleibt in der Nähe, oder ihr werdet es verpassen.
qstr_Goodbye_friends.|Lebt wohl, Freunde.
qstr_See_you_later_if_you|Ich sehe Euch später, sofern Ihr nicht getötet wurdet.
qstr_I_don_t_need_your_he|Ich brauche eure Hilfe gerade nicht. Geht heim.
qstr_I_don_t_have_any_nee|Ich kann euch gerade nicht gebrauchen. Verzieht euch.
qstr_We_will_return_to_ou|Wir werden uns wieder unserem ursprünglichen Befehl zuwenden. Lebt wohl.
qstr_Lads_we_re_going_hom|Jungs, wir gehen nach hause!
qstr__^Oh_and_take_back_t|^Oh, und nehmt die zurück, die nicht zu unseren Leuten gehören.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Diese tapferen:Dieser tapfere} {reg28?Soldaten werden:Soldat wird} uns bei der Verteidigung unserer Heimat sicher helfen.{s32}{s23}^^[{reg14} Ressourcenpunte von {s14} verdient]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Diese:Dieser} nützliche {reg28?Truppe:Soldat} wird uns helfen, mehr Verwüstung anzurichten.{s32}^{s23}^^[{reg14} Ressourcenpunkte von {s14} verdient]
qstr_Good_luck_in_your_tr|Viel Glück auf Euren Reisen.
qstr_Try_not_getting_your|Versucht nicht getötet zu werden.
qstr_You_ready_your_weapo|Du zückst deine Waffen und fühlst, wie sich alte Fähigkeiten in dir wieder regen. (Waffenfertigkeiten und Fähigkeiten verbessert)
qstr_The_previous_battle_|Die Schlacht hat dich aufgewärmt. Du fühlst dich belebt und bereit für den nächsten Kampf. (Attribute, Fähigkeiten und Waffenfertigkeiten verbessert)
qstr_You_are_tired_but_ad|Du bist etwas müde, aber dein Kampfgeist ist erwacht. (Attribute, Fähigkeiten und Waffenfertigkeiten verbessert)
qstr_These_are_great_weap|Dies sind wahrlich edle Waffen. Sie fühlen sich in deiner Hand merkwürdig an... (Fähigkeiten und Waffenfertigkeiten verbessert)
qstr_You_can_barely_raise|Du kannst kaum noch deine Waffen heben... aber der Anblick deiner Verwandten um dich herum stärkt deinen Mut. (Fähigkeiten und Waffenfertigkeiten verbessert)
qstr_With_Lord_Balin_s_tr|Die Ausrüstung Balins in deinen Verantwortung und die frische Erinnerung an seinen Tod entfachen deinen Kampfeszorn aufs Neue. (Attribute, Fähigkeiten und Waffenfertigkeiten verbessert)
qstr_We_cannot_hold..._we|Wir können nicht mehr standhalten... Das ist das Ende...
qstr_You_do_not_know_how_|Du weißt nicht, wie lange du noch standhalten kannst...
qstr_How_long_can_we_keep|Wie lange können wir durchhalten? Meine Axt wird schwer...
qstr_You_know_that_the_en|Du weißt, dass das Ende naht...
qstr_You...._good....dwar|Du...guter...Zwerg...
qstr_You_can_no_longer_ra|Du kannst deine Waffen kaum noch heben...
qstr_There_are_too_many..|Dort sind zu viele...dort sind zu viele...
qstr_..........|.......
qstr_It_is_off_to_work_we|Hei-ho, wir sind vergnügt und froh...
qstr_Your_mind_starts_to_|Deine Gedanken schweifen davon... du träumst von Gold und Reichtümern...
qstr_...............|...............
qstr_Sleep_sounds_good...|Schlafen hört sich gut an...
qstr_For_Balin!!|Für Balin!!
qstr_For_Balin...|Für Balin...
