
str_yes|Ja
str_trait_desc_oathbreaker|Du hast grimmige Eide geschworen, sie aber nicht gehalten. Folglich hast du dir den Ruf eines Mannes erworben, dessen Leidenschaften sein Können übersteigen. Du verlierst jede Woche etwas Einfluss.
str_trait_title_orc_pit_champion|Held der Orkgruben
str_trait_desc_orc_pit_champion|Du hast einen Ruf erworben als brutaler Krieger, der die grausamsten orkischen Wettkämpfe überleben konnte. Solche Stärke wird von deinem schwarzherzigen Gefolge sowohl respektiert als auch gefürchtet und sie erhalten einen wöchentlichen Moralbonus.
str_trait_title_despoiler|Verwüster
str_trait_desc_despoiler|Du hast den Ruf erworben, maßlose Verwüstung zu hinterlassen, wo immer du dich auch aufgehalten hast. Solches Verhalten wird von den dunklen Mächten, denen du dienst, hoch geschätzt und du erhältst einen wöchentlichen Einflussbonus.
str_trait_title_accursed|Verflucht
str_trait_desc_accursed|Du spürst, dass du den Zorn der Mächte jenseits des Meeres auf dich gezogen hast. Dein Gefolge spürt dieses Verhängnis und fürchtet sich, in deiner Nähe zu sein. Es erhält einen wöchentlichen Moralmalus.
str_trait_title_stealthy|Heimlich
str_trait_desc_stealthy|Du hast unheimliche Fähigkeiten in der Kunst des heimlichen Eindringens. Du erhältst einen Bonus auf deinen Tarnungswert, wenn du derartige Missionen unternimmst.
str_trait_title_berserker|Berserker
str_trait_desc_berserker|Nach vielen Schlachten, in denen du den Gebrauch von Rüstung vermieden hast, ist dein Wille nun stark wie Eisen geworden. Wenn du nur leichte Rüstung trägst, wirst du mit jedem erschlagenen Feind mit neuer Kraft erfüllt.
str_trait_title_infantry_captain|Hauptmann der Fußsoldaten
str_trait_desc_infantry_captain|Du hast unheimliche Fähigkeiten entwickelt, Fußsoldaten anzuführen. Wegen ihrer gründlichen Ausbildung werden diese Truppen nun einmal pro Schlacht einen kleinen Gesundheitsbonus erhalten.
str_trait_title_archer_captain|Hauptmann der Bogenschützen
str_trait_desc_archer_captain|Du hast unheimliche Fähigkeiten entwickelt, Fernkämpfer anzuführen. Wegen ihrer gründlichen Ausbildung werden diese Truppen nun einmal pro Schlacht einen kleinen Gesundheitsbonus erhalten.
str_trait_title_cavalry_captain|Hauptmann der Reiter
str_trait_desc_cavalry_captain|Du hast unheimliche Fähigkeiten entwickelt, berittene Truppen anzuführen. Wegen ihrer gründlichen Ausbildung werden diese Truppen nun einmal pro Schlacht einen kleinen Gesundheitsbonus erhalten.
str_trait_title_command_voice|Befehlsstimme
str_trait_desc_command_voice|Deine Erfahrung im Führen von Männern im Feld hat dir den Hauch von Autorität verliehen. Die Einflusskosten für Befehle an Armeen im Feld sind reduziert.
str_trait_title_foe_hammer|Feindhammer
str_trait_desc_foe_hammer|Da du viele große Anführer des Feindes erschlagen hast, giltst du als fürchterlicher Krieger. Truppen unter deiner Führung erhalten einen wöchentlichen Moralbonus. Deine Erfahrungen haben außerdem deine Fertigkeiten in der Schlacht verbessert.
str_trait_title_battle_scarred|Kriegsnarben
str_trait_desc_battle_scarred|Dir wurden während deiner vielen Feldzüge furchtbare Wunden geschlagen, jedoch lebst du immer noch, um davon zu erzählen. Dein vernarbtes und verknotetes Fleisch und deine Erfahrung erhöhen deine Widerstandsfähigkeit gegen Verwundungen. Während andere dein Äußeres abstoßend finden mögen, gilt es deinem Gefolge als Beweis für deine Schlachterfahrung. Es erhält deshalb einen wöchentlichen Moralbonus.
str_trait_title_fell_beast|Ungeheuer
str_trait_desc_fell_beast|Deine Haut ist durchrissen mit knotigen Wunden aus unzähligen Schlachten und dein böser Wille ist genauso hart und unnachgiebig. Selbst für die Verhältnisse von Ork-, Uruk-, und Trollvolk giltst du als fürchterliche und gefährliche Bestie. Diejenigen, die dir dienen, rufen deinen Namen in Verzückung, wenn du ins Feld ziehst. Du bist die Verkörperung des Krieges selbst und es gibt wenig, was du fürchtest.
str_trait_title_butcher|Schlächter
str_trait_desc_butcher|Durch lange Erfahrung bist du ein Meister darin geworden, deine getöteten Feinde auszuweiden. Du erhältst nun mehr Menschenfleisch, wenn du einen deiner Gefangenen schlachtest. Du wirst nun auch nach jeder Schlacht mehr Menschenfleisch erbeuten.
str_trait_title_well_travelled|Weitgereist
str_trait_desc_well_travelled|Auf geraden Steinstraßen und verwachsenen Pfaden, über die höchsten Berge und durch die tiefsten Täler bist du gereist, hast geheime Orte entdeckt und langvergessene Wunder erblickt. Aus deinen Erfahrungen hast du gelernt, Feinde zu erkennen, bevor sie dich bemerken, und die einfachsten Pfade für deine Truppen ausfindig zu machen.
str_trait_title_bear_shape|Pelzwechsler
str_trait_desc_bear_shape|Es heißt, dass Menschen aus Beorns Geschlecht die Fähigkeit haben, die Gestalt eines Bären anzunehmen. Durch deine Vertautheit mit Bären hast du erkannt, dass du ebenfalls über diese Gabe verfügst.
str_wound_head|eine schwere Kopfverletzung
str_wound_chest|ein paar gebrochene Rippen
str_wound_arm|eine schwere Verletzung am Arm
str_wound_leg|eine schwere Verletzung am Bein
str_gondor_gift0|Frische Früchte und Wein
str_gondor_gift1|Kostbarer, gefärbter Stoff
str_gondor_gift2|Uralte Bücher und Stammbäume
str_gondor_gift3|Gewürze und Räucherwerk
str_gondor_gift4|Kriegshörner von Auerochsen
str_dwarf_gift0|Starkes Bier und Steinsalz
str_dwarf_gift1|Gehärtete Schaufeln und Äxte
str_dwarf_gift2|Harfen und Flöten
str_dwarf_gift3|Gewänder bestickt mit Goldfäden und Edelsteinen
str_dwarf_gift4|Wunderbare Edelsteine
str_rohan_gift0|Met und Apfelwein
str_rohan_gift1|Gestickte Tuniken und silberbeschlagene Gürtel
str_rohan_gift2|Goldene Halsringe und gravierte Trinkhörner
str_rohan_gift3|Hochwertige Pferderüstung
str_rohan_gift4|Pferde aus Rohan
str_mordor_gift0|Schwaches Torfbier
str_mordor_gift1|Snaga-Öl
str_mordor_gift2|Fliegenlarven aus Mordor
str_mordor_gift3|Vulkanstein vom Orodruin
str_mordor_gift4|Bauernsklaven
str_isengard_gift0|Getrocknetes Menschenfleisch
str_isengard_gift1|Schwarze Eisenketten
str_isengard_gift2|Folterwerkzeuge
str_isengard_gift3|Alchemistische Gefäße
str_isengard_gift4|Niedere Ringe von Saruman
str_lorien_gift0|Samen, Nüsse und Beeren
str_lorien_gift1|Laternen und starkes Seil
str_lorien_gift2|Lembas
str_lorien_gift3|Silbergürtel und Gewandfibeln
str_lorien_gift4|Elbenmäntel
str_imladris_gift0|Weißes Brot und Kräuterbutter
str_imladris_gift1|Kristallglas
str_imladris_gift2|Miruvor
str_imladris_gift3|Bestickte Banner und silberverzierte Hörner
str_imladris_gift4|Heilende Kräuter und Salben
str_woodelf_gift0|Weiche Tierfelle
str_woodelf_gift1|Pfeilspitzen und Befiederung
str_woodelf_gift2|Jagdspeere
str_woodelf_gift3|Ausgebildete Jagdvögel
str_woodelf_gift4|Trinkbecher aus rotem Gold
str_dale_gift0|Halbedelsteine und Glasperlen
str_dale_gift1|Bände mit Heldensagen
str_dale_gift2|Wein aus Dorwinion
str_dale_gift3|Edle Pelze
str_dale_gift4|Aufwendige Spielzeuge und Instrumente
str_harad_gift0|Feigen und Granatäpfel
str_harad_gift1|Krieger-Halsbänder
str_harad_gift2|Geschnitztes Elfenbein
str_harad_gift3|Heiliger Schlangenwein
str_harad_gift4|Statuen der Goldenen Schlange
str_rhun_gift0|Wasserschläuche
str_rhun_gift1|Tätowiertinte
str_rhun_gift2|Kopfstücke mit Hörnern und Geweihen
str_rhun_gift3|Peitschen aus Pferdehaar
str_rhun_gift4|Pferdefleisch und -milch
str_khand_gift0|Bunte Gewürze
str_khand_gift1|Seidenrollen
str_khand_gift2|Jagdfalken
str_khand_gift3|Barren von gehärtetem Stahl
str_khand_gift4|Heilge Kriegermasken
str_umbar_gift0|Austern und Meersalz
str_umbar_gift1|Kämme und Angelhaken aus Walknochen
str_umbar_gift2|Lustsklaven
str_umbar_gift3|Seekarten der südlichen Meere
str_umbar_gift4|Geheimnisvolle númenorische Schemata
str_moria_gift0|Fauliges Zwergenbier
str_moria_gift1|Kohle
str_moria_gift2|Leuchtende Würmer der Tiefe
str_moria_gift3|Schwarze Höhlenperlen
str_moria_gift4|Metallreste der Zwerge
str_guldur_gift0|Schwarzer Schnaps
str_guldur_gift1|Giftige Folterreben
str_guldur_gift2|Sklavenkäfige auf Rädern
str_guldur_gift3|Gewaltige Spinneneier
str_guldur_gift4|Bände mit Schwarzer Zauberkunst
str_gundabad_gift0|Spitzer Körperschmuck aus Knochen
str_gundabad_gift1|Beschützende Kriegsbemalung
str_gundabad_gift2|Gekochter Zwergenschmalz
str_gundabad_gift3|Götzenmumien
str_gundabad_gift4|Schwarze Warge
str_dunland_gift0|Stinkender Ziegenkäse
str_dunland_gift1|Opfermesser aus Feuerstein
str_dunland_gift2|Armringe aus Bronze
str_dunland_gift3|Ziegen
str_dunland_gift4|Wolfsschädel und -klauen
str_beorn_gift0|Honigkuchen und Met
str_beorn_gift1|Bienenwachs und Hanfstoffe
str_beorn_gift2|Bienenstöcke
str_beorn_gift3|Bernstein-Halsketten
str_beorn_gift4|Ausgebildete Ponys
str_cmenu_follow|Begleiten
str_reset_to_default|Reset to Default
str_done|Fertig
str_gondor1|Gondor1
str_gondor2|Gondor2
str_gondor3|Gondor3
str_gondor4|Gondor4
str_gondor5|Gondor5
str_gondor6|Gondor6
str_gondor7|Gondor7
str_gondor8|Gondor8
str_gondor_end|Gondor1
str_gondor_intro|Ein bitterer Gedanke, dass der größte Held eines großen Volkes in Sichtweite seiner Heimat fiele, hilflos und allein.^^Die Neuigkeiten von Boromirs Tod verbreiteten sich in Gondor rasch wie der Wind, bis in die grünen Hügel der Pinnath Gelin und die tiefen Täler von Lamedon, an die Flussufer vor Pelargir und die Klippen bei Dol Amroth. Die Herzen der Menschen laufen über von Trauer und Leid, aber mehr noch von Sorge und Furcht, denn um Gondor steht es nicht gut, es sitzt in der Klemme zwischen gnadenlosen Feinden und trügerischen Verbündeten.^^ Der Schatten im Osten erhebt sich wieder, die verräterischen Korsaren von Umbar werden immer dreister, die wilden Menschen im Osten und Süden erheben Anspruch über die Lande von Gondor.^^Ihr könnt nicht mehr abwarten und zusehen. Euren Fürsten und Hauptleuten schenkt ihr euer Vertrauen, und diese geben euch Schwert und Speer an die Hand, um eure Heimat zu verteidigen. Gondors Macht schwindet, aber noch hält es stand. Du bist fest entschlossen, deine Teil zu leisten in diesem heraufziehendem Krieg. Du weißt nicht, worüber gesprochen wird in den Versammlungen der Großen und Weisen, aber eines weist du sicher: Wenn der Mut Gondors erschöpft und Minas Tirith fällt, dann wird das letzte Licht des Westens erlischen. Und der Schatten wird alles verschlingen.
str_dwarf_intro|^Dem Königreich unter dem Berg geht es prächtig, gar keine Frage. Der alte König Dáin ist nun über zweihundert und fünzig Jahre alt und - man kann es nicht anders beschreiben - märchenhaft reich. Unter seiner Herrschaft erstrahlt der Erebor in neuem Glanz und neuer Größe. Die Wasserstraßen von Thal, die Brunnen und Teiche bezeugen, dass die Fähigkeiten eurer Baumeister sogar die eurer Vorväter übertreffen, wenn ihr auch Kettenhemden und Klingen, wie sie geschmiedet wurden, bevor der Drache kam, leider nicht mehr zustande bringt.^^Jedoch hat eine neue Finsternis aus Mordor in den Hallen Einzug gehalten, als Saurons Bote, sein Atem wie das Zischen der Schlangen, kam und giftige Botschaft überbrachte. Schwer sind seitdem die Herzen der Großen, denn die Macht, die wieder nach Mordor zurückgekehrt ist, ist dieselbe wie einst. Der Schatten wächst und kommt näher - der Feind führt bereits seine ersten Züge aus und Krieg steht unmittelbar bevor.^^ Du hast geschworen, unter Waffen und an der Seite eurer Freunde dem Feind standzuhalten - mit oder ohne Hoffnung.^^Aber wenn der Kampfesmut der Zwerge vom Erebor nicht ausreicht, dann wird der Glanz von Dúrins Volk verblassenund in Vergessenheit geraten - und der Schatten wird alles verschlingen.
str_rohan_intro|^In diesen Zeiten des Zweifels bist du dir nur in einem sicher: Dem stolzen Volk von Rohan steht ein großer Krieg bevor. Niemand wird ihm entgehen, und nur wenige werden behalten, was sie ihr Eigen nennen. Einige flüstern zweifelhaften Rat in des Königs Ohr, aber dennoch bist du entschlossen, ihn aufzusuchen, einen grimmigen Kriegereid zu schwören und dich den schwerhändigen Hauptmännern und Fürsten anzuschließen, die die Herden und die Hirten beschützen.^^Saruman von Isengart erhebt Anspruch auf euer Land und seitdem kämpft ihr erbittert gegen seine Orks, Wolfsreiter und die Wilden aus Dunland. Der Herr des schwarzen Landes im Osten hat außerdem Stoßtrupps ausgeschickt, um Pferde zu stehlen - ausschließlich schwarze Pferde. Dir schwant Übles, denn es scheint als wäre Rohan sowohl im Osten wir auch im Westen von Feinden umgeben.^^Aber denn wirst du dich dem Kampf stellen, denn wenn man eines über die Rohirrim sagen kann, dann dass ihr Kampfesmut nie erlischt, und wären sie auch umgeben von Feinden und eingekreist von Feuer. Die Rosse von Rohan sind geschwind wie der Morgenwind. Und falls doch der Tod dich in die Hallen deiner Vorväter holen sollte, dann wird dir ein schönes Hügelgrab errichtet. Aber zuerst ruft der Krieg. Zäumt die Pferde, lasst die Hörner erschallen!^^Wenn jedoch selbst der Mut der Söhne und Töchter Eorls des Jungen versagen sollte, dann wird die letzte Hoffnung von Rohan schwinden und ersticken. Kein Horn wird mehr erschallen - und der Schatten wird alles verschlingen.
str_mordor_intro|^Die Dunkle Macht im Osten erhebt sich erneut. Die Legionen des Dunklen Herrschers wachsen stetig - Ostlinge kommen herbei, um zu dienen und Tribut zu leisten, hohläugige Númenorer, verlangend nach dem, was ihre Vorfahren verloren, und Herrscharen von Orks und Uruks, die nach Krieg und Zerstörung gieren. Die Gruben sind gefüllt mit fürchterlichen wilden Wargen. Und hoch oben in den schwarzen Lüften fliegen die geflügelten Nazgûl... die Augen und Ohren des Dunklen, mit Macht versehen, die du dir in deinen kühnsten Träumen nicht auszumalen wagst.^^Du bist entschlossen, mit allen Mitteln die Rangleiter hinaufzuklettern und dir in Lúgburz einen Namen zu machen. Mit Verstand, Zähigkeit, und unbarmherziger Härte im Kampf wirst du alle vernichten, die sich dir in den Weg stellen. DU wirst die Gunst des Dunklen Herrschers von Mordor erlangen, der nach dem unausweichlichen Krieg über die Welt herrschen wird... oder du wirst bei dem Versuch sterben.^^Das Licht des Westens wird ersticken. Das Zeitalter von Mordor hat begonnen!
str_isengard_intro|^Eine neue Macht erhebt sich und du bist Teil dieser Macht. Du marschierst und kämpfst unter dem Banner der Weißen Hand. Saruman dem Großen hast du die Treue geschworen, dem Tausendkundigen, dem Weisen, dem Listigen, der euch mit saftigem Menschenfleisch und Pferdefleisch versorgt.^^Unter seinem Banner marschieren die Uruk-hai. Kein noch so großer Krieger ist vor ihnen sicher, sie gewinnen jede Schlacht. Ihre Rüstung ist dick und ihre Schilde sind breit. Du wirst dir einen Namen und deinen Kampfgefährten machen und unzählige Weißhäute erschlagen. Nichts hält dich auf, bei Tag oder bei Nacht, bei Regen oder bei Sturm, bis deine Feinde tot und vernichtet zu deinen Füßen liegen.^^ Sarumans Kunst ist groß! Sie wird die Macht der Pferdeherren und ihrer schwächlichen Verbündeten zerbrechen; Jawohl, bald wird auch Elbenfleisch auf dem Speiseplan stehen. Ihre Wälder und Dörfer werden brennen, ihre Städte und Festungen auch. Und dann... wer sagt denn, dass sich die Maden und Affen von Lugbúrz nicht der Macht von Orthanc beugen müssen? Die Starken befehlen, die Schwachen dienen.^^Die Zeit der Menschen ist vorüber. Das Zeitalter von Isengart ist gekommen!
str_lorien_intro|^Es ist der Brauch deines Volkes, der Galadhrim von Laurelindórenan, in den Wipfeln der Bäume zu wohnen. Die großen Mellyrn tragen in ihren mächtigen Kronen goldene Blätter und gelbe Blüten. Und an den Wassern der Nimrodel kann man erholsame Ruhe finden und für einen Moment seine Sorgen vergessen. Doch in diesen dunkler werdenden Tagen vermag niemand, den dräuenden Schatten zu vergessen, der stetig näher kommt, herandrängend aus dem Osten, aus dem schwarzen Land von Mordor.^^Seit Langem schon hat dein Volk nur wenig zu tun mit anderen Völkerschaften außerhalb des Goldenen Waldes. Wahrlich, hierin zeigt sich besonders klar die Macht des Dunklen Herrschers; in der Entfremdung, die diejenigen entzweit, die ihm noch widerstehen. Du hast jedoch erkannt, dass dieses Leben, auf einer Insel inmitten der Dunkelheit, nur Verzweiflung bringen kann. Einige von euch singen noch, dass der Schatten sich zurückziehen, und der Frieden zurückkommen werde; und auch wenn die Welt nie mehr so sein wird wie sie einst war, so wirst du doch dein Schwert und deinen Bogen ergreifen und deinen Teil beitragen in diesem unausweichlichen Krieg, um nicht nur das Traumblumenland, welches du so liebst, zu verteidigen, sondern auch die Lande jenseits seiner Grenzen, die sonst dem Bösen anheim fallen würden.^^Denn wenn die alten Bündnisse nicht erneuert werden und aller Gedanke nur darauf sinnt, die Niederlage so lang wie möglich hinauszuzögern, dann wird das letzte Licht in Lórien für immer erlöschen - und der Schatten wird alles verschlingen.
str_imladris_intro|^Weh! Dass wir die letzten Tage dieses Zeitalters erleben müssen! In Imladris, im heimeligen Hauses Elronds des Halbelben, kann man noch den Widerschein des Ruhms und des Glanzes des Eregion von Einst wahrnehmen. Aber die Welt wird niemals mehr so sein, wie sie war.^^Die Ebenen Eriadors, obgleich noch immer schön, werden nicht mehr von Menschenhand bestellt. Die Dúnedain von Arnor, schon vor dem Fall ihres Reiches nur noch gering an der Zahl, halten einsame Wacht über die wüste Wildnis des Nordens. Und die Tage von Gil-Galad sind unwiederbringlich verloren, denn die Erstgeborenen werden schwächer und ziehen in den Westen, während das Blut von Númenor und das Volk von Westernis schwinden.^^Wenn auch Bruchtal selbst eine sichere Zuflucht bleibt, so verdunkeln sich doch die umgebenden Lande.^^Ein letzter Sammelruf ist erschollen und ein großes Aufgebot ist von Imladris ausgezogen - vielleicht das letzte für alle Zeitalter. Du bist ein Teil dieses Aufgebots. Und auch wenn du deine Pflicht erfüllen wirst, wie es die Weisen und die Großen befehlen, so ist doch dein Herz nicht frei von Zweifeln. Weder in Imladris, noch an den Grauen Anfuhrten, noch selbst im goldenen Wald von Lórien ist genügend Stärke verblieben, um dem Feind zu widerstehen, wenn er alle Lande umher unterworfen hat und sich mit all seiner Macht den Elben zu wenden sollte.^^Dennoch besteht ein fahler Hoffnungsschimmer: Wenn die alten Bündnisse erneuert würden und sich alle, die dem Bösen widerstehen, gegen den gemeinsamen Feind zusammenschließen, dann könnte etwas Zeit gewonnen werden, vielleicht genug Zeit, um doch noch das Ende der Macht von Mordor zu erleben.^^Aber wenn die alten Bündnisse versagen und alte Freunde untergehen, dann bleibt nichts mehr abzuwarten, außer den immer trüber werdenden Tagen vor dem Hereinbrechen der ewigen Nacht. Und der Schatten wird alles verschlingen.
