
str_yes|Sí.
str_moria_rumor_6|Hay muchos túneles en Moria. No utilizamos todos ellos.
str_moria_rumor_7|Algunos hombrecillos y enanos burlaron la vigilancia de nuestros centinelas hace poco. Hemos doblado la guardia desde entonces.
str_moria_rumor_8|¡Los Enanos jamás volverán a pisar este lugar! ¡Nunca!
str_moria_rumor_9|Cuando reunamos suficientes tropas, iremos a incendiar los bosques de los elfos.
str_moria_rumor_10|No hay mucha comida en Moria. Estamos hambrientos. ¡Tenemos que cazar hombres y elfos!
str_moria_rumor_11|Algunos se adentran en el bosque hacia el sur. Ninguno ha vuelto.
str_umbar_rumor_begin|¡Todos los mares pertenecerán a la flota de las velas negras!
str_umbar_rumor_2|No quedan barcos de Gondor para hundir, así que ahora saqueamos tierra adentro.
str_umbar_rumor_3|Nuestros incursores nocturnos pueden luchar en la oscuridad igual de bien que a plena luz del día. Ellos son los que dirigen nuestras partidas de batidores tierra adentro.
str_umbar_rumor_4|¡La gente de Gondor no sabe navegar! Son marineros de agua dulce.
str_umbar_rumor_5|Hemos matado reyes de Gondor en el pasado. Ahora ni siquiera tienen un rey que podamos matar.
str_umbar_rumor_6|Los traicioneros soldados de Gondor quemaron nuestra flota hace algunos años. Ahora Gondor será el que arda.
str_umbar_rumor_7|Ninguna criatura del mar asusta a un corsario. Pero hemos oído algunos rumores preocupantes hablando de abominaciones en tierra firme.
str_umbar_rumor_8|Arrasaremos las tierras de Gondor como una ola gigante y reclamaremos nuestras antiguas tierras, antaño perdidas.
str_umbar_rumor_9|Los Haradrim no beben ron. ¿Lo sabíais? A nosotros nos gusta beber un poco, para mejorar nuestra puntería con el arpón.
str_umbar_rumor_10|He visto luchar a algunos Variags de Khand. No me gustaría tener que enfrentarme a ellos en batalla. Es bueno tenerlos de nuestra parte.
str_khand_rumor_begin|Una pelea es una pelea, no importa lo sangrienta que sea. ¡Pero huir es la mayor deshonra que existe!
str_khand_rumor_2|Una vez que nuestras espadas han salido de su vaina, ¡necesitan beber sangre!
str_khand_rumor_3|El suelo tiembla al paso de nuestra caballería pesada, ¡pero nuestros enemigos tiemblan con la mera mención de nuestro nombre!
str_khand_rumor_4|Esta vez dejamos atrás a los Aurigas. Nuestro ataque cogerá a nuestros enemigos desprevenidos.
str_khand_rumor_5|Somos los Variags de Khand, ¡los guerreros más fieros de toda la Tierra Media!
str_khand_rumor_6|Los guerreros de Rhûn son también bastante fieros, pero luchan a caballo, mientras que nosotros machacamos a nuestros enemigo a pie.
str_khand_rumor_7|Hemos luchado contra Gondor en el pasado, ¡y esta vez acabaremos con ellos para siempre!
str_khand_rumor_8|El Oeste es débil y decadente. No tienen ningún espíritu guerrero. Caerán bajo nuestras hachas y espadas.
str_khand_rumor_9|Nosotros no luchamos por oro o por conseguir esclavos, ¡luchamos por el honor y por la gloria!
str_khand_rumor_10|Los hombres del Oeste son arrogantes, ¡no saben a qué poder se están enfrentando!
str_khand_rumor_11|Nosotros comerciamos con Rhûn, Mordor y Harad. Y algunas veces luchamos contra ellos también. Tal es la costumbre de nuestra gente.
str_khand_rumor_12|¿Todavía no has hecho tu máscara de batalla? ¡Necesitarás una pronto! Si tu enemigo no puede ver tu cara, su espíritu no te podrá encontrar.
str_good_rumor_begin|De las cenizas subirá un fuego, y una luz asomará en las sombras; el descoronado será de nuevo rey, forjarán otra vez la espada rota.
str_good_rumor_2|Los orcos luchan mejor de noche pero son más débiles durante el día.
str_good_rumor_3|¡Los Uruk-hai son una raza diferente de orcos que no temen a la luz del sol!
str_good_rumor_4|Siempre después de una derrota y una tregua, la Sombra toma una nueva forma y crece otra vez.
str_good_rumor_5|La Ciénaga de los Muertos... Una tierra corrompida, enferma sin la más remota esperanza de cura.
str_good_rumor_6|La Sombra que los engendró sólo puede remedar, no crear: no seres verdaderos, con vida propia. No creo que haya dado vida a los orcos, pero los malogró y los pervirtió.
str_good_rumor_7|Se solía llamar el Bosque Verde, y antaño estaba lleno de elfos. El más grande de los bosques del mundo septentrional. Pero ahora se llama el Bosque Negro. Y está lleno de todo tipo de criaturas malvadas.
str_good_rumor_8|Los Argonath, los Pilares de los Reyes, son los gigantescos guardianes de la antigua frontera septentrional de Gondor.
str_good_rumor_9|Amon Hen es el más occidental de los tres picos en el extremo sur de Nen Hithoel.
str_neutral_rumor_begin|Mañana todo podría cambiar...
str_neutral_rumor_2|La Ciénaga de los Muertos... Un lugar corrompido y enfermo.
str_neutral_rumor_3|Esta tierra antes era muy diferente.
str_neutral_rumor_4|Los hombres luchan peor por la noche. Pero hay algunos que están acostumbrados a ver en la oscuridad.
str_evil_rumor_begin|Los orcos luchan mejor por la noche, los hombres luchan mejor a la luz del día.
str_evil_rumor_2|¡Enfréntate al jinete con pica, al guerrero de a pie con arco, y al arquero con escudo!
str_evil_rumor_3|Las estatuas enormes de esos debiluchos que hay en el gran río no seguirán en pie durante mucho más tiempo.
str_legendary_rumor_begin|La leyenda dice que los árboles se reúnen para hablar en el bosque de Fangorn.
str_legendary_rumor_amonhen|Dicen que hay un lugar especial en el río Anduin, donde se encuentran las grandes estatuas.
str_legendary_rumor_deadmarshes|Se rumorea que todo lo muerto parece vivo en el centro de la Ciénaga de los Muertos.
str_legendary_rumor_mirkwood|Existen otras criaturas además de orcos acechando en el Bosque Negro.
str_legendary_rumor_fangorn|Fangorn es un bosque que sería mejor evitar. Allí suceden cosas muy raras.
str_last_rumor|No he oído nada interesante últimamente.
str_ent_rumor_begin|No te apresures...
str_ent_rumor_2|¡Aprended ahora la ciencia de las Criaturas Vivientes! Nombrad primero los cuatro, los pueblos libres: los más antiguos, los hijos de los Elfos; el Enano que habita en moradas sombrías; el Ent, nacido de la tierra, viejo como los montes; el Hombre mortal, domador de caballos.
str_ent_rumor_3|El viejo Éntico es un lenguaje encantador, pero lleva mucho tiempo decir algo en él, pues nunca decimos nada, excepto cuando vale la pena pasar mucho tiempo hablando y escuchando..
str_gondor_rank_0|{Súbdito/Súbdita} de Gondor
str_gondor_rank_1|Soldado de Gondor
str_gondor_rank_2|Sargento de Gondor
str_gondor_rank_3|{Caballero/Dama} de Gondor
str_gondor_rank_4|Guardia de la Torre de Gondor
str_gondor_rank_5|Guardia de la Ciudadela de Gondor
str_gondor_rank_6|Guardia del Senescal de Gondor
str_gondor_rank_7|Capitán de Gondor
str_gondor_rank_8|{Campeón/Campeona} de Gondor
str_gondor_rank_9|{Héroe/Heroina} de Gondor
str_dwarf_rank_0|Joven Enano
str_dwarf_rank_1|Minero Enano
str_dwarf_rank_2|Guerrero Enano
str_dwarf_rank_3|Enano Barbiluengo
str_dwarf_rank_4|Hacha-de-Enano
str_dwarf_rank_5|Maetro del Hacha Enano
str_dwarf_rank_6|Enano Barbagrís
str_dwarf_rank_7|Capitán Enano
str_dwarf_rank_8|Caudillo Enano
str_dwarf_rank_9|Héroe Enano
str_rohan_rank_0|Ceorl, {Súbdito/Súbdita} de Rohan
str_rohan_rank_1|Thain, {Servidor/Servidora} de Rohan
str_rohan_rank_2|Léod, {Hombre Libre/Mujer Libre} de Rohan
str_rohan_rank_3|Rohir, Jinete de Rohan
str_rohan_rank_4|Scyldbora, Portaescudo de Rohan
str_rohan_rank_5|Swéordbora, Portaespada de Rohan
str_rohan_rank_6|Frumgar, Primera Lanza de Rohan
str_rohan_rank_7|Bealdoraed, {Primer Consejero/Primera Consejera} de Rohan
str_rohan_rank_8|Eorl, Noble de Rohan
str_rohan_rank_9|Haleth, {Héroe/Heroina} de Rohan
str_mordor_rank_0|Gusano
str_mordor_rank_1|Snaga
str_mordor_rank_2|{Traidor/Traidora} de Gorgoroth
str_mordor_rank_3|Centinela de Cirith Ungol
str_mordor_rank_4|Capataz de Esclavos de Udûn
str_mordor_rank_5|{Saqueador/Saqueadora} de Durthang
str_mordor_rank_6|Vigilante de Morannon
str_mordor_rank_7|Capitán de Minas Morgul
str_mordor_rank_8|Comandante de Barad-dûr
str_mordor_rank_9|Azote de la Humanidad
str_isengard_rank_0|Rata
str_isengard_rank_1|Snaga
str_isengard_rank_2|Hostigador
str_isengard_rank_3|Incendiabosques
str_isengard_rank_4|Alimentador de Huargos
str_isengard_rank_5|Fundidor de Hierro
str_isengard_rank_6|Maestro de la Forja
str_isengard_rank_7|Capitán de Orthanc
str_isengard_rank_8|Comandante de las Legiones
str_isengard_rank_9|Mano Derecha del Mago
str_lorien_rank_0|Sador, Leal a Lórien
str_lorien_rank_1|Tauron, {Explorador/Exploradora} de Lórien
str_lorien_rank_2|Mifaron, {Cazador/Cazadora} Gris de Lórien
str_lorien_rank_3|Thindirith, Guardia Gris de Lórien
str_lorien_rank_4|Thangyl, Portaescudo de Lórien
str_lorien_rank_5|Maglagyl, Portaespada de Lórien
str_lorien_rank_6|Tiribrannon, {Protector/Protectora} de Lothlórien
str_lorien_rank_7|Glaurchir, Gran Maestre de Lórien
str_lorien_rank_8|Galadhîr, Gran {Señor/Señora} de Lórien
str_lorien_rank_9|Thalion, {Héroe/Heroina} de Lórien
str_imladris_rank_0|Háno, {Hermano/Hermana} de Imladris
str_imladris_rank_1|Macar, {Guerrero/Guerrera} de Imladris
str_imladris_rank_2|Sindacollo, Manto Gris de Imladris
str_imladris_rank_3|Luinëcollo, Manto Azul de Imladris
str_imladris_rank_4|Turmacolindo, Portaescudo de Imladris
str_imladris_rank_5|Langocolindo, Portaespada de Imladris
str_imladris_rank_6|Aráto, {Campeón/Campeona} de Imladris
str_imladris_rank_7|Hesto, Capitán de Imladris
str_imladris_rank_8|Runando, {Redentor/Redentora} de Imladris
str_imladris_rank_9|Callo, {Héroe/Heroina} de Imladris
str_woodelf_rank_0|Sador, Leal al Bosque Verde
str_woodelf_rank_1|Tauron, {Explorador/Exploradora} del Bosque Verde
str_woodelf_rank_2|Hirfaron, {Cazador Experto/Cazadora Experta} del Bosque Verde
str_woodelf_rank_3|Calendirith, Guardia Verde del Bosque Verde
str_woodelf_rank_4|Thangyl, Portaescudo del Bosque Verde
str_woodelf_rank_5|Maglagyl, Portaespada del Bosque Verde
str_woodelf_rank_6|Tiribrannon, {Protector/Protectora} del Bosque Verde
str_woodelf_rank_7|Pengherdir, {Maestro Arquero/Maestra Arquera} del Bosque Verde
str_woodelf_rank_8|Armagor, Espadachín Real del Bosque Verde
str_woodelf_rank_9|Thalion, {Héroe/Heroina} del Bosque Verde
str_dale_rank_0|{Súbdito/Súbdita} de Valle
str_dale_rank_1|{Hombre Libre/Mujer Libre} de Valle
str_dale_rank_2|Soldado de Valle
str_dale_rank_3|{Barquero/Barquera} de Valle
str_dale_rank_4|Portaescudo de Valle
str_dale_rank_5|Portaespada de Valle
str_dale_rank_6|Bardinga, {Arquero/Arquera} de Valle
str_dale_rank_7|Capitán de Valle
str_dale_rank_8|{Señor/Señora} del Lago de Valle
str_dale_rank_9|{Héroe/Heroina} de Valle
str_harad_rank_0|{Iniciado/Iniciada} de la Tribu
str_harad_rank_1|{Adulto/Adulta} de la Tribu
str_harad_rank_2|{Guerrero/Guerrera} de la Tribu
str_harad_rank_3|Mataleones
str_harad_rank_4|{Encantador/Encantadora} de Serpientes
str_harad_rank_5|{Domador/Domadora} de Mumakil
str_harad_rank_6|Guardia de la Serpiente Negra
str_harad_rank_7|Capitán de Harondor
str_harad_rank_8|General del Gran Desierto
str_harad_rank_9|La Serpiente Dorada
str_rhun_rank_0|{Hombre/Mujer} de las Llanuras de Rhûn
str_rhun_rank_1|{Siervo/Sierva} de Rhûn
str_rhun_rank_2|{Guerrero/Guerrera} de Rhûn
str_rhun_rank_3|{Guerrero/Guerrera} Toro de Rhûn
str_rhun_rank_4|Portaescudo de Rhûn
str_rhun_rank_5|Portaespada de Rhûn
str_rhun_rank_6|{Señor/Señora} de los Caballos de Rhûn
str_rhun_rank_7|{Señor/Señora} de la Guerra de Rhûn
str_rhun_rank_8|{Jefe/Jefa} de los Clanes de la Estepa
str_rhun_rank_9|Mano Derecha de Khamûl
str_khand_rank_0|{Hombre/Mujer} de las Llanuras de Khand
str_khand_rank_1|{Siervo/Sierva} de Khand
str_khand_rank_2|{Guerrero/Guerrera} de Khand
str_khand_rank_3|{Guerrero/Guerrera} Halcón de Khand
str_khand_rank_4|Portaescudo de Khand
str_khand_rank_5|Portaespada de Khand
str_khand_rank_6|{Señor/Señora} de los Caballos de Khand
str_khand_rank_7|{Caudillo/Caudilla} de los Variags
str_khand_rank_8|{Jefe/Jefa} de los Clanes Variag
str_khand_rank_9|{Conquistador Legendario/Conquistadora Legendaria}
str_umbar_rank_0|{Marinero/Marinera} de Agua Dulce
str_umbar_rank_1|Grumete
str_umbar_rank_2|{Marinero/Marinera}
str_umbar_rank_3|{Arponero/Arponera}
str_umbar_rank_4|Cortapescuezos
str_umbar_rank_5|{Saqueador/Saquadora}
str_umbar_rank_6|{Señor/Señora} de la Vela
str_umbar_rank_7|Capitán de Umbar
str_umbar_rank_8|Comandante de la Flota
str_umbar_rank_9|Gran Almirante de los Mares
str_moria_rank_0|Gusano
str_moria_rank_1|Snaga
str_moria_rank_2|Rata de Túnel
str_moria_rank_3|Forrajeador de las Cuevas
str_moria_rank_4|Saqueador de las Minas
str_moria_rank_5|Desvalijador de los Salones
str_moria_rank_6|Azote de los Enanos
str_moria_rank_7|Caudillo Trasgo
str_moria_rank_8|Jefe de los Trasgos
str_moria_rank_9|Terror de las Profundidades
str_guldur_rank_0|Gusano
str_guldur_rank_1|Snaga
str_guldur_rank_2|Traidor de Gorgoroth
str_guldur_rank_3|Centinela de Cirith Ungol
str_guldur_rank_4|Capataz de Esclavos de Udûn
str_guldur_rank_5|Saqueador de Durthang
str_guldur_rank_6|Vigilante de Morannon
str_guldur_rank_7|Capitán de Minas Morgul
str_guldur_rank_8|Comandante de Barad-dûr
str_guldur_rank_9|Azote de la Humanidad
str_gundabad_rank_0|Gusano
str_gundabad_rank_1|Snaga
str_gundabad_rank_2|Rata de Túnel
str_gundabad_rank_3|Forrajeador de las Cuevas
str_gundabad_rank_4|Saqueador de las Colinas
str_gundabad_rank_5|Desvalijador de las Montañas
str_gundabad_rank_6|Azote de los Enanos
str_gundabad_rank_7|Caudillo de los Jinetes de Huargos
str_gundabad_rank_8|Gran Trasgo
str_gundabad_rank_9|Gran Saqueador del Norte
str_dunland_rank_0|{Cachorro/Cachorra}
str_dunland_rank_1|{Perro/Perra}
str_dunland_rank_2|{Perro/Perra} de Guerra
str_dunland_rank_3|{Lobo/Loba}
str_dunland_rank_4|{Lobo/Loba} Fuerte
str_dunland_rank_5|{Lobo/Loba} Salvaje
str_dunland_rank_6|Gran {Lobo/Loba}
str_dunland_rank_7|Líder de la Manada
str_dunland_rank_8|{Jefe/Jefa} de los Clanes
str_dunland_rank_9|{Vengador/Vengadora} de Freca
str_beorn_rank_0|{Osezno/Osezna} de los Bosques
str_beorn_rank_1|{Rastreador/Rastreadora} de los Bosques
str_beorn_rank_2|{Cazador/Cazadora} de los Bosques
str_beorn_rank_3|Guardabosques
str_beorn_rank_4|Portaescudo de los Bosques
str_beorn_rank_5|Portahacha de los Bosques
str_beorn_rank_6|{Oso/Osa} de los Bosques
str_beorn_rank_7|Gran {Oso/Osa} de los Bosques
str_beorn_rank_8|Gigante de los Bosques
str_beorn_rank_9|{Héroe/Heroina} de los Bosques
str_tld_introduction|TLD Introducción - deberíais ir a Edoras.
str_tld_erebor_dungeon|El olor de la muerte rodea este lugar. Será mejor que vaya con cuidado.
str_tld_spear_hit|¡Ay!
str_fullname_region_unknown|una región sin nombre, en alguna parte de la Tierra Media
str_fullname_region_pelennor|los Campos del Pelennor, las llanuras alrededor de Minas Tirith, capital del Reino de Gondor
str_fullname_region_subfac_pelargir|el feudo de Lebennin, parte del Reino de Gondor
str_fullname_region_subfac_dol_amroth|Belfalas, la región costera en el sur de Gondor
