qstr_Received_{reg0}_dama|Recibes {reg0} de daño.
qstr_Thank_you_for_offeri|Gracias por ofrecer tu ayuda, {playername}.^^Las caravanas que van y vienen de la ciudad han sido atacadas varias veces por {s6}. Se vuelven más osados con cada emboscada, y cada vez se acercan más a la ciudad.
qstr_Good_of_you_to_ask_{|Me alegra que lo preguntes, {playername}.^^Hay {s6} pululando por los alrededores, creyéndose que están al mando. Nadie hace nada para detenerlos, así que se están volviendo cada vez más atrevidos y robando lo que nos pertenece por derecho.
qstr_The_people_have_aske|La gente ha pedido ayuda para matar al menos {reg22} {s6}, con la esperanza de que eso sirva para mantenerlos alejados durante un tiempo.^^¿Serías capaz de hacerlo?
qstr_I_want_you_to_slay_a|Quiero que liquides al menos a {reg22} {s6}, para demostrar a esos blandengues lo insignificantes que son.^^¿Qué te parece?
qstr_We_will_get_rid_of_t|Nos libraremos de estas alimañas.
qstr_{s9}_wants_you_to_sl|{s9} quiere que mates a {reg22} {s6} en combate.
qstr_The_{s9}_of_{s3}_ask|El {s9} de {s3} te ha pedido que le lleves {reg5} unidades de comida en {reg6} días.
qstr_The_{s9}_of_{s3}_aske|El {s9} de {s3} te ha pedido que le lleves {reg5} unidades de {s6} en {reg0} días.
qstr_Escort_the_supply_tr|Escolta una Caravana de Suministros a {s8}
qstr_The_{s9}_of_{s4}_aske|El {s9} de {s4} te ha pedido que acabes con los molestos trasgos a las afueras de la ciudad.
qstr_The_{s9}_of_{s14}_ha|El {s9} de {s14} te ha pedido que te ocupes de un grupo de bandidos que están causando estragos en {s14}. Sólo salen de noche y atacan a personas solas en la calle.
qstr_refugees|refugiados
qstr_slaves|esclavos
qstr_{s1}_Refugees|Refugiados de {s1}
qstr_{s1}_Slaves|Esclavos de {s1}
qstr_The_{s11}_of_{s10}_a|El {s11} de {s10} te ha pedido que escoltes a algunos {s12} a {s13}.
qstr__Guards_slaughter_hi|¡Guardias, acabad con él!
qstr_Slaughter_him_for_fr|¡Acabad con él si queréis carne humana fresca!
qstr_This_is_{s5}_Command|Estamos en {s5}, capitán.
qstr_{s6}_This_place_and_|{s6} Este lugar y sus cercanías pertenecen a {s7} de {s8}.
qstr_Hey_scum!_I_can_fix_|¡Oye, tú, escoria! Creo que te voy a arreglar esa mandíbula tuya.
qstr_Watch_where_you_re_g|Mira por donde vas, ¡Gusano!
qstr_I_don_t_like_your_fa|¡No me gusta tu cara! Creo que necesita algún arreglo.
qstr_What_are_you_looking|¿Qué estás mirando? ¿QUÉ?
qstr_the_white_hand|la mano blanca
qstr_the_lidless_eye|el ojo sin párpado
qstr_I_have_some_of_your_|Tengo algunos de los vuestros conmigo. Les dejaré unirse a ti para ayudar en la causa.
qstr_Some_of_your_stinky_|Algunos de vuestros apestosos camaradas están conmigo. Estoy seguro que preferirían ir contigo.
qstr_{s4}_It_is_always_go|{s4} Siempre es bueno ver a uno de los nuestros.
qstr_a_nearby_town|una ciudad cercana
qstr_that_town_over_there|esa ciudad de allí
qstr_{s4}^We_are_from_{s1|{s4}^Somos de {s11}, y estamos reconociendo el terreno en dirección a {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^Estamos {reg1?forrajeando:saqueando} en los alrededores de {s11}.
qstr_{s4}^We_are_patrolli|{s4}^Estamos patruyando los alrededores de {s11}.
qstr_{s4}^We_are_carrying|{s4}^Estamos llevando suministros de {s11} a {s12}.
qstr_{s4}^We_are_escortin|{s4}^Estamos custodiando prisioneros hasta {s12}.
qstr_Greetings_do_you_nee|Saludos, ¿necesitas refuerzos?
qstr_I_will_need_your_hel|Voy a necesitar vuestra ayuda. Seguidme, por favor. [Cuesta {reg1}/{reg2} de influencia]
qstr_You_and_your_men_mus|Tú y los tuyos tenéis que seguirme. [Cuesta {reg1}/{reg2} de influence]
qstr_It_looks_like_you_ha|Parece que ya tienes demasiados seguidores.
qstr_Why_do_you_need_us?_|¿Para qué nos necesitas? ¡Ya tienes a todos los seguidores que puedes necesitar!
qstr_We_will_follow_you_t|Te seguiremos, pero no podemos alejarnos demasaido.
qstr_If_there_is_killing_|Si hay a quien matar, te seguiremos. Pero no podemos ir demasiado lejos, o nos meteremos en un buen lío.
qstr_We_cannot_leave_our_|Ahora mismo no podemos abandonar nuestro puesto para seguirte. [Puntos de Influencia insuficientes (Requiere {reg1})]
qstr_Who_are_you_to_comma|¿Quién eres tú para darnos órdenes? [Puntos de Influencia insuficientes (Requiere {reg1})]
qstr_Then_let_us_go._Stay|Entonces, pongámonos en marcha. Manteneos cerca, pronto os necesitaré.
qstr_There_will_be_blood_|Habrá sangre, eso sguro. ¡Manteneos cerca, u os lo perderéis!
qstr_Goodbye_friends.|Buen viaje, amigos míos.
qstr_See_you_later_if_you|Nos veremos más tarde si no mueres antes.
qstr_I_don_t_need_your_he|Ya no necesito de vuestros servicios, volved a casa.
qstr_I_don_t_have_any_nee|Ya no os necesito, fuera de mi vista.
qstr_We_will_return_to_ou|Entonces volveremos a nuestro puesto original, adiós.
qstr_Lads_we_re_going_hom|¡Eh muchachos, es hora de irse a casa!
qstr__^Oh_and_take_back_t|^Ah, y llévate de vuelta a esos soldados, que no son de los nuestros.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Esos bravos:Ese bravo} {reg28?soldados ayudarán:soldado ayudará} sin duda a defender nuestras tierras .{s32} {s23}^^[ganas {reg14} Puntos de Recursos de {s14}]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Esos soldados:Ese soldadol} {reg28?serán útiles:será útil} para seguir sembrando el caos.{s32}^{s23}^^[ganas {reg14} Puntos de Recursos de {s14}]
qstr_Good_luck_in_your_tr|Buena suerte en vuestros viajes.
qstr_Try_not_getting_your|Intenta que no te maten.
qstr_You_ready_your_weapo|Aprestas tus armas, sintiendo cómo la memoria de tu exepiencia pasada fluye por tu cuerpo. (Destrezas de Armas y Habilidades mejoradas)
qstr_The_previous_battle_|La batalla anterior te ha hecho entrar en calor. Te sientes revitalizado, y listo para continuar. (Atributos, Habilidades y Destrezas de Armas mejoradas)
qstr_You_are_tired_but_ad|Estás cansado, pero la adrenalina que corre por tus venas te permite seguir adelante. (Atributos, Habilidades y Destrezas de Armas mejoradas)
qstr_These_are_great_weap|En verdad, estas son excelentes armas. Producen una extraña sensación al tacto... (Habilidades y Destrezas de Armas mejoradas)
qstr_You_can_barely_raise|Apenas te quedan fuerzas para sostener tus armas... pero ver a tus compañeros y parientes a tu alrededor fortalece tu determinación. (Habilidades y Destrezas de Armas mejoradas).
qstr_With_Lord_Balin_s_tr|Tras recibir el tesoro del Señor Balin, y con el recuerdo de su muerte aun fresco en tu mente, tu cólera arde con más intensidad. (Atributos, Habilidades y Destrezas de Armas mejoradas)
qstr_We_cannot_hold..._we|No podemos resistir... estamos acabados...
qstr_You_do_not_know_how_|No sabes cuánto más podrás aguantar...
qstr_How_long_can_we_keep|¿Por cuánto tiempo podremos seguir así? Ya no puedo sostenar mi hacha...
qstr_You_know_that_the_en|Sabes que el final está cerca...
qstr_You...._good....dwar|Tú... buen... enano...
qstr_You_can_no_longer_ra|Ya no eres capaz de alzar tu arma...
qstr_There_are_too_many..|Son demasiados... son demasiados....
qstr_..........|..........
qstr_It_is_off_to_work_we|Vamos a trabajar...
qstr_Your_mind_starts_to_|Tu mente empieza a divagar... pensando en oro y grandes tesoros...
qstr_...............|...............
qstr_Sleep_sounds_good...|Dormir... suena bien...
qstr_For_Balin!!|¡¡Por Balin!!
qstr_For_Balin...|Por Balin...
