
str_yes|是。
str_fullname_region_the_wold|沃德，洛汗東北部的騎手之地
str_fullname_region_gap_of_rohan|洛汗隘口，洛汗的最西邊界，是洛汗和登蘭德之間爭奪的地區。
str_fullname_region_entwash|樹沐河河口，流經洛汗的樹沐河在這裡與安都因河交匯
str_fullname_region_wetwang|寧道夫，威頓的溼地
str_fullname_region_dead_marshes|死亡沼澤，古代達哥拉大戰的戰場，現在則是受詛咒的地方
str_fullname_region_isengard|捻苦路納，艾辛格之谷
str_fullname_region_fangorn|法貢森林，據說這裡的樹會說話
str_fullname_region_brown_lands|褐地，涵蓋艾明莫爾和幽暗密林之間的廣闊區域
str_fullname_region_dagorlad|達哥拉，偉大、無樹、廣闊的戰役平原，位於魔多之門前
str_fullname_region_n_undeep|北河套，安都因河兩個曲流中較大的那個
str_fullname_region_s_undeep|南河套，安都因河兩個彎曲處中較小的那個
str_fullname_region_emyn_muil|東艾明莫爾，阿蒙勞之上的石丘陵
str_fullname_region_misty_mountains|迷霧山脈北部的山麓
str_fullname_region_lorien|羅斯洛立安，辛達精靈的森林，金色梅隆樹生長的地方
str_fullname_region_anduin_banks|安都因河谷中部，卡爾岩和羅瑞安之間
str_fullname_region_n_mirkwood|幽暗密林北部茂密的森林，木精靈的家園
str_fullname_region_s_mirkwood|幽暗密林南部，據說有奇怪生物出沒
str_fullname_region_c_mirkwood|幽暗密林中部的林海中，山林人的居處
str_fullname_region_grey_mountains|灰色山脈的山麓
str_fullname_region_mordor|魔多，索倫的黑暗王國
str_fullname_region_dimrill|丁瑞爾河谷，位於摩瑞亞山腳下
str_fullname_region_s_rebor|河谷鎮王國，位於孤山腳下
str_shortname_region_unknown|無名之地
str_shortname_region_pelennor|帕蘭諾平原
str_shortname_region_subfac_pelargir|蘭班寧領
str_shortname_region_subfac_dol_amroth|貝爾法拉斯
str_shortname_region_subfac_ethring|林羅谷
str_shortname_region_subfac_lossarnach|羅薩納奇領
str_shortname_region_subfac_pinnath_gelin|皮那斯傑林地區
str_shortname_region_subfac_blackroot|拉密頓領
str_shortname_region_n_ithilien|北伊錫利恩
str_shortname_region_c_ithilien|艾明亞南
str_shortname_region_s_ithilien|南伊錫利恩
str_shortname_region_druadan_forest|督伊頓森林
str_shortname_region_firien_wood|費理安森林
str_shortname_region_anorien|安諾瑞安
str_shortname_region_rohan0|福爾德
str_shortname_region_rohan1|東埃姆內特
str_shortname_region_rohan2|西埃姆內特
str_shortname_region_rohan3|東谷
str_shortname_region_rohan4|西谷
str_shortname_region_rohan5|聖盔谷
str_shortname_region_the_wold|沃德
str_shortname_region_gap_of_rohan|洛汗隘口
str_shortname_region_entwash|樹沐河河口
str_shortname_region_wetwang|寧道夫
str_shortname_region_dead_marshes|死亡沼澤
str_shortname_region_isengard|捻苦路納
str_shortname_region_fangorn|法貢森林
str_shortname_region_brown_lands|褐地
str_shortname_region_dagorlad|達哥拉
str_shortname_region_n_undeep|北河套
str_shortname_region_s_undeep|南河套
str_shortname_region_emyn_muil|艾明莫爾
str_shortname_region_misty_mountains|迷霧山脈北部的山麓
str_shortname_region_lorien_|羅瑞安
str_shortname_region_anduin_banks_|安都因河谷中部
str_shortname_region_n_mirkwood_|北幽暗密林
str_shortname_region_s_mirkwood_|南幽暗密林
str_shortname_region_c_mirkwood|幽暗密林中部
str_shortname_region_grey_mountains|灰色山脈的山麓
str_shortname_region_mordor|魔多之地
str_shortname_region_dimrill|丁瑞爾河谷
str_shortname_region_s_erebor|河谷鎮王國
str_trait_title_elf_friend|精靈之友
str_trait_desc_elf_friend|你受到了精靈們的高度敬重也把你當成信任的盟友。這將降低招募精靈的費用。
str_trait_title_gondor_friend|攝政王的祝福
str_trait_desc_gondor_friend|你受到了攝政王迪耐瑟二世的高度敬重也讓你在剛鐸人之中的地位獲得提升。這將降低招募剛鐸人的費用。
str_trait_title_rohan_friend|國王的親信
str_trait_desc_rohan_friend|你受到了洛汗希優頓王的高度敬重也讓你在洛汗人之中地位獲得提升。這將降低招募洛汗人的費用..
str_trait_title_brigand_friend|野蠻人冠軍
str_trait_desc_brigand_friend|你受到臣服於索倫的野蠻人部落的高度敬重因為你在他們的競技場中給人們來了深刻的印象。這將降低招募野蠻人的費用。
str_trait_title_blessed|受到祝福的
str_trait_desc_blessed|你似乎正被大海彼端的力量所祝福，甚至來自更遠之處。你不知道為什麼會受到祝福也不知道這代表什麼但確定就是這樣了。
str_trait_title_reverent|受敬重的
str_trait_desc_reverent|你被傳頌為威嚴與智慧的化身。人類和精靈們都更願意聽你的諫言。
str_trait_title_merciful|仁慈的
str_trait_desc_merciful|你因仁慈的對待敵人聲名遠播。有些強硬派對你的仁慈心存異議所以部隊的士氣因此受到影響。但，對智者而言，你的仁慈仍然被視作是高貴人格的體現因此你獲得影響力加成。
str_trait_title_bravery|勇敢的
str_trait_desc_bravery|你在巨大危難中挺身而出。被眾人傳頌為勇者。你的英姿鼓舞了你的人馬讓他們每週都會獲得士氣加成。
str_trait_title_oathkeeper|守誓者
str_trait_desc_oathkeeper|你曾發過嚴峻的誓言並活著將其兌現。所以人們都稱讚你言而有信。你將每週獲得影響力加成。
str_trait_title_oathbreaker|背誓者
str_trait_desc_oathbreaker|你曾發過嚴峻的誓言但沒有成功將其兌現。所以人們都說你言過其實。你將每週受到影響力減益。
str_trait_title_orc_pit_champion|半獸人鬥坑冠軍
str_trait_desc_orc_pit_champion|你在半獸人的戰鬥比賽中存活下來並獲得身為殘暴戰士的名聲。這樣的力量讓你的黑心追隨者們又敬又怕並使他們每週都會獲得士氣加成。
str_trait_title_despoiler|掠奪者
str_trait_desc_despoiler|你得到了在所到之處肆虐破壞的名聲。這種行為受到你所服務的黑暗勢力高度讚賞所以你會每週獲得影響力加成。
str_trait_title_accursed|受詛咒的
str_trait_desc_accursed|你似乎正被大海彼端的力量所詛咒。你的追隨者也感受到厄運並害怕待在你身邊。他們會每週受到士氣減益。
str_trait_title_stealthy|潛行者
str_trait_desc_stealthy|你學到了秘密潛行的不凡技藝。你每次秘密行動都會獲得潛行加成。
str_trait_title_berserker|狂戰士
str_trait_desc_berserker|在許許多多丟棄鎧甲的戰鬥後你的兇猛意志變得跟鐵一樣。在輕裝戰鬥中，每殺一個敵人都會讓你充滿活力。
str_trait_title_infantry_captain|步兵隊長
str_trait_desc_infantry_captain|你掌握了指揮步兵部隊的不凡技藝。在嚴格的特訓下這些部下會獲得少量的生命值加成，每場戰鬥一次。
str_trait_title_archer_captain|弓兵隊長
str_trait_desc_archer_captain|你掌握了指揮遠程武器部隊的不凡技藝。在嚴格的特訓下這些部下會獲得少量的生命值加成，每場戰鬥一次。
str_trait_title_cavalry_captain|騎兵隊長
str_trait_desc_cavalry_captain|你掌握了指揮騎乘部隊的不凡技藝。在嚴格的特訓下這些部下會獲得少量的生命值加成，每場戰鬥一次。
str_trait_title_command_voice|指揮之聲
str_trait_desc_command_voice|你豐富的臨陣指揮經驗讓你身環繞著權威的光環。這將降低在戰場指揮軍隊所需要的影響力。
str_trait_title_foe_hammer|破敵之錘
str_trait_desc_foe_hammer|你斬殺了許多的敵人偉大隊長到甚至贏得了敵方對你尊敬的程度。你指揮的部隊每週會獲得士氣加成。你豐富的作戰經驗也磨練了你的戰鬥技巧。
str_trait_title_battle_scarred|戰鬥的傷疤
str_trait_desc_battle_scarred|長久的征戰在你身上留下了許多傷痕向人們訴說著你的傳奇。傷疤和結痂與豐富的經驗提高了你對傷害的忍受度。你駭人的容貌則讓你的追隨者確信你豐富的戰鬥經驗。他們每週都會獲得士氣加成。
str_trait_title_fell_beast|暴虐的野獸
str_trait_desc_fell_beast|你的皮上刻著無數戰鬥的傷疤而你的邪惡意志也同樣堅硬不屈不撓。即使按照半獸人和食人妖的標準，你也被視為一個暴虐而危險的野獸。當你到達戰場時那些為你服務的人會高興地呼喊你的名字。你是戰爭的化身而你也幾乎沒有恐懼。
str_trait_title_butcher|屠夫
str_trait_desc_butcher|經驗的磨練讓你可以從敵人身上完美割下每一塊肉。 每次屠殺一名囚犯時你都會獲得額外的一磅鮮肉。 每次戰鬥後你也都會得到更多的人肉。
str_trait_title_well_travelled|遊歷豐富的
str_trait_desc_well_travelled|無論是在石頭鋪砌的道路和長滿青苔的動物小徑上，或是在最高的山脈和最深的山谷裡，你都看過了隱藏的地方與見證了早已被遺忘的奇蹟。根據你的經驗，你學會在敵人看到你之前發現他們，並為你的部隊找到最簡單的路線。
str_trait_title_bear_shape|變身者
str_trait_desc_bear_shape|據說比翁一族的人擁有變形成熊的能力。自你與熊的親緣中你發現了自己也有那個天賦。
str_wound_head|頭部遭到重擊
str_wound_chest|一些肋骨斷裂
str_wound_arm|一隻重傷的手臂
str_wound_leg|一條重傷的腿
str_gondor_gift0|新鮮水果和葡萄酒
str_gondor_gift1|鮮豔的染布
str_gondor_gift2|古代鉅著和家譜
str_gondor_gift3|香料和線香
str_gondor_gift4|野牛戰角
str_dwarf_gift0|烈啤酒和岩鹽
str_dwarf_gift1|硬鏟子和斧頭
str_dwarf_gift2|豎琴和長笛
str_dwarf_gift3|用金線和寶石刺繡的長袍
str_dwarf_gift4|不凡的首飾
str_rohan_gift0|蜂蜜酒和蘋果酒
str_rohan_gift1|刺繡的外衣和嵌銀的腰帶
str_rohan_gift2|金飾環和精雕的角杯
str_rohan_gift3|優良馬具
str_rohan_gift4|洛汗馬
str_mordor_gift0|弱泥炭啤酒
str_mordor_gift1|奴隸油
str_mordor_gift2|魔多蒼蠅卵
str_mordor_gift3|末日火山黑曜石
str_mordor_gift4|農奴
str_isengard_gift0|人肉乾
str_isengard_gift1|黑鐵鏈
str_isengard_gift2|拷打工具
str_isengard_gift3|玻璃煉金用具
str_isengard_gift4|薩魯曼的小戒指
str_lorien_gift0|種子、堅果和漿果
str_lorien_gift1|冷掉的油燈和堅固的繩索
str_lorien_gift2|蘭巴斯
str_lorien_gift3|銀制的腰帶和胸針
str_lorien_gift4|精靈斗篷
str_imladris_gift0|白麵包和藥草奶油
str_imladris_gift1|水晶玻璃皿
str_imladris_gift2|米盧沃酒
str_imladris_gift3|刺繡的戰旗和嵌銀的號角
str_imladris_gift4|藥草和藥膏
str_woodelf_gift0|柔軟的動物皮
str_woodelf_gift1|箭頭和箭羽
str_woodelf_gift2|狩獵長槍
str_woodelf_gift3|受馴的獵鳥
str_woodelf_gift4|赤金酒杯
str_dale_gift0|姑且有價值的寶石和玻璃珠
str_dale_gift1|英雄史詩手抄本
str_dale_gift2|多溫尼安葡萄酒
str_dale_gift3|豪華毛皮
str_dale_gift4|複雜的玩具和樂器
str_harad_gift0|無花果和石榴
str_harad_gift1|戰士項鍊
str_harad_gift2|雕刻的象牙
str_harad_gift3|聖蛇酒
str_harad_gift4|金蛇雕像
str_rhun_gift0|皮水袋
str_rhun_gift1|紋身用的墨
str_rhun_gift2|有牛角和鹿角的頭飾
str_rhun_gift3|馬鬃鞭
str_rhun_gift4|馬肉和馬奶
str_khand_gift0|各色香料
str_khand_gift1|絲綢卷
str_khand_gift2|獵鷹
str_khand_gift3|水鋼錠
str_khand_gift4|神聖戰士面具
str_umbar_gift0|牡蠣和海鹽
str_umbar_gift1|鯨骨梳和魚鉤
str_umbar_gift2|娛樂奴隸
str_umbar_gift3|南海的航海圖
str_umbar_gift4|神秘的努曼諾爾人示意圖
str_moria_gift0|腐敗的矮人麥酒
str_moria_gift1|煤炭
str_moria_gift2|發光的地底蟲子
str_moria_gift3|黑色的洞穴珍珠
str_moria_gift4|矮人廢金屬
str_guldur_gift0|黑酒
str_guldur_gift1|拷打用的毒藤蔓
str_guldur_gift2|有輪的奴隸籠子
str_guldur_gift3|巨型蜘蛛蛋
str_guldur_gift4|黑巫術鉅著
str_gundabad_gift0|尖銳的骨針
str_gundabad_gift1|保護性戰漆
str_gundabad_gift2|熬煮過的矮人油
str_gundabad_gift3|木乃伊屍像
str_gundabad_gift4|黑座狼
str_dunland_gift0|臭山羊起司
str_dunland_gift1|燧石獻祭刃
str_dunland_gift2|青銅臂環
str_dunland_gift3|山羊
str_dunland_gift4|狼頭骨和狼爪
str_beorn_gift0|蜂蜜蛋糕和蜂蜜酒
str_beorn_gift1|蜂蠟和麻布
str_beorn_gift2|蜂巢
str_beorn_gift3|琥珀項鍊
str_beorn_gift4|訓練有素的矮種馬
str_cmenu_follow|陪伴
str_reset_to_default|重置為預設
str_done|完成
str_gondor1|剛鐸1
str_gondor2|剛鐸2
str_gondor3|剛鐸3
str_gondor4|剛鐸4
str_gondor5|剛鐸5
str_gondor6|剛鐸6
str_gondor7|剛鐸7
str_gondor8|剛鐸8
str_gondor_end|剛鐸1
str_gondor_intro|^這是個痛苦的想法，這偉大王國的英雄就死在他的土地上，孤立無援。^^波羅莫死亡的消息就像風一樣掃過了所有剛鐸人的心中，甚至是皮那斯傑林的平原和拉密頓的山丘，甚至是佩拉吉爾和多爾安姆羅斯。你同胞的心中充滿了悲傷和憐憫；此外，正如人們所懼不祥的徵兆，剛鐸人被無情的敵人和搖擺不定的盟友所環繞。^^陰影在東方升起，就像以前那般；昂巴的海盜越來越大膽；東南方的野人也向剛鐸施壓。^^你再也不能袖手旁觀了。信任你的隊長們，把劍和長槍握在你的手中。剛鐸已經衰弱，但剛鐸仍然站著；它的力量依然强大。你已經決定自己該扮演什麼角色，你會在即將到來的戰爭中對抗無名的僕人。偉大和明智的議會說了很多，即使你不懂，但有件事你總能肯定。^^如果剛鐸的英勇失敗，米那斯提力斯淪陷，那麼西方的最後一盞明燈就會殞落。一切都將臣服在陰影之下。
str_dwarf_intro|^山底下的王國過得很好。老國王丹恩剛過了他的二百五十年生日，無論以誰當標準他都非常富有。在他的統治下，孤山茁壯成長，大家都知道他的偉大。儘管祖先金屬製品的秘密令人遺憾地消逝了但鄰近河谷鎮的水道、噴泉和水池還是見證了你們的建築工如何超越他們的技術。^^然而，來自魔多的黑暗進入了大殿，索倫汙穢的使者，與他像蛇的嘶嘶聲，帶來了邪惡的話語。從那時起，你酋長們的心就變的沉重了，因為重新進入魔多的力量從沒改變。陰影越來越靠近-敵人正在動員，戰爭就要開始了。^^你已經發誓要拿起武器了，和你的朋友一起對抗敵人。無論有沒有希望，你們都會抵抗。^^但如果孤山矮人的勇氣不夠，那麼都靈一族的榮耀就會消失而被遺忘。一切都將臣服在陰影之下。
str_rohan_intro|^在這些充滿懷疑的日子裡，有件事你是確定的；戰爭就在洛汗驕傲的人民面前。現在沒人像他們那樣子過生活了，更少有人能保留屬於自己的東西了。有人靠著國王的耳朵說著懦夫的言語，但你已經決定要去見他，發下嚴峻的誓言，要跟手掌扭曲的隊長和鄉紳們站在同一線以保護馬群和牧民。^^艾辛格的薩魯曼已宣布對洛汗土地的主權，而與半獸人、狼騎手和邪惡的登蘭德人戰鬥是令人苦惱的。東邊的黑土之主會派掠奪者來偷你們的馬，總是挑黑色的下手。你的心誤導著你，因為在你看來，東西方的同胞都被敵人包圍了。^^但是你仍會戰鬥，因為洛汗是正義的，它是你永恆的勇氣，即使敵人會圍攻你、或環繞你都一樣。洛汗的駿馬在早晨會像風一樣大步前進。如果你死了，會有人幫你建造土塚，但現在，戰爭在召喚你。系上韁繩，吹響號角吧！^^然而，如果伊歐的兒女失敗了，那洛汗最後的希望也會消逝。號角將不再響起。一切都將臣服在陰影之下。
