
str_yes|する
str_npc21_signup_2|私は弓や槍を使っての狩猟では、 多くの獲物を仕留めた経験があります。 あなたの指揮下では、 オークを仕留めてご覧に入れましょう。 それと、 私には多少の医術の心得もあります。 これも役に立つでしょう。
str_npc22_signup_2|敵の予想の外から私が一撃を加えるというのは、 敵勢を動揺させるのに効果的かも知れぬ。 君と一緒に行くとしよう。
str_npc23_signup_2|私にも、 素早く、 音を立てない歩き方なら教えて上げられると思うわ。 さあ行きましょう。
str_npc24_signup_2|あんたがあの背の高い連中、 特に油断も隙もないエルフを ちゃんとしつけといてくれれば、 わしは喜んであんたの部隊に入るよ。
str_npc25_signup_2|これはお断りしておかなければならないんですが、 私、戦闘に関してはまったくの素人なんです。 でも、あなたなら、 私のような年端も行かない女ひとりの安全くらいは 確保できますよね。
str_npc26_signup_2|そろそろ決断してくれ、衛兵どもがこっちをうかがっておる。
str_npc27_signup_2|俺を部下にして後悔はさせない。
str_npc18_signup_response_1|おまえの心意気は気に入った。いいだろう、ルルムサクンに話をつけてやろう。
str_npc19_signup_response_1|よし。それじゃあ「皇太子」さん、すぐに武器をまとめてこい。おまえは当面、私のために戦うのだ。
str_npc20_signup_response_1|おまえ自身のためにも、それがはったりでない事を祈ろう。私を失望させるなよ、ジグールフェル。
str_npc21_signup_response_1|素晴らしい。{君/あなた}の準備が整い次第、我々は出立する{/わよ}。
str_npc22_signup_response_1|エルフの将軍を仲間に迎えることができるとは、光栄です。
str_npc23_signup_response_1|いい{だろう/わ}。{君/あなた}がオークを見て逃げ出さないといいけど。
str_npc24_signup_response_1|いい{だろう/わ}、歴戦のドワーフ殿、我々は歓迎する。
str_npc25_signup_response_1|{君/あなた}の身の安全は私が保障{しよう/するわ}。さあすぐに出発する{ぞ/わよ}。
str_npc26_signup_response_1|よかろう。私の言う通りにすれば、思う存分暴れさせてやろう。
str_npc27_signup_response_1|よかろう。さあ行くぞ。
str_npc18_signup_response_2|狂暴なやつだ・・・少々狂暴に過ぎる。もうしばらくそのままでおれば従順さというものを覚えるだろう。
str_npc19_signup_response_2|もうしばらくその干し草の俵のうえに座っているといい、「皇太子」さん。
str_npc20_signup_response_2|おまえの自慢と悪態は、聞くに堪えぬ。次に会う時までに口の利き方を覚えるがいい！
str_npc21_signup_response_2|申し訳ない{/けれど}、ご婦人、また今度の機会にし{よう/ましょう}。
str_npc22_signup_response_2|よく考えてみたら、別に我々だけでもロスローリエンを助ける事はできるな。
str_npc23_signup_response_2|{すまないが/ごめんなさい}、{君/あなた}が戦場にいる姿を想像できない{んだ/わ}。
str_npc24_signup_response_2|せっかくだ{が/けど}、私はエルフのほうが好きな{んだ/の}。
str_npc25_signup_response_2|せっかくだ{が/けど}、私の部隊では全員が戦う事を求められるの{だ/}。
str_npc26_signup_response_2|気が変わった。おまえを狙う連中に、巻き添えを食らいたくないな。
str_npc27_signup_response_2|気が変わった。
str_npc18_payment|もちろん、あなたのような勇猛な指揮官ならば、ひと言発するだけで^私は開放されるだろう。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc19_payment|隊長、黒のデグラフ族長が難癖をつけてわしを自由にして^くれないんだ。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc20_payment|どちらかと申せば、わしやわれらが仕える主人を失望させぬよう、^おぬしが励むのがすじであろう。おぬし、われらが主人からは^どのように考えられておるのじゃ？^[{s14}での影響力ポイントを{reg14}消費します]
str_npc21_payment|あなたについていきたいのは山々ですが、もしこの街が敵の攻撃を^受けたら、一体誰が怪我人の面倒を見ればよいのでしょう？^[{s14}での影響力ポイントを{reg14}消費します]
str_npc22_payment|敵に私の所在が知られる前に出立したいところではあるが、^ロスローリエンもまた私を必要としているのだ。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc23_payment|これでも一応任務があって、なかなか今すぐ出発、というわけにも^いかないんだ。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc24_payment|ついていきたいのは山々だが、わしの尊敬すべき父、ドワーリンが^この事を理解してくれるかどうかは疑問だ。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc25_payment|陛下のおそばを離れるわけにはいきません。陛下の健康状態は私が^把握しているのです。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc26_payment|あんたと一緒に行きたいが、門にいる衛兵どもは許さんだろう。^一度試してみたが、だめじゃった。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc27_payment|これでも一応任務があって、なかなか今すぐ出発、というわけにも^いかないんだ。^[{s14}での影響力ポイントを{reg14}消費します]
str_npc18_payment_response|その通りだ。ルルムサクンの部下が私を拒否することはない。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc19_payment_response|私がきちんと話をすれば、デグラフ族長は断る事はできないだろう。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc20_payment_response|もちろん評価していただいている。さあはやく来い！何といっても、おまえがついていくのは卑しいスナガではないのだぞ。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc21_payment_response|それは見上げた心遣い。だが、心配せずとも代わりの者はきっと見つかるだろう。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc22_payment_response|あなたは我々と共に行動するべきです。私を信じていただきたい。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc23_payment_response|今からおまえの任務は私と共にある。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc24_payment_response|勇猛なドワーフの戦士を戦いから遠ざけてはいけないと、ドワーリン殿も理解してくれるだろう。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc25_payment_response|王の健康状態も重要だが、私と一緒に来れば、より多くの命を救う事ができる。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc26_payment_response|気を揉むな、私と一緒にいれば奴らに手出しはできぬ。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc27_payment_response|今からおまえの任務は私と共にある。[影響力ポイントを{reg14}/{reg15}消費します]
str_npc18_morality_speech|大いなる者よ！我が血の飢えはまだ満たされておらぬ！ なぜ臆病者のように {s21} などという事をするのだ？ 戦わせてくれ！
str_npc19_morality_speech|隊長、なぜあんたが {s21} などという事をするのか、 わしにはまったくもって理解できない。 わしのような王は常に寛大であるべきだが、 もし食糧庫が空でわしが兵にくれてやるものが 何もないと兵たちが知ったら、 皆わしの許から去っていくだろう。
