qstr_Received_{reg0}_dama|{reg0}のダメージを受けました。
qstr_Sauron_in_Mordor_the|モルドールのサウロン、 ウンバールの海賊、 ハンドのヴァリアグ、 そしてハラドの部族
qstr_Saruman_in_Isengard_|アイゼンガルドのサルマン、 そして褐色人の国の野人
qstr_Orcs_of_Moria_and_Do|モリアとドル・グルドゥアのオーク
qstr_Orcs_of_Gundabad_and|グンダバドのオーク、 そしてリューンの戦士
qstr_Men_of_Gondor|ゴンドールの民
qstr_Riders_of_Rohan|ローハンの馬乗り
qstr_Elves_of_Imladris_an|イムラドリスとロスローリエンのエルフ
qstr_Men_of_Dale_Dwarves_|谷間の国の民、 エレボールのドワーフ、 ビヨルン一党、 そして闇の森のエルフ
qstr_Ah_{playername}_it_i|おお、{playername}よ、よく来てくれた。 戦いのときが訪れた今こそ、 指揮官や兵には大いに本分を全うしてもらいたい。^^我々は{s11}と交戦中だが、 やつらの防衛拠点や要塞の攻撃を考えるまえに、 まず我が軍の力を蓄え、 敵の力を削がなければならない。 敵を打ち倒すごとに勝利が近づき、 我々の決意は強くなっていくのだ。 おぬしには相手が偵察隊であろうと軍団だろうと、 機会があるごとに敵に打撃を与えてもらいたい。 たが逸って単独で戦闘に臨むような事をしてはならんぞ、 我々の勇敢な指揮官たちや友軍たちと協力して戦うのだ。
qstr_About_time_you_showe|そろそろ姿を現す頃だと思っておったぞ、{playername}。^戦いが始まった今、 我らに反抗する者には一切容赦せぬ。 我々は{s11}と交戦中だが、 やつらの要塞の攻撃を考えるまえに、 まず我が軍の力を蓄え、 野戦において敵に打撃を与えなければならない。 敵を打ち倒すごとに我々の勢いは増し、 やつらを完全なる破滅へと追いたてるのだ。 おぬしには相手が偵察隊であろうと軍団だろうと、 機会があるごとに敵に打撃を与えてもらいたい。 また、敵勢と交戦中の我々の指揮官や友軍を見つけたら、 ただちに助勢するのだ。 彼らを見捨てる事があれば、 私の知るところとなるだろう。
qstr_we_are_fighting_agai|我々は{s13}と交戦中だ
qstr_we_are_not_fighting_|我々は現在、 どの勢力とも戦っていない
qstr__{s14}_gained_{reg78| {s14}は経験値を{reg78}獲得しました。
qstr_Oh?_Let_me_see_that.|なに？見せてくれ・・・ほほう！ {playername}よ、よく届けてくれた。 私が手紙を受け取ったという証として、私の印を持ってゆくがよい。 {s9}にはよろしく伝えておいてくれ。
qstr_Give_me_that!_Hrmph!|よこせ！フン！ {playername}よ、よく届けてくれた。 おぬしはなかなか役に立つのう。もっとおぬしを使うよう、 {s9}に伝えてくれ。
qstr_What?_Let_me_see_tha|なに？見せてくれ・・・フム。{playername}よ、 よく届けてくれた。行ってよろしい。
qstr_Give_me_that!_Hrmph!_|よこせ！フン！{playername}よ、 おぬしはなかなか役に立つではないか。長生きはしないだろうがな。 さあ、命のあるうちにさっさと消えろ。
qstr_My_king|我らが王
qstr_Lord|指導者
qstr_my_king|我らが王
qstr_lord|閣下
qstr_our|我々の
qstr_your|おぬしの
qstr_Moria_and_Gundabad|モリアとグンダバド
qstr_Moria|モリア
qstr_Gundabad|グンダバド
qstr_You_swear_an_oath_of|あなたは{s3}に対し、復讐を誓った。^これより数日の間、あなたはできるだけ多くのモリアおよび^グンダバドの兵を倒さなければならない。あなたの部下たちは^この誓いを目撃しており、誓いを破る者と呼ばれる事は避けなければ^ならない。さあ、血の宴をはじめよう！^
qstr_The_search_for_the_L|あなたは失われた槍を探し求め、 かつてブラードルシン王のいにしえの北方の王国のあった、 ドルウィニオンの地にたどり着いた。 TO BE CONTINUED
qstr__You_need_to_be_{s24|({s24}か、それ以上である必要があります)。
qstr_You_are_not_worthy_o|おぬしには我が手を煩わせる価値がない。 まずは{s25}以上の身となって、 みずからの価値を証明するがいい。 {s2}
qstr_I_am_sorry._I_cannot|申し訳ないけれど、 {s25}であるあなたよりも 優先しなければならない仕事があるのです。 {s2}
qstr_Yes_I_am_and_I_can_h|その通りだ。相応の謝礼があるのならば、我が力を貸そう。
qstr_You_heard_right_and_|その通りだ。必要ならば我が力を貸そう。
qstr__Costs_1000_Resource|(1000リソースポイント、および5影響力ポイントを消費します)
qstr_I_can_see_that._I_ll|なるほど。私が治療をしてるあいだは、我が部下たちに見張りをさせよう。 少々時間がかかるだろう。 {s2}
qstr_Yes_I_see_that._I_ca|なるほど。治療はできるが、その間、私は本来の重要な仕事から 離れる事になる。 {s2}
qstr__Costs_1500_Resource|(1500リソースポイント、および10影響力ポイントを消費します)
qstr_I_ll_have_my_persona|私の雇っている治療師たちに診せよう。 彼らは最高の治療師たちだ。 おぬしの準備ができたら知らせてくれ。 {s2}
qstr_I_ll_have_my_personal|おぬしの部下は、私の雇っている治療師たちに診せよう。 彼らは最高の治療師たちだ。 おぬしの準備ができたら知らせてくれ。 {s2}
qstr_I_ll_have_them_here_|すぐに彼らをここへ呼ぼう。
qstr_Let_us_begin._My_hea|では始めよう。あとは我が治療師たちにまかせればいい。
qstr_Alright!_This_is_goi|いいだろう！さて、痛むぞ・・・とてもな。
qstr_Let_us_begin._It_may|では始めよう。少々時間がかかるだろう。 体の力を抜いて、あとは私にまかせればいい。
qstr_Impressive..._You_di|ほとんどひるまないとは・・・たいしたものだ。 持ち場へ戻りたまえ。
qstr_Rest_the_wounds_have|傷はもう大丈夫だ。休息をとりたまえ。
qstr_Your_party_must_be_a|このクエストには30名以上の兵が必要です。
qstr_You_were_tasked_to_h|最近、北方を荒らしまわっている野盗の一団を追跡するよう、 命令を受けました。闇の森付近の隠れ家を襲撃するか、 もしくはビヨルンの家付近で迎え撃つかのいづれかの方法を 選ぶ事ができます。
qstr_Mordor_gains_Faction|モルドールは詳細の不明な武器を手に入れたため、勢力ポイントが上がりました。
qstr_Beornings_gain_Facti|ビヨルン一党はあなたの勝利の報によって、勢力ポイントが上がりました。
qstr_Beornings_lose_Facti|ビヨルン一党は攻撃を受けると勢力ポイントが下がります。
qstr__{s14}_gains_faction| {s14}は力の指輪の話題が広まったため、勢力ポイントが上がりました。
qstr_You_must_return_and_|指輪狩り一味の指揮官たちを倒し、魔力を持った指輪を確保した事を 報告しなければならなりません。
qstr_You_must_return_and_r|指輪狩り一味は倒したものの、彼らの指揮官たちは彼らが 探していた物を手に入れた可能性があるという事を、 報告しなければなりません。
qstr_Do_you_need_reinforc|兵の補充は必要ですか？
qstr_You_don_t_look_too_s|ずいぶん手薄のように見受ける。兵の補充が必要ではないか？
qstr_^{s14}_is_grateful_t|^{s29}の{playername}よ、 {s14}は感謝する。^
qstr_{s31}{reg28?Those:That|{s31}{reg28?彼ら:あの}勇敢な{reg28?兵たち:兵}は、 我々の土地を守るのに大いに役に立ってくれるだろう。 {s32}^^[{s14}のリソースポイントを{reg14}獲得しました]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?彼ら:あの}活きのいい{reg28?兵たち:兵}は、 大いに役に立つだろう。{s32}^^[{s14}のリソースポイントを{reg14}獲得しました]
qstr_{s4}_^Oh_and_take_bac|{s4}^おっと、この兵は引き取ってくれ。よそ者は不要なんだ。
qstr_It_is_my_duty_to_hel|我らが民を守るのは、自分の義務である。
qstr_It_is_my_duty_to_help|我らが友軍を守るのは、自分の義務である。
qstr_{s31}__Consumable._C|{s31}(消耗品。再購入可能)
qstr_{s31}__Can_be_reboug|{s31}(再購入可能)
qstr_I_wish_to_raze_an_en|敵の拠点を跡形もなく焼き尽くしたいと存じます。
qstr_I_wish_to_lead_our_m|軍を率いて敵の拠点を攻撃したいと存じます。
qstr_More_snaga_who_will_|敵の城壁にみずから猪突しようというスナガがまた一匹現れた、 というわけか？まあその前に私の話をよく聞くがいい。
qstr_Indeed?_Few_men_are_|本当か？みずから進んで胸壁に向かって行ってさっさと死んで やろうという者など、ほとんどおらぬのだがな。行かせてやる前に、 いろいろと確認しておかなければならない事がある。
qstr_Indeed?_That_is_no_s|本当か？簡単に許可を出せる話ではないぞ。 まず、いろいろと確認しておかなければならない事がある。
qstr_First_sieges_are_onl|まず、拠点攻撃は最強の者にのみ与えられる権限である！^必要な条件は次の通りだ:
qstr_Here_is_all_that_nee|必要な条件は次の通りだ:
qstr_Firstly_we_must_thin|まず、この作戦の障害となるものを認識せねばならない:
qstr_You_need_sharp_weapo|強力な武器、兵とワーグを養うための新鮮な食糧、火をくべるための木、^それに弱虫どもをしっかり働かせるためにビールが必要だ。それに加え、^部下のクズどもが隊列を乱さぬようによく目を光らせておかぬと、^敵の城壁にとりつくまえに仲間内で殺し合いが始まってしまう。^我々は皆それぞれの持ち場の事で精一杯で、おぬしの世話までは^できぬぞ。部下のうじ虫どもがさぼらぬよう、必要なものは^しっかりと用意しておくことだ。^[{reg3}のリソースポイント、および{reg15}の影響力ポイントを消費します]
qstr_Steel_must_be_kept_s|武器の手入れを怠らず、兵と馬はしっかりと食べさせ、火を絶やさず、^水を確保し、負傷者の治療ができるようにしておくこと。作戦を^遂行できないような部隊は、何の役にも立たぬぞ。我々は広く^展開しているために皆すでに手薄で、おぬしの世話まではできぬぞ。^攻城戦で友軍の足を引っ張るような事がないよう、必要なものは^しっかりと用意しておくことだ。^[{reg3}のリソースポイント、および{reg15}の影響力ポイントを消費します]
