str_yes|Sim.
; str_rebellion_agree_sadistic|I have decided. I will back your {reg3?woman:man} {s45}. But you'd best make sure that {reg3?she:he} rewards me well!
; str_rebellion_agree_goodnatured|All right. I think your {reg3?woman:man} will be a good ruler. I'll join you.
; str_rebellion_agree_upstanding|So be it. My first duty is to this realm, and to save it from lawlessness I will back {s45} and renounce my homage to {s46}. May the Heavens forgive me if I do wrong.
; str_rebellion_refuse_default|[liege]
; str_rebellion_refuse_martial|I am sorry. {s45} has a good claim, but it's not enough for me to turn my back on {s46}. I will remain loyal to my liege.
; str_rebellion_refuse_quarrelsome|Nah. Your whelp {s45} doesn't have what it takes to rule this realm. I'm sticking with {s46}.
; str_talk_later_default|[liege]
; str_talk_later_martial|Now is not the time to talk politics! I am here today with my fellow lords, armed for battle. You'd better prepare to fight.
; str_talk_later_quarrelsome|Do you expect me to discuss betraying my liege with you, while we are surrounded by his army? What do you take me for, a bloody idiot?
; str_talk_later_pitiless|Still your tongue! Whatever I have to say on this matter, I will not say it here and now, while we are in the midst of our army.
; str_talk_later_cunning|This is hardly the time or the place for such a discussion. Perhaps we can discuss it at a later time and a different place, but for now we're still foes.
; str_talk_later_sadistic|You should have your mouth sewn shut! Can you imagine what would happen if the other vassals see me talking to you of treason?
; str_talk_later_goodnatured|So you wish to discuss your rebellion with me? Try that again when we aren't surrounded by my liege's army, and I will hear what you have to say.
; str_talk_later_upstanding|Whatever my thoughts on the legitimacy of the succession, I am not about to discuss them here and now. If we meet again when we can talk in privacy, I will hear what you have to say on the matter. But for now, consider me your enemy.
; str_gossip_about_character_default|They say that {s6} doesn't possess any interesting character traits.
; str_gossip_about_character_martial|They say that {s6} loves nothing more than war.
; str_gossip_about_character_quarrelsome|They say that {s6} almost came to blows with another lord lately, because the man made a joke about his nose.
; str_gossip_about_character_selfrighteous|I heard that {s6} had a squire executed because the unfortunate man killed a deer in his forest.
; str_gossip_about_character_cunning|They say that {s6} is a cunning opponent.
; str_gossip_about_character_sadistic|They say that {s6} likes to torture his enemies. I wouldn't want to get on the bad side of that man.
; str_gossip_about_character_goodnatured|They say that {s6} is a good man and treats people living in his lands decently. That is more than what can be said for most of the nobles.
; str_gossip_about_character_upstanding|People say that it is good to be in the service of {s6}. He is good to his followers, and rewards them if they work well.
; str_latest_rumor|The latest rumor you heard about {s6} was:
; str_faction_strength_crushed|crushed
; str_faction_strength_spent_and_wavering|spent and wavering
; str_faction_strength_weakened|weakened
str_faction_strength_fair|justo
str_faction_strength_average|médio
str_faction_strength_strong|forte
str_faction_strength_quite_strong|um pouco forte
str_faction_strength_very_strong|muito forte
; str_faction_strength_unmatched|unmatched
str_faction_strength_last|INVALIDO
str_theater_se|Gondor
str_theater_sw|Rohan
; str_theater_c|South Rhovanion
; str_theater_n|North Rhovanion
; str_faction_side_name|the Free People
; str_faction_side_name1|the Naked Eye
str_faction_side_name2|a Mão Branca
str_party_greet_friend_gondor|Saudações, amigo da Árvore Branca!
; str_party_greet_enemy_gondor|Draw your swords if you dare, enemies of Gondor!
; str_party_greet_friend_dwarf|Hail from the Durin's folk, dwarf-friend!
str_party_greet_enemy_dwarf|Baruk Khazâd! Khazâd ai-mênu!
; str_party_greet_friend_rohan|Hail and well met, Rohirrim friend!
; str_party_greet_enemy_rohan|The Riders of Rohan are here to challenge you!
str_party_greet_friend_mordor|Vitória para o Olho!
; str_party_greet_enemy_mordor|Your heads will look nice on the gates of Morannon!
; str_party_greet_friend_isengard|Hail the White Hand!
; str_party_greet_enemy_isengard|The Wise Master shall be pleased when I show him your bodies!
; str_party_greet_friend_lorien|Hail, friend of fair Lorien!
; str_party_greet_enemy_lorien|Foul thing, we will put an end to your suffering!
; str_party_greet_friend_imladris|Hail, friend of Imladris and Elrond!
; str_party_greet_enemy_imladris|Today we make battle, enemies of Imladris and all that is fair!
; str_party_greet_friend_woodelf|Hail, friend of the Silvan Elves of Mirkwood!
str_party_greet_enemy_woodelf|Todos que entram em Mirkwood com malícia nunca devem sair!
; str_party_greet_friend_dale|Hail, friend of proud Dale!
; str_party_greet_enemy_dale|Draw your swords, we are the Men of Dale!
; str_party_greet_friend_harad|Welcome, friend of the Haradrim!
; str_party_greet_enemy_harad|Your many bodies shall be ground into the sand!
; str_party_greet_friend_rhun|Greetings, friend of the Easterling tribes and Dorwinion!
; str_party_greet_enemy_rhun|Dwarves and Men are no match for our fierceness!
; str_party_greet_friend_khand|Jus jívati jyók, friend of the Variags! Your battle scars honour you.
; str_party_greet_enemy_khand|Put on the masks of warriors, for today you shall meet your doom!
; str_party_greet_friend_umbar|Ni-yôzi zirbîth kiyad, friend of the Corsairs!
; str_party_greet_enemy_umbar|If we were at sea, you would dance on a plank soon enough!
; str_party_greet_friend_moria|Hail the White Hand!
; str_party_greet_enemy_moria|You shall have your throats cut by the orcs of Moria!
str_party_greet_friend_guldur|Vitória para o Olho!
; str_party_greet_enemy_guldur|The Elves and their friends shall fall under our blades!
; str_party_greet_friend_gundabad|Fear the power of Angmar!
; str_party_greet_enemy_gundabad|We shall descend on you and feast on your entrails!
; str_party_greet_friend_dunland|Hail, enemy of the horse-people!
; str_party_greet_enemy_dunland|Your homes will burn and your families shall be cut down!
; str_party_greet_friend_beorn|Hail, friend of Beorn!
; str_party_greet_enemy_beorn|You will taste the fury of the bear people!
str_subfaction_gondor_name_begin|Gondor
str_subfaction_gondor_name1|Pelasgir
str_subfaction_gondor_name2|Dol aAmroth
; str_subfaction_gondor_name3|Lamedon
str_subfaction_gondor_name4|Lossarnach
str_subfaction_gondor_name5|Pinnath Gelin
; str_subfaction_gondor_name6|Blackroot Vale
; str_subfaction_gondor_name7|Ithilien
; str_default_rumor|The War. Everybody is talking about the war.
; str_rohan_rumor_begin|It breaks my heart to see my babies off to war! But without them the men would have to walk.
; str_rohan_rumor_2|I hear orcs eat horses. Foul beasts! They also eat prisoners. That is bad too, of course.
; str_rohan_rumor_3|There are no horses finer than Rohan's. Even the Elves get their horses from us!
; str_rohan_rumor_4|If you can heal men, please treat my horses with just as much care should they be wounded.
; str_rohan_rumor_5|Bring me eight Sumpter Horses, he says... after the seven he asked for yesterday.  Makes you wonder.
; str_rohan_rumor_6|Gondor prefers sturdier horses. Our riders enjoy speed. The Elves get only the best. And our enemies steal them!
; str_rohan_rumor_7|I've seen breeds of the desert mare and Variag horse. Rohan horses are clearly superiour but require a more experienced rider to handle.
; str_rohan_rumor_8|Wargs are slower than horses but can turn faster. They are also quite fragile compared to a well-bred warhorse.
; str_rohan_rumor_9|Armies march on Rohan with pikes and spears set against our fine horsemen. The traitor Saruman will cut down the whole Fangorn forest equipping his armies before this war is over.
; str_rohan_rumor_10|Being the best horsemen in the realm starts with raising the best horses.
; str_rohan_rumor_11|Most of the horses you see in Gondor came from us. They prefer a slightly stronger, slower horse that can carry their heavy armour.
; str_rohan_rumor_12|We say in Rohan that a horse is like a man. That if a horse is good it is like a man is good, and that if a horse is bad, is like a man is bad. And if a horse is hungry is like a man is hungry, and if a horse is sad is like if a man is sad. And we say if a horse is happy is like when a man is happy. We say if a horse is angry is like if man is angry. We say if a horse walk is like when a man walk, we say if a horse is old is like when a man is old, and we say if horse is young is like when a man is young. And the same we say if a horse is old is like when a man is old. And if a horse small, is like when a man's small.
