qstr_Received_{reg0}_dama|{reg0} hasar alındı.
qstr_Master_the_lads_are_|Efendim, Çocuklar aç! Bu işlerin hepsini boş mideyle yapamayız!
qstr_Yes!_With_proper_fed|Evet! Düzgün beslenmiş midelerle, Bir kez daha size hizmet edecegiz!
qstr_As_you_command_maste|Nasıl isterseniz, efendim, heh-heh. Menüye et eklendi çocuklar!
qstr_Your_Orcs_&_Uruks_at|Orkların & Urukların {reg1} Adamını yedi!
qstr_Yes_master!_As_you_c|Evet efendim! Nasıl isterseniz, Efendim!
qstr_Harr_harr_harr!_You_|Harr harr harr! Sen beni KORKUTMUYORSUN! Bir daha ki sefere yemek olarak SENİ yiyoruz!
qstr_One_{s6}_left_the_pa|Bir  {s6} grubu terketti.
qstr_I_understand._I_will|Anlıyorum. Seninle kalacagım. Bir süre için.
qstr_I_have_played_my_rol|Uzun yıllar boyunca, ölümlü insanların birçok yaşamı boyunca rolümü oynadım. Bu savaş, insanların savaşması içindir. Batı'ya gidecegim ve belki de bazıları benimle gelmeye karar verebilir.
qstr_{reg1}_Veteran_Elves|{reg1} Kıdemli Elfler grubunuzdan ayrılmaya karar verdi.
qstr_What_an_amazing_feat|Ne şahane usta eller bunlar!
qstr_Well_done!|Aferin!
qstr_Nice_legwork.|Ayak hareketlerin yerinde.
qstr_Heh.|Heh.
qstr_Good_moves_but_you_m|Güzel hamle, ama hala çalışman gereken şeyler var.
qstr_More_than_half_of_th|Rakiplerin yarısından çogu, fena degil.
qstr_You_ll_need_to_try_h|Bundan daha iyisini denemen gerekecek.
qstr_Well..._better_here_|Peki... burada olmak savaşta olmaktan daha iyi degil mi?
qstr_We_ve_been_sent_by_{|{s3} tarafından gönderildik. Birliginize katılıp gücünüze güç katmaya geldik.
qstr_{s3}_has_sent_us_to_| {s4} şehrine saldıran donanmaya yardımcı olmak için {s3} tarafından gönderildik.
qstr_Excellent_{playernam|Mükemmel, {playername}! Onlara istedigimden daha fazlasını verdigini duydum. Bu harika bir iş. ^^ İşte, bunu beklentilerimizi aştıgınız için ekstra bir ödül olarak alın. ^^ Bu savaşı en kısa zamanda kazanmamız gerekiyor.
qstr_Excellent_{playername|Mükemmel, {playername}. Bu kesinlikle onlara yardımcı olacaktır. Bu savaşı en kısa zamanda kazanmamız gerekiyor.
qstr_Reinforcing_{s1}_has|{s1} Yardım etmek {s2} güçlendirdi. ({s2} {reg50} Taraf Kuvveti kazandı).
qstr_The_watchmen_in_the_|Şehrin gözetmenleri pusuda kayda deger bir düşüş bildirdi. İşini iyi yaptın. Teşekkür ederim, {playername}.
qstr_Our_guards_have_seen|Gardiyanlar,bu böceklerin bacaklarının arasına sokulmuş kuyrukları ile kaçtıklarını görmüşler.Bu baş belalarına bu bölgeyi bizim yönettigimizi göstererek iyi iş çıkardın.
qstr_It_was_nothing._I_wi|Birşey degildi. Yeniden ortaya çıkmaları için izlemeye devam edecegim.
qstr_Slaying_these_maggot|Bu kurtçukları öldürmek zor degildi.Tekrar ortaya çıkmamaları için izlemeye devam edecegim.
qstr_town|kasaba
qstr_village|köy
qstr_The_{s9}_of_{s13}_ha|{s13} yerleşkesinden {s9} sizden civar kırsaldaki Kabile Orklarını halletmenizi istedi.
qstr_{s9}_of_{s3}_asked_y|{s3}'dan {s9} sana {reg5} sayısınca {s6} yı {reg6} gün içinde {s4} deki {s10} a teslim etmeni istedi.
qstr_The_{s9}_of_{s4}_ask|{s4} tarafından {s9}, {s3} kuvvetlerine {reg6} gün içinde {reg5} kadar asker takviye etmeni istedi. {s3} kışla ustasıyla konuş. Sagladıgınız birligin kalitesi önemli degil.
qstr_You_have_reinforced_{|0 askerle {s3} güçlendirdiniz.
qstr_Thank_you_for_offeri|Yardım teklifin için teşekkürler,{playername}.^^Şehre gidip gelen karavanlar defalarca {s6} tarafından saldırıya ugradı.Her pusu ile daha çok güçleniyorlar ve şehre daha çok yaklaşıyorlar.
qstr_Good_of_you_to_ask_{|İyi ki sordunbunu, {playername}.^^Bölgede dolaşan {s6} var, kendilerini patron sanıyorlar. Hiç kimse bir şey yapmıyor, bu yüzden daha cesur oluyorlar ve bizim hakkımız olanı çalıyorlar.
qstr_The_people_have_aske|insanlar, bir süreligine onları uzak tutacagı umuduyla, en azından {reg22} {s6} öldürme konusunda yardım istemişlerdi. ^^ Bunu yapabilir misiniz?
qstr_I_want_you_to_slay_a|Senden bu cılızlara önemsiz olduklarını göstermek için en az  {reg22} {s6} tanesini katletmeni istiyorum.
qstr_We_will_get_rid_of_t|Bu zararlılardan kurtulacagız.
qstr_{s9}_wants_you_to_sl|{s9}, savaşta {reg22} {s6} 'yı Katletmenizi istiyor.
qstr_The_{s9}_of_{s3}_ask|{s3}'dan {s9} ona {reg6} gün içinde {reg5} tane yiyecek götürmeni istedi.
qstr_The_{s9}_of_{s3}_aske|{s3}'dan {s9} ona {reg0} gün içinde {reg5} tane {s6}  yiyecek götürmeni istedi.
qstr_Escort_the_supply_tr|Yardım trenini {s8}'e kadar koru.
qstr_The_{s9}_of_{s4}_aske|{s4}'dan {s9} senden kasaba çevresinde sorun çıkartan Goblinleri avlamanı istedi.
qstr_The_{s9}_of_{s14}_ha|{s14}'deki {s9}, {s14} sokaklarında sorun çıkaran bir grup hayduta müdahale etmenizi istedi. Bunlar yalnızca geceleyin ortaya çıkıyor ve sadece yalnız başına dolaşan insanlara saldırıyorlar.
qstr_refugees|mülteciler
qstr_slaves|köleler
qstr_{s1}_Refugees|{s1} Mültecileri
qstr_{s1}_Slaves|{s1} Köleleri
qstr_The_{s11}_of_{s10}_a|{s10}'nün yaşlısı {s11} senden {s13}'e biraz {s12} götürmeni istedi.
qstr__Guards_slaughter_hi|Muhafızlar, öldürün onu!
qstr_Slaughter_him_for_fr|Taze İnsan eti için onu öldürün!
qstr_This_is_{s5}_Command|Bu {s5}, Komutanım.
qstr_{s6}_This_place_and_|{s6} Burası ve çevredeki araziler {s8}'den {s7} 'e ait.
qstr_Hey_scum!_I_can_fix_|İstersen çenenin şeklini düzeltebilirim, seni pislik!
qstr_Watch_where_you_re_g|Nereye gittigine dikkat et, ezik herif!
qstr_I_don_t_like_your_fa|Senin yüzünü begenmedim. Bence biraz düzeltilmeye ihtiyacı var.
qstr_What_are_you_looking|Neye bakıyorsun? NEYE?
qstr_the_white_hand|ak el
qstr_the_lidless_eye|kapaksız göz
qstr_I_have_some_of_your_|Benimle birlikte olan biraz insan var. Onları sana katılıp davana yardım etmeleri için ikna edecegim.
qstr_Some_of_your_stinky_|Kokuşmuş akrabalarınızın bir kısmı benimle. Eminim seninle gelmek isterler.
qstr_{s4}_It_is_always_go|{s4} Bize ait birini görmek her zaman çok güzel.
qstr_a_nearby_town|yakın bir kasaba
qstr_that_town_over_there|Şuradaki Kale
qstr_{s4}^We_are_from_{s1|{s4}^Bizler {s11}'den geliyoruz ve {s12}'ye dogru keşif yapıyoruz.
qstr_{s4}^We_are_{reg1?fo|{s4}^Biz {s11} etrafında {reg1?avlanıyoruz:akın yapıyoruz}
qstr_{s4}^We_are_patrolli|{s4}^{s11} Çevresinde devriye geziyoruz .
qstr_{s4}^We_are_carrying|{s4}^ {s11}'den aletler taşıyoruz, taşıdıgımız yer: {s12}
qstr_{s4}^We_are_escortin|{s4}^{s12}'ye dogru esirlere refakat ediyoruz .
qstr_Greetings_do_you_nee|Selamlar! Destege ihtiyacınız var mı?
qstr_I_will_need_your_hel|Yardımına ihtiyacım var, Beni takip et lütfen. [{reg1}/{reg2} Nüfuz gerekli]
qstr_You_and_your_men_mus|Sen ve adamların beni takip etmelisiniz. [maliyet {reg1}/{reg2} Nüfuz]
qstr_It_looks_like_you_ha|Zaten çok fazla takipçiniz var gibi görünüyor.
qstr_Why_do_you_need_us?_|Neden bize ihtiyacın var? Zaten yeteri kadar takipçiye sahipsin!
qstr_We_will_follow_you_t|Seni takip edecegiz, ancak çok uzaklaşamayız.
qstr_If_there_is_killing_|Ölüm varsa, takip edecegiz. Ama fazla ileri gidemeyiz, yoksa başımız belaya girer.
qstr_We_cannot_leave_our_|Şu an için sizi takip etmek için kampımızı bırakamayız. [Yeterli Nüfuz puanı yok ({reg1} puan Gerekli)]
qstr_Who_are_you_to_comma|Sen kim oluyorsun da bize emir veriyorsun? [Yeterli Nüfuz puanın yok ({reg1} puan gerekli )]
qstr_Then_let_us_go._Stay|O zaman hadi gidelim. Yakınımda dur ve Benden ayrılma. Yakında sana ihtiyacım olacak.
qstr_There_will_be_blood_|Burada Kan çıkacak, orası kesin. Yakın dur, ya da kaç.
qstr_Goodbye_friends.|Görüşmek üzere, arkadaşlar.
qstr_See_you_later_if_you|Görüşürüz. Tabi ki ölmezsen!
qstr_I_don_t_need_your_he|Artık yardımınıza ihtiyacım yok. Eve git.
qstr_I_don_t_have_any_nee|Senden hiçbir şekilde faydalanmam. Kaybol.
qstr_We_will_return_to_ou|Eski görevimize dönecegiz. Hoşça kal.
qstr_Lads_we_re_going_hom|Arkadaşlar, eve dönüyoruz!
qstr__^Oh_and_take_back_t|^Oh, ve şu bizim insanımız olmayanları geri alın.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Bu:Bu} cesur {reg28?askerler:asker} bizim topraklarımızı savunmamıza kesinlikle yardımcı olur.{s32} {s23}^^[ {reg14} kadar {s14} Kaynak Puanı kazandın]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Bu:Bu} yararlı {reg28?askerler:asker} daha fazla tahribat yaratmamıza yardımcı olacak.{s32}^{s23}^^[ {reg14} kadar {s14} Kaynak Puanı kazandın]
qstr_Good_luck_in_your_tr|Seyahatlerinde bol şans.
qstr_Try_not_getting_your|Kendini öldürtmemeye çalış!
qstr_You_ready_your_weapo|Bedenindeki geçmiş tecrübenin acısını hissederek silahlarını hazırlıyorsun. (Silah Yeterlilikleri ve Yetenekleri geliştirildi)
qstr_The_previous_battle_|Bir önceki savaş sayesinde ısındın.Kendini canlı ve daha fazlası için hazır hissediyorsun.(Nitelikler, Yetenekler ve Silah Yeterlilikleri Geliştirildi)
qstr_You_are_tired_but_ad|Yorgunsun ama kanında coşan adrenalin kendini canlı ve daha fazlası için hazır hissettiriyor. (Nitelikler, Yetenekler ve Silah Yeterlilikleri Geliştirildi)
qstr_These_are_great_weap|Bunlar gerçekten harika silahlar. Dokununca bir garip hissettiriyorlar ... (Yetenekler ve Silah Yeterlilikleri Geliştirildi)
qstr_You_can_barely_raise|Silahını zorlukla anca kaldırabiliyorsun ... ama etrafında kardeşlerini görmek azmini güçlendiriyor. (Yetenekler ve Silah Yeterlilikleri Geliştirildi).
qstr_With_Lord_Balin_s_tr|Lord Balin’in size vermiş oldugu hazineler ve aklınızdaki ölümünün hatırasıyla, öfkenizin alevi daha güçlü yanıyor. (Nitelikler, Yetenekler ve Silah Yeterlilikleri Geliştirildi)
qstr_We_cannot_hold..._we|Tutamıyoruz... işimiz bitti...
qstr_You_do_not_know_how_|Daha ne kadar dayanabilecegini bilmiyorsun ...
qstr_How_long_can_we_keep|Bunu daha ne kadar devam ettirebiliriz? Baltamı daha fazla tutamıyorum...
qstr_You_know_that_the_en|Sonun yakın oldugunu biliyorsun...
qstr_You...._good....dwar|Sen.... iyi.... cüce....
qstr_You_can_no_longer_ra|Artık silahını kaldıramıyorsun...
qstr_There_are_too_many..|Çok fazla var... çok fazla var...
qstr_..........|..........
qstr_It_is_off_to_work_we|İşe koyulma zamanı...
qstr_Your_mind_starts_to_|Aklında dolaşmaya başlar... altın ve hazineler...
qstr_...............|...............
qstr_Sleep_sounds_good...|Uyku kulaga iyi geliyor...
qstr_For_Balin!!|Balin için!!
qstr_For_Balin...|Balin için...
