
str_yes|是
str_fullname_region_emyn_muil|艾明莫尔，树沐河汇入安都因河处的石山
str_fullname_region_misty_mountains|迷雾山脉山麓
str_fullname_region_lorien|罗斯洛立安，辛达精灵的森林，金色梅隆树生长的地方。
str_fullname_region_anduin_banks|安都因河谷，迷雾山脉与幽暗密林之间
str_fullname_region_n_mirkwood|幽暗密林北部，木精灵的家。
str_fullname_region_s_mirkwood|幽暗密林南部，据说被奇怪生物侵扰
str_fullname_region_above_mirkwook|北罗马尼安，幽暗密林和灰色山脉之间的区域
str_fullname_region_grey_mountains|灰色山脉山麓，矮人领地
str_fullname_region_mordor|魔多，索伦的黑暗王国
; str_fullname_region_dimrill|Dimrill Dale, at the feet of the Mountains of Moria
; str_fullname_region_s_rebor|the realm of Dale, at the feet of the Lonely Mountain
str_shortname_region_unknown|无名之地
str_shortname_region_pelennor|帕兰诺平原
str_shortname_region_subfac_pelargir|兰班宁领
str_shortname_region_subfac_dol_amroth|贝尔法拉斯
str_shortname_region_subfac_ethring|林罗谷
str_shortname_region_subfac_lossarnach|罗萨那奇领
str_shortname_region_subfac_pinnath_gelin|皮那斯杰林
str_shortname_region_subfac_blackroot|拉密顿领
str_shortname_region_n_ithilien|北伊西利安
str_shortname_region_c_ithilien|艾明亚南
str_shortname_region_s_ithilien|南伊西立安
str_shortname_region_druadan_forest|督伊顿森林
str_shortname_region_firien_wood|费理安森林
str_shortname_region_anorien|安诺瑞安
str_shortname_region_rohan0|中谷
str_shortname_region_rohan1|东洛汗
str_shortname_region_rohan2|西洛汗
str_shortname_region_rohan3|东谷
str_shortname_region_rohan4|西谷
str_shortname_region_rohan5|圣盔谷
str_shortname_region_the_wold|沃德
str_shortname_region_gap_of_rohan|洛汗隘口
str_shortname_region_entwash|树沐河三角洲
str_shortname_region_wetwang|宁道夫沼泽
str_shortname_region_dead_marshes|死亡沼泽
str_shortname_region_isengard|艾辛格周边平原
str_shortname_region_fangorn|法贡森林
str_shortname_region_brown_lands|褐地
str_shortname_region_misty_mountains|迷雾山脉山麓
str_shortname_region_lorien_|罗斯洛立安
str_shortname_region_anduin_banks_|安都因河谷
str_shortname_region_n_mirkwood_|北幽暗密林
str_shortname_region_s_mirkwood_|南幽暗密林
str_shortname_region_above_mirkwook|北罗马尼安
str_shortname_region_grey_mountains|灰色山脉山麓
str_shortname_region_mordor|魔多之地
; str_shortname_region_dimrill|Dimrill Dale
; str_shortname_region_s_erebor|the realm of Dale
str_trait_title_elf_friend|精灵之友
str_trait_desc_elf_friend|您受到精灵们的高度尊重，他们把您当成可靠的盟友。这将降低招募精灵部队的费用。另外，您将可能对精灵军队下达命令。
str_trait_title_gondor_friend|宰相之祝
str_trait_desc_gondor_friend|您受到刚铎摄政王迪耐瑟二世的高度敬重，您在钢铎的地位已经获得了提升。这将降低招募刚铎部队的费用。另外，您将可能对刚铎军队下达命令。
str_trait_title_rohan_friend|国王之信
str_trait_desc_rohan_friend|您受到洛汗希优顿国王的高度信任，您在洛汗的地位已经获得了提升。这将降低招募洛汗部队的费用。另外，您将可能对骠骑之国军队下达命令。
str_trait_title_brigand_friend|蛮族之冠
str_trait_desc_brigand_friend|您受到服务于索伦的野蛮人部落的高度敬重，这是因为您在他们的竞技场中给人们来了深刻的印象。这将降低野蛮人招募费用.
str_trait_title_blessed|神眷之祝
str_trait_desc_blessed|您看起来正被力量远胜大海的存在所祝福，或许这种情况将依然持续一段时间。您不知道为什么会被祝福，也不知道这个祝福的结果是什么，但可以确定的是，它就是这样。
str_trait_title_reverent|众望之敬
str_trait_desc_reverent|您被传颂为威严与智慧的化身。人族和精灵们总喜欢聆听您的教诲。
str_trait_title_merciful|仁慈之名
str_trait_desc_merciful|你因仁慈的对待敌人声名远播。然而，有些强硬派对你的仁慈心存异议，部队的士气因此受到影响。但从好的方面来看，你的仁慈仍然被视作是高贵人格的体现，你 在影响力方面获得奖励。
str_trait_title_bravery|临危之勇
str_trait_desc_bravery|您在巨大危难中挺身而出，被众人传颂为勇者。您的英姿深深吸引着您的部下，让他们每周都会获得士气奖励。
str_trait_title_oathkeeper|守信之誓
str_trait_desc_oathkeeper|你曾庄严宣誓并最终将其兑现。所以，人们都称赞您一诺千金。您的影响力将每周提高。
str_trait_title_oathbreaker|破信之誓
str_trait_desc_oathbreaker|你曾庄严宣誓，但却没有将其兑现。所以，您被认作是言过其实之人。您的影响力将每周降低。
str_trait_title_orc_pit_champion|群兽之冠
str_trait_desc_orc_pit_champion|您在残酷的半兽人之间的战斗中存活下来，并获得狂暴勇士的称号。这样的实力让追随您的部下兽血沸腾，并使他们每周都会获得士气奖励。
str_trait_title_despoiler|三光之掠
str_trait_desc_despoiler|您每到一处，总是留在队伍后面肆意地破坏，您的这种暴行在队伍中广为流传。这样的举止被您服务的黑暗势力高度赞扬。您的影响力将每周提高。
str_trait_title_accursed|神怒之咒
str_trait_desc_accursed|您看起来正被力量远胜大海的存在所忿怒。您的追随者们也感应到这些，并害怕在您的身边停留。他们每周都会士气低沉。
str_trait_title_stealthy|潜行之影
str_trait_desc_stealthy|您学到了秘密潜行的不凡技艺。您获得了每次秘密行动任务都能保证的潜行级别。
str_trait_title_berserker|狂热之血
; str_trait_desc_berserker|After many battles where you eschewed the use of armor your ferocious will has become like iron. While fighting lightly armoured, each slain foe fills you with grim vigor.
str_trait_title_infantry_captain|盾墙之固
str_trait_desc_infantry_captain|您掌握了统领步兵部队的不凡技能。在严格而系统的训练下，士兵们获得一些细小的体质改善，这将体现在每一场战斗中他们受伤的时候。
str_trait_title_archer_captain|强弓之击
str_trait_desc_archer_captain|您掌握了统领射手部队的不凡技能。在严格而系统的训练下，士兵们获得一些细小的体质改善，这将体现在每一场战斗中他们受伤的时候。
str_trait_title_cavalry_captain|陷阵之骑
str_trait_desc_cavalry_captain|您掌握了统领骑乘部队的不凡技能。在严格而系统的训练下，士兵们获得一些细小的体质改善，这将体现在每一场战斗中他们受伤的时候。
str_trait_title_command_voice|号令之声
str_trait_desc_command_voice|您丰富的临阵指挥经验成就了您周身环绕着的名为权威的光环。这将降低战场指挥所需要的影响力。
str_trait_title_foe_hammer|破敌之锤
str_trait_desc_foe_hammer|您斩杀了敌人大量的高级军官，甚至赢得了敌方对您尊敬。您指挥的部队每周会获得士气奖励，而您丰富的作战经验也使您的战斗技巧饱受磨练。
str_trait_title_battle_scarred|战争之痕
str_trait_desc_battle_scarred|多年的征战在您身上留下了许多无法磨灭的伤痕，它向人们诉说着您传奇般的过去。伤疤和肉结使您更有效的避免再次受伤。您骇人的容貌让您的追随者深信—您的战斗经验是如此的丰富，让他们每周都会获得士气奖励。
str_trait_title_fell_beast|凶猛之兽
str_trait_desc_fell_beast|无数的征战和交错的伤疤令您的皮肤开裂，但您邪恶的意志始终不灭。即便是半兽人，强兽人或是食人妖那样残暴危险的野兽种族，仍然视您为洪水猛兽。您的部下在战场上呼喊着您的名字。您是战斗的化身，没有什么能令你感到害怕。
str_trait_title_butcher|屠宰之艺
; str_trait_desc_butcher|Experience has honed your skill in extracting more meat from the flesh of your enemies. You gain an extra pound of flesh every time you slaughter one of your prisoners for meat. You also get more human meat after every battle.
; str_trait_title_well_travelled|Well-Travelled
; str_trait_desc_well_travelled|On stone paved roads and mossy animal paths, over the tallest mountains and in the deepest vales, you've discovered hidden places and seen long forgotten marvels. From your experiences, you've learnt to spot enemies before they see you, and the easiest route for your troops.
str_wound_head|头部遭到重击
str_wound_chest|一些肋骨断裂
str_wound_arm|一只重伤的手臂
str_wound_leg|一条重伤的腿
str_gondor_gift0|鲜果和葡萄酒
str_gondor_gift1|鲜艳染布
str_gondor_gift2|古冢和家谱
str_gondor_gift3|香料和香
str_gondor_gift4|原牛战角
str_dwarf_gift0|烈啤酒和岩盐
str_dwarf_gift1|硬铲和斧
str_dwarf_gift2|竖琴和长笛
str_dwarf_gift3|金线和宝石刺绣长袍
str_dwarf_gift4|不凡的首饰
str_rohan_gift0|蜂蜜酒和苹果酒
str_rohan_gift1|刺绣外衣和嵌银腰带
str_rohan_gift2|金项圈和精雕角杯
str_rohan_gift3|精致马饰
str_rohan_gift4|洛汗马
str_mordor_gift0|草皮啤酒
str_mordor_gift1|下仆油
str_mordor_gift2|魔多黑蝇卵
str_mordor_gift3|末日火山黑曜石
str_mordor_gift4|农奴
str_isengard_gift0|干人肉
str_isengard_gift1|黑铁链
str_isengard_gift2|酷刑工具
str_isengard_gift3|炼金玻璃品
str_isengard_gift4|萨鲁曼的小指环
str_lorien_gift0|种子，坚果和浆果
str_lorien_gift1|冷灯和强索
str_lorien_gift2|精灵饼干
str_lorien_gift3|银带和胸针
str_lorien_gift4|精灵斗篷
str_imladris_gift0|白面包和草药油
str_imladris_gift1|水晶玻璃皿
str_imladris_gift2|Miruvor（精灵甜酒）
str_imladris_gift3|刺绣战旗和嵌银号角
str_imladris_gift4|草药和药膏
str_woodelf_gift0|软动物皮
str_woodelf_gift1|箭头和翎羽
str_woodelf_gift2|猎矛
str_woodelf_gift3|受训猛禽
str_woodelf_gift4|赤金酒杯
str_dale_gift0|一半珍贵宝石一半玻璃珠
str_dale_gift1|英雄史诗
str_dale_gift2|矮人红酒
str_dale_gift3|豪华毛皮
str_dale_gift4|复杂器具
str_harad_gift0|无花果和石榴
str_harad_gift1|战士颈环
str_harad_gift2|象牙雕
str_harad_gift3|圣蛇酒
str_harad_gift4|金蛇雕像
str_rhun_gift0|皮水袋
str_rhun_gift1|纹身墨
str_rhun_gift2|鹿角饰
str_rhun_gift3|马鬃鞭
str_rhun_gift4|马肉和牛奶
str_khand_gift0|各色香料
str_khand_gift1|丝绸卷
str_khand_gift2|猎鹰
str_khand_gift3|水钢锭
str_khand_gift4|神圣战士面具
str_umbar_gift0|牡蛎和海盐
str_umbar_gift1|鲸骨梳和鱼钩
str_umbar_gift2|娱乐奴隶
str_umbar_gift3|南海航图
str_umbar_gift4|神秘努曼诺尔示意图
str_moria_gift0|烂矮人麦酒
str_moria_gift1|煤炭
str_moria_gift2|发光土虫
str_moria_gift3|黑洞珍珠
str_moria_gift4|矮人金属废料
str_guldur_gift0|黑酒
str_guldur_gift1|酷刑毒藤
str_guldur_gift2|奴隶笼车
str_guldur_gift3|巨型蜘蛛卵
str_guldur_gift4|黑巫术之冢
str_gundabad_gift0|尖锐骨钉
str_gundabad_gift1|保护性战漆
str_gundabad_gift2|熟矮人油
str_gundabad_gift3|木乃伊尸像
str_gundabad_gift4|黑座狼
str_dunland_gift0|臭山羊芝士
str_dunland_gift1|燧石祭刀
str_dunland_gift2|青铜臂环
str_dunland_gift3|山羊
str_dunland_gift4|狼头骨和爪子
str_beorn_gift0|蜂蜜蛋糕和蜂蜜
str_beorn_gift1|蜂蜡和麻布
str_beorn_gift2|蜂房
str_beorn_gift3|琥珀项链
str_beorn_gift4|训练有素的矮种马
str_cmenu_follow|陪伴
; str_reset_to_default|Reset to Default
str_done|完成
; str_gondor1|Gondor1
; str_gondor2|Gondor2
; str_gondor3|Gondor3
; str_gondor4|Gondor4
; str_gondor5|Gondor5
; str_gondor6|Gondor6
; str_gondor7|Gondor7
; str_gondor8|Gondor8
; str_gondor_end|Gondor1
; str_gondor_intro|^It is a bitter thought, that a hero of this great kingdom should die within the sight of his land, unaided and helpless.^^The news of Boromir’s death passed like a swift wind through all of Gondor, even to the plains of Pinnath Gelin and the hills of Lamedon, even to the shores of Pelargir and the coasts of Dol Amroth. The hearts of all your people are filled with grief and pity; and more besides, with fear and foreboding, for Gondor is hard pressed and sore beset, ringed by implacable foes or uncertain friends.^^The Shadow rises in the East, as of old; the fractious Corsairs of Umbar grow bolder; the wild men of the East and South press their claims upon Gondorian land.^^No longer can you stand by and wait. Trust you have placed in your captains; sword and spear they will place in your hand. Gondor wanes, but Gondor still stands; and even the end of its strength is still very strong. You have resolved yourself to play what part you may in this coming war against the servants of the Nameless. Much is spoken of in the councils of the great and wise, to which you are not privy, but there is one thing you feel you can be sure of.^^If the valiant hearts of Gondor should fail, and Minas Tirith be lost, then the last light of the West will be extinguished. All will fall beneath the Shadow.
; str_dwarf_intro|^The Kingdom under the Mountain has done well, of that there can be no dispute. Old King Dáin has just passed his two hundred and fiftieth year, and by any measure he is fabulously wealthy. Under his rule, Erebor thrives, and knows greatness. The waterways, fountains and pools of neighbouring Dale bear witness to how your builders have surpassed the skill of even your forefathers, though their secrets of metalwork have regrettably been lost.^^Yet a darkness from Mordor entered these halls, when Sauron’s foul envoy, with his breath like the hiss of snakes, came bearing evil words. Heavy have been the hearts of your chieftains since then, for the power that has re-entered Mordor has not changed. The Shadow grows and draws nearer - already the Enemy is moving, and war will soon begin.^^You have sworn to take up arms, and stand with your friends against your foes. You will resist, with hope or without it.^^But if the bravery of the Dwarves of Erebor should prove insufficient, then the glory of Durin’s folk will fade away and be forgotten. All will fall beneath the Shadow.
; str_rohan_intro|^In these days of doubt, one thing you know to be true: open war lies before the proud people of Rohan. None may live now as they have lived, and few shall keep what they call their own. Some close to the King’s ear speak craven counsels, but you have determined to go to him, take a grim oath of service, and stand with such fell-handed captains and thanes as will protect the herds and herdfolk.^^Saruman of Isengard has declared lordship over the lands of Rohan, and bitter is the fighting with Orcs, Wolf-riders and the evil Men of Dunland. The Lord of the Black Land to the east sends raiding parties to steal your horses, choosing always the black ones. Your heart misgives you, for it seems to you that enemies beset your people both east and west.^^But still you will give battle, for if aught is said of the Rohirrim, it is of your unfailing valour in arms, though foe should beleaguer you, or fire encircle you. The steeds of Rohan will stride as wind in the morning. And if death should come for you, then a mound will be raised, but for now, war calls you. Let horse be bridled, horn be sounded!^^Yet, if even the courage of the Sons and Daughters of Eorl should fail, then the last hope of Rohan will fade and die away. The horn will blow no more. All will fall beneath the Shadow.
